markerid,image,sequence,x,y,species,location,date,filename,camid,siteid,radius,angle
1,0,0,1407,408,Fox,Loc_01,2016-10-05 03:11:14,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-14-IMG_0001.jpg,Cam1,Loc_01_Cam1,2.52547901416434,0.147248543652941
2,10,1,-340,114,Fox,Loc_01,2016-10-05 03:11:21,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-21-IMG_0011.jpg,Cam1,Loc_01_Cam1,2.39597687231913,-0.524404735098202
29,140,28,1355,539,Fox,Loc_01,2016-10-06 03:05:25,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-25-IMG_0141.jpg,Cam1,Loc_01_Cam1,3.0433759218354,0.127256574279696
30,150,29,1569,414,Fox,Loc_01,2016-10-10 00:32:28,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161010-00-32-28-IMG_0151.jpg,Cam1,Loc_01_Cam1,2.44748305849318,0.209531217469589
31,160,30,272,524,Fox,Loc_01,2016-10-12 06:33:23,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-23-IMG_0161.jpg,Cam1,Loc_01_Cam1,4.53941874722324,-0.289114634013085
32,170,31,1242,680,Fox,Loc_01,2016-10-12 06:33:45,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-45-IMG_0171.jpg,Cam1,Loc_01_Cam1,4.04343952029456,0.0838124869878358
33,180,32,1507,379,Fox,Loc_01,2016-10-12 06:33:57,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-57-IMG_0181.jpg,Cam1,Loc_01_Cam1,2.38772914041958,0.185694638601489
34,1,33,1028,289,Fox,Loc_01,2016-10-05 03:11:15,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-15-IMG_0002.jpg,Cam1,Loc_01_Cam1,2.37916296038185,0.00153784379794194
35,2,33,758,226,Fox,Loc_01,2016-10-05 03:11:15,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-15-IMG_0003.jpg,Cam1,Loc_01_Cam1,2.31871031584303,-0.102266612563139
36,3,33,521,208,Fox,Loc_01,2016-10-05 03:11:16,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-16-IMG_0004.jpg,Cam1,Loc_01_Cam1,2.36469467749838,-0.193383857591199
37,4,33,430,250,Fox,Loc_01,2016-10-05 03:11:17,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-17-IMG_0005.jpg,Cam1,Loc_01_Cam1,2.54876336445587,-0.228369803994378
38,5,33,430,250,Fox,Loc_01,2016-10-05 03:11:17,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-17-IMG_0006.jpg,Cam1,Loc_01_Cam1,2.54876336445587,-0.228369803994378
39,6,33,332,279,Fox,Loc_01,2016-10-05 03:11:18,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-18-IMG_0007.jpg,Cam1,Loc_01_Cam1,2.71814421454667,-0.266046977043956
40,7,33,219,250,Fox,Loc_01,2016-10-05 03:11:19,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-19-IMG_0008.jpg,Cam1,Loc_01_Cam1,2.66319058071386,-0.309491064335816
41,8,33,219,250,Fox,Loc_01,2016-10-05 03:11:19,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-19-IMG_0009.jpg,Cam1,Loc_01_Cam1,2.66319058071386,-0.309491064335816
42,9,33,219,250,Fox,Loc_01,2016-10-05 03:11:20,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161005-03-11-20-IMG_0010.jpg,Cam1,Loc_01_Cam1,2.66319058071386,-0.309491064335816
43,141,34,1375,543,Fox,Loc_01,2016-10-06 03:05:26,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-26-IMG_0142.jpg,Cam1,Loc_01_Cam1,3.04106808291245,0.134945793269405
44,142,34,1225,528,Fox,Loc_01,2016-10-06 03:05:26,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-26-IMG_0143.jpg,Cam1,Loc_01_Cam1,3.12520239532789,0.0772766508465825
45,143,34,1049,524,Fox,Loc_01,2016-10-06 03:05:27,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-27-IMG_0144.jpg,Cam1,Loc_01_Cam1,3.29783768981748,0.00961152373713713
46,144,34,812,516,Fox,Loc_01,2016-10-06 03:05:28,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-28-IMG_0145.jpg,Cam1,Loc_01_Cam1,3.54307289721546,-0.0815057212909229
47,145,34,537,497,Fox,Loc_01,2016-10-06 03:05:28,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-28-IMG_0146.jpg,Cam1,Loc_01_Cam1,3.79186562614317,-0.187232482399431
48,146,34,326,501,Fox,Loc_01,2016-10-06 03:05:29,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161006-03-05-29-IMG_0147.jpg,Cam1,Loc_01_Cam1,4.17690469296884,-0.268353742740869
49,151,35,1220,354,Fox,Loc_01,2016-10-10 00:32:29,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161010-00-32-29-IMG_0152.jpg,Cam1,Loc_01_Cam1,2.47148154957514,0.0753543460991551
50,152,35,677,205,Fox,Loc_01,2016-10-10 00:32:30,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161010-00-32-30-IMG_0153.jpg,Cam1,Loc_01_Cam1,2.29190519061769,-0.133407949471463
51,153,35,331,134,Fox,Loc_01,2016-10-10 00:32:31,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161010-00-32-31-IMG_0154.jpg,Cam1,Loc_01_Cam1,2.21835007390569,-0.266431437993441
52,170,36,1286,699,Fox,Loc_01,2016-10-12 06:33:45,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-45-IMG_0171.jpg,Cam1,Loc_01_Cam1,4.10823251263839,0.100728768765197
53,171,36,1221,672,Fox,Loc_01,2016-10-12 06:33:46,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-46-IMG_0172.jpg,Cam1,Loc_01_Cam1,4.02083398187895,0.0757388070486406
54,172,36,1077,584,Fox,Loc_01,2016-10-12 06:33:46,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-46-IMG_0173.jpg,Cam1,Loc_01_Cam1,3.62474625632683,0.0203764303227307
55,173,36,877,531,Fox,Loc_01,2016-10-12 06:33:47,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-47-IMG_0174.jpg,Cam1,Loc_01_Cam1,3.55562244911215,-0.0565157595743663
56,174,36,740,498,Fox,Loc_01,2016-10-12 06:33:48,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-48-IMG_0175.jpg,Cam1,Loc_01_Cam1,3.51733862624494,-0.109186909653878
57,175,36,574,401,Fox,Loc_01,2016-10-12 06:33:48,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-48-IMG_0176.jpg,Cam1,Loc_01_Cam1,3.11832548280765,-0.173007427268468
58,176,36,343,369,Fox,Loc_01,2016-10-12 06:33:49,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-49-IMG_0177.jpg,Cam1,Loc_01_Cam1,3.1524630515092,-0.261817906599615
59,177,36,308,231,Fox,Loc_01,2016-10-12 06:33:49,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-49-IMG_0178.jpg,Cam1,Loc_01_Cam1,2.54111730179843,-0.275274039831607
60,178,36,460,168,Fox,Loc_01,2016-10-12 06:33:50,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-50-IMG_0179.jpg,Cam1,Loc_01_Cam1,2.26941647379876,-0.216835975509814
61,179,36,957,258,Fox,Loc_01,2016-10-12 06:33:51,C:/Users/nash.l/Documents/Processed photos/point 01 phase 1 zoo/Loc_01-20161012-06-33-51-IMG_0180.jpg,Cam1,Loc_01_Cam1,2.32404491425755,-0.0257588836155275
98,550,73,1007,750,Fox,Loc_02,2016-10-20 01:50:53,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-53-IMG_0521.jpg,Cam1,Loc_02_Cam1,8.35444343242965,-0.00653583614125325
99,550,74,958,748,Fox,Loc_02,2016-10-20 01:50:53,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-53-IMG_0521.jpg,Cam1,Loc_02_Cam1,8.22528634238072,-0.025374422666042
100,551,74,1152,748,Fox,Loc_02,2016-10-20 01:50:54,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-54-IMG_0522.jpg,Cam1,Loc_02_Cam1,8.24270702112453,0.0492110015341421
101,552,74,1307,749,Fox,Loc_02,2016-10-20 01:50:54,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-54-IMG_0523.jpg,Cam1,Loc_02_Cam1,8.31902066868724,0.108802448704392
102,553,74,1513,742,Fox,Loc_02,2016-10-20 01:50:55,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-55-IMG_0524.jpg,Cam1,Loc_02_Cam1,7.91795635542737,0.188001404298402
103,554,74,1778,736,Fox,Loc_02,2016-10-20 01:50:56,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161020-01-50-56-IMG_0525.jpg,Cam1,Loc_02_Cam1,7.60963613146699,0.289883555912056
105,690,76,1385,418,Fox,Loc_02,2016-10-24 04:36:33,C:/Users/nash.l/Documents/Processed photos/point 02 phase 2 zoo/Loc_02-20161024-04-36-33-IMG_0671.jpg,Cam1,Loc_02_Cam1,2.30952714292467,0.13879040276426
106,700,77,532,790,Fox,Loc_03,2016-10-05 05:27:13,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161005-05-27-13-IMG_0001.jpg,Cam5,Loc_03_Cam5,4.46528186585677,-0.189154787146859
141,800,112,841,719,Fox,Loc_03,2016-10-05 23:02:17,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161005-23-02-17-IMG_0071.jpg,Cam5,Loc_03_Cam5,3.96396977357128,-0.0703563537558438
142,810,113,836,660,Fox,Loc_03,2016-10-06 01:03:49,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161006-01-03-49-IMG_0081.jpg,Cam5,Loc_03_Cam5,3.38111867145604,-0.0722786585032712
143,820,114,249,473,Fox,Loc_03,2016-10-07 22:41:39,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161007-22-41-39-IMG_0091.jpg,Cam5,Loc_03_Cam5,2.12080277525794,-0.297957235851251
144,830,115,1384,509,Fox,Loc_03,2016-10-11 00:35:10,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161011-00-35-10-IMG_0101.jpg,Cam5,Loc_03_Cam5,2.68847093311127,0.138405941814775
145,840,116,1417,161,Fox,Loc_03,2016-10-12 02:16:42,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161012-02-16-42-IMG_0111.jpg,Cam5,Loc_03_Cam5,1.56171846715712,0.151093153147796
146,850,117,1353,284,Fox,Loc_03,2016-10-13 02:07:42,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161013-02-07-42-IMG_0121.jpg,Cam5,Loc_03_Cam5,1.82641871327203,0.126487652380725
147,800,118,926,710,Fox,Loc_03,2016-10-05 23:02:17,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161005-23-02-17-IMG_0071.jpg,Cam5,Loc_03_Cam5,3.95716140402472,-0.0376771730495776
148,801,118,598,793,Fox,Loc_03,2016-10-05 23:02:18,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161005-23-02-18-IMG_0072.jpg,Cam5,Loc_03_Cam5,4.6112595618876,-0.163780364480817
149,802,118,395,828,Fox,Loc_03,2016-10-05 23:02:19,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161005-23-02-19-IMG_0073.jpg,Cam5,Loc_03_Cam5,4.82025140609007,-0.24182593722637
150,810,119,736,678,Fox,Loc_03,2016-10-06 01:03:49,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161006-01-03-49-IMG_0081.jpg,Cam5,Loc_03_Cam5,3.45213952284583,-0.11072475345182
151,811,119,1248,650,Fox,Loc_03,2016-10-06 01:03:50,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161006-01-03-50-IMG_0082.jpg,Cam5,Loc_03_Cam5,3.64546524592892,0.0861192526847487
152,812,119,1248,650,Fox,Loc_03,2016-10-06 01:03:51,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161006-01-03-51-IMG_0083.jpg,Cam5,Loc_03_Cam5,3.64546524592892,0.0861192526847487
153,813,119,1767,587,Fox,Loc_03,2016-10-06 01:03:52,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161006-01-03-52-IMG_0084.jpg,Cam5,Loc_03_Cam5,3.48755670501409,0.285654485467716
154,830,120,1565,493,Fox,Loc_03,2016-10-11 00:35:10,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161011-00-35-10-IMG_0101.jpg,Cam5,Loc_03_Cam5,2.68346234962655,0.207993373671648
155,831,120,501,594,Fox,Loc_03,2016-10-11 00:35:11,C:/Users/nash.l/Documents/Processed photos/point 03 phase 1 zoo/Loc_03-20161011-00-35-11-IMG_0102.jpg,Cam5,Loc_03_Cam5,2.72358575630294,-0.201073076580909
156,2650,121,806,458,Fox,Loc_04,2016-10-21 04:20:17,C:/Users/nash.l/Documents/Processed photos/point 04 phase 2 zoo/Loc_04-20161021-04-20-17-IMG_2171.jpg,Cam5,Loc_04_Cam5,4.09737755063708,-0.0838124869878358
157,2650,122,682,443,Fox,Loc_04,2016-10-21 04:20:17,C:/Users/nash.l/Documents/Processed photos/point 04 phase 2 zoo/Loc_04-20161021-04-20-17-IMG_2171.jpg,Cam5,Loc_04_Cam5,3.95883616555673,-0.131485644724036
158,2651,122,1539,493,Fox,Loc_04,2016-10-21 04:20:18,C:/Users/nash.l/Documents/Processed photos/point 04 phase 2 zoo/Loc_04-20161021-04-20-18-IMG_2172.jpg,Cam5,Loc_04_Cam5,4.31865303418617,0.197997388985025
204,3410,168,-163,221,Fox,Loc_05,2016-10-05 00:48:10,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161005-00-48-10-Loc_5-IMG_0031-20161005-00-48-10.jpg,RP5,Loc_05_RP5,1.44567895668936,-0.456355147039271
205,3420,169,692,737,Fox,Loc_05,2016-10-05 03:27:07,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161005-03-27-07-Loc_5-IMG_0041-20161005-03-27-07.jpg,RP5,Loc_05_RP5,3.72610001392195,-0.127641035229181
206,3460,170,2472,-126,Fox,Loc_05,2016-10-07 05:25:08,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161007-05-25-08-Loc_5-IMG_0081-20161007-05-25-08.jpg,RP5,Loc_05_RP5,0.971284478991508,0.556699454854983
231,3590,195,600,601,Fox,Loc_05,2016-10-08 00:14:31,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161008-00-14-31-Loc_5-IMG_0211-20161008-00-14-31.jpg,RP5,Loc_05_RP5,2.5197870745722,-0.163011442581846
232,3630,196,892,623,Fox,Loc_05,2016-10-10 00:03:58,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-00-03-58-Loc_5-IMG_0251-20161010-00-03-58.jpg,RP5,Loc_05_RP5,2.58989916390337,-0.0507488453320841
233,3640,197,819,-914,Fox,Loc_05,2016-10-10 03:27:41,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-03-27-41-Loc_5-IMG_0261-20161010-03-27-41.jpg,RP5,Loc_05_RP5,0.66404260007757,-0.0788144946445245
234,3650,198,380,-70,Fox,Loc_05,2016-10-10 03:27:50,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-03-27-50-Loc_5-IMG_0271-20161010-03-27-50.jpg,RP5,Loc_05_RP5,1.07978378927285,-0.247592851468653
235,3670,199,2111,606,Fox,Loc_05,2016-10-10 03:28:49,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-03-28-49-Loc_5-IMG_0291-20161010-03-28-49.jpg,RP5,Loc_05_RP5,2.26732927451636,0.417909052090722
236,3680,200,-687,19,Fox,Loc_05,2016-10-10 04:04:39,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-04-04-39-Loc_5-IMG_0301-20161010-04-04-39.jpg,RP5,Loc_05_RP5,1.20697648628353,-0.657812684569665
237,3690,200,-811,19,Fox,Loc_05,2016-10-10 04:04:49,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-04-04-49-Loc_5-IMG_0311-20161010-04-04-49.jpg,RP5,Loc_05_RP5,1.21257610961823,-0.705485842305866
238,3690,201,-735,-67,Fox,Loc_05,2016-10-10 04:04:49,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-04-04-49-Loc_5-IMG_0311-20161010-04-04-49.jpg,RP5,Loc_05_RP5,1.12390562776042,-0.676266810144969
239,3700,202,1317,799,Fox,Loc_05,2016-10-10 05:21:33,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-21-33-Loc_5-IMG_0321-20161010-05-21-33.jpg,RP5,Loc_05_RP5,4.4381938010336,0.112647058199247
240,3710,203,938,744,Fox,Loc_05,2016-10-10 05:39:13,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-13-Loc_5-IMG_0331-20161010-05-39-13.jpg,RP5,Loc_05_RP5,3.70588549493543,-0.0330636416557517
241,3720,204,2020,800,Fox,Loc_05,2016-10-11 00:22:07,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161011-00-22-07-Loc_5-IMG_0341-20161011-00-22-07.jpg,RP5,Loc_05_RP5,4.00876542992524,0.382923105687543
242,3750,205,1562,744,Fox,Loc_05,2016-10-11 22:10:30,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161011-22-10-30-Loc_5-IMG_0371-20161011-22-10-30.jpg,RP5,Loc_05_RP5,3.43026357483209,0.206839990823191
243,3760,206,418,297,Fox,Loc_05,2016-10-12 05:25:08,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161012-05-25-08-Loc_5-IMG_0381-20161012-05-25-08.jpg,RP5,Loc_05_RP5,1.53910110623233,-0.232983335388204
244,3800,207,442,53,Fox,Loc_05,2016-10-13 03:01:56,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161013-03-01-56-Loc_5-IMG_0421-20161013-03-01-56.jpg,RP5,Loc_05_RP5,1.19334564560414,-0.223756272600552
245,3850,208,332,725,Fox,Loc_05,2016-10-14 01:16:34,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161014-01-16-34-Loc_5-IMG_0471-20161014-01-16-34.jpg,RP5,Loc_05_RP5,3.73177518477293,-0.266046977043956
246,3870,209,2064,794,Fox,Loc_05,2016-10-14 02:14:34,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161014-02-14-34-Loc_5-IMG_0491-20161014-02-14-34.jpg,RP5,Loc_05_RP5,3.88575615868888,0.399839387464905
247,3890,210,811,482,Fox,Loc_05,2016-10-15 03:06:13,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161015-03-06-13-Loc_5-IMG_0511-20161015-03-06-13.jpg,RP5,Loc_05_RP5,1.96412874650782,-0.0818901822404084
248,3900,211,557,563,Fox,Loc_05,2016-10-15 03:09:58,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161015-03-09-58-Loc_5-IMG_0521-20161015-03-09-58.jpg,RP5,Loc_05_RP5,2.3257398943704,-0.179543263409722
249,3910,212,438,365,Fox,Loc_05,2016-10-15 03:12:18,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161015-03-12-18-Loc_5-IMG_0531-20161015-03-12-18.jpg,RP5,Loc_05_RP5,1.67948248966514,-0.225294116398494
250,3930,213,1792,517,Fox,Loc_05,2016-10-16 23:29:05,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161016-23-29-05-Loc_5-IMG_0551-20161016-23-29-05.jpg,RP5,Loc_05_RP5,1.96174912616402,0.295266009204853
251,3420,214,818,738,Fox,Loc_05,2016-10-05 03:27:07,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161005-03-27-07-Loc_5-IMG_0041-20161005-03-27-07.jpg,RP5,Loc_05_RP5,3.67938009009896,-0.07919895559401
252,3421,214,234,732,Fox,Loc_05,2016-10-05 03:27:08,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161005-03-27-08-Loc_5-IMG_0042-20161005-03-27-08.jpg,RP5,Loc_05_RP5,3.88685624164679,-0.303724150093533
253,3630,215,720,600,Fox,Loc_05,2016-10-10 00:03:58,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-00-03-58-Loc_5-IMG_0251-20161010-00-03-58.jpg,RP5,Loc_05_RP5,2.48939509442198,-0.116876128643588
254,3631,215,1644,755,Fox,Loc_05,2016-10-10 00:03:59,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-00-03-59-Loc_5-IMG_0252-20161010-00-03-59.jpg,RP5,Loc_05_RP5,3.53149326515181,0.238365788681001
255,3710,216,854,752,Fox,Loc_05,2016-10-10 05:39:13,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-13-Loc_5-IMG_0331-20161010-05-39-13.jpg,RP5,Loc_05_RP5,3.8669124806696,-0.0653583614125325
256,3711,216,1252,774,Fox,Loc_05,2016-10-10 05:39:14,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-14-Loc_5-IMG_0332-20161010-05-39-14.jpg,RP5,Loc_05_RP5,4.00451749259185,0.0876570964826906
257,3712,216,1474,790,Fox,Loc_05,2016-10-10 05:39:15,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-15-Loc_5-IMG_0333-20161010-05-39-15.jpg,RP5,Loc_05_RP5,4.15500577354775,0.173007427268468
258,3713,216,1474,790,Fox,Loc_05,2016-10-10 05:39:16,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-16-Loc_5-IMG_0334-20161010-05-39-16.jpg,RP5,Loc_05_RP5,4.15500577354775,0.173007427268468
259,3714,216,1474,790,Fox,Loc_05,2016-10-10 05:39:17,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-17-Loc_5-IMG_0335-20161010-05-39-17.jpg,RP5,Loc_05_RP5,4.15500577354775,0.173007427268468
260,3715,216,1543,806,Fox,Loc_05,2016-10-10 05:39:18,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-18-Loc_5-IMG_0336-20161010-05-39-18.jpg,RP5,Loc_05_RP5,4.42626557181991,0.199535232782967
261,3716,216,1543,806,Fox,Loc_05,2016-10-10 05:39:19,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-19-Loc_5-IMG_0337-20161010-05-39-19.jpg,RP5,Loc_05_RP5,4.42626557181991,0.199535232782967
262,3717,216,1543,806,Fox,Loc_05,2016-10-10 05:39:20,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161010-05-39-20-Loc_5-IMG_0338-20161010-05-39-20.jpg,RP5,Loc_05_RP5,4.42626557181991,0.199535232782967
263,3900,217,435,533,Fox,Loc_05,2016-10-15 03:09:58,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161015-03-09-58-Loc_5-IMG_0521-20161015-03-09-58.jpg,RP5,Loc_05_RP5,2.20868058139146,-0.226447499246951
264,3901,217,1479,685,Fox,Loc_05,2016-10-15 03:09:59,C:/Users/nash.l/Documents/Processed photos/point 05 phase 1/Loc_05-20161015-03-09-59-Loc_5-IMG_0522-20161015-03-09-59.jpg,RP5,Loc_05_RP5,2.88262070668854,0.174929732015896
301,4470,254,803,753,Fox,Loc_07,2016-10-14 05:45:24,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-24-IMG_0861.jpg,Cam2,Loc_07_Cam2,6.64671478919385,-0.0849658698362922
302,4470,255,785,753,Fox,Loc_07,2016-10-14 05:45:24,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-24-IMG_0861.jpg,Cam2,Loc_07_Cam2,6.63449489238461,-0.091886166927031
303,4471,255,903,778,Fox,Loc_07,2016-10-14 05:45:26,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-26-IMG_0862.jpg,Cam2,Loc_07_Cam2,7.29582803336665,-0.0465197748877437
304,4472,255,935,775,Fox,Loc_07,2016-10-14 05:45:26,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-26-IMG_0863.jpg,Cam2,Loc_07_Cam2,7.25060743673013,-0.0342170245042082
305,4473,255,934,775,Fox,Loc_07,2016-10-14 05:45:27,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-27-IMG_0864.jpg,Cam2,Loc_07_Cam2,7.24972121842685,-0.0346014854536937
306,4474,255,946,775,Fox,Loc_07,2016-10-14 05:45:27,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-27-IMG_0865.jpg,Cam2,Loc_07_Cam2,7.26036639184546,-0.0299879540598679
307,4475,255,946,775,Fox,Loc_07,2016-10-14 05:45:28,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-28-IMG_0866.jpg,Cam2,Loc_07_Cam2,7.26036639184546,-0.0299879540598679
308,4476,255,946,775,Fox,Loc_07,2016-10-14 05:45:29,C:/Users/nash.l/Documents/Processed photos/point 07 phase 2 zoo/Loc_07-20161014-05-45-29-IMG_0867.jpg,Cam2,Loc_07_Cam2,7.26036639184546,-0.0299879540598679
