markerid,image,sequence,x,y,species,location,date,filename,camid,siteid,radius,angle
1021,8299,709,43,642,Hedgehog,Loc_16,2016-10-11 19:51:34,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161011-19-51-34-IMG_1140.jpg,Cam4,Loc_16_Cam4,3.66266235269796,-0.377156191445261
1022,8360,710,939,440,Fox,Loc_16,2016-10-12 20:59:59,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-20-59-59-IMG_1201.jpg,Cam4,Loc_16_Cam4,3.13495508677537,-0.0326791807062662
1023,8360,711,755,372,Fox,Loc_16,2016-10-12 20:59:59,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-20-59-59-IMG_1201.jpg,Cam4,Loc_16_Cam4,2.83122150814283,-0.103419995411596
1024,8361,711,1335,619,Fox,Loc_16,2016-10-12 21:00:00,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-00-IMG_1202.jpg,Cam4,Loc_16_Cam4,4.41155475051001,0.119567355289986
1025,8362,711,1445,661,Fox,Loc_16,2016-10-12 21:00:01,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-01-IMG_1203.jpg,Cam4,Loc_16_Cam4,4.8678802033353,0.161858059733389
1026,8363,711,1445,661,Fox,Loc_16,2016-10-12 21:00:02,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-02-IMG_1204.jpg,Cam4,Loc_16_Cam4,4.8678802033353,0.161858059733389
1027,8364,711,1445,661,Fox,Loc_16,2016-10-12 21:00:03,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-03-IMG_1205.jpg,Cam4,Loc_16_Cam4,4.8678802033353,0.161858059733389
1028,8365,711,1476,681,Fox,Loc_16,2016-10-12 21:00:03,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-03-IMG_1206.jpg,Cam4,Loc_16_Cam4,5.0912097645221,0.173776349167439
1029,8366,711,1521,738,Fox,Loc_16,2016-10-12 21:00:04,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-04-IMG_1207.jpg,Cam4,Loc_16_Cam4,5.75244344976202,0.191077091894286
1030,8367,711,1626,759,Fox,Loc_16,2016-10-12 21:00:05,C:/Users/nash.l/Documents/Processed photos/point 16 phase 1 zoo/Loc_16-20161012-21-00-05-IMG_1208.jpg,Cam4,Loc_16_Cam4,6.16420447477587,0.231445491590262
1031,5490,712,1900,533,Fox,Loc_08,2016-10-03 20:19:31,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-31-IMG_0011.jpg,Cam3,Loc_08_Cam3,3.54683889797546,0.336787791749285
1032,5490,713,2028,535,Fox,Loc_08,2016-10-03 20:19:31,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-31-IMG_0011.jpg,Cam3,Loc_08_Cam3,3.42846642248432,0.385998793283427
1033,5491,713,1732,520,Fox,Loc_08,2016-10-03 20:19:31,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-31-IMG_0012.jpg,Cam3,Loc_08_Cam3,3.58089837201231,0.272198352235724
1034,5492,713,1732,520,Fox,Loc_08,2016-10-03 20:19:32,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-32-IMG_0013.jpg,Cam3,Loc_08_Cam3,3.58089837201231,0.272198352235724
1035,5493,713,1697,523,Fox,Loc_08,2016-10-03 20:19:33,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-33-IMG_0014.jpg,Cam3,Loc_08_Cam3,3.6584889479415,0.258742219003732
1036,5494,713,1667,524,Fox,Loc_08,2016-10-03 20:19:33,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-33-IMG_0015.jpg,Cam3,Loc_08_Cam3,3.70731137689097,0.247208390519167
1037,5495,713,1659,526,Fox,Loc_08,2016-10-03 20:19:34,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-34-IMG_0016.jpg,Cam3,Loc_08_Cam3,3.74432396915879,0.244132702923283
1038,5496,713,1659,526,Fox,Loc_08,2016-10-03 20:19:35,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-35-IMG_0017.jpg,Cam3,Loc_08_Cam3,3.74432396915879,0.244132702923283
1039,5497,713,1659,526,Fox,Loc_08,2016-10-03 20:19:35,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-35-IMG_0018.jpg,Cam3,Loc_08_Cam3,3.74432396915879,0.244132702923283
1040,5498,713,1659,526,Fox,Loc_08,2016-10-03 20:19:36,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-36-IMG_0019.jpg,Cam3,Loc_08_Cam3,3.74432396915879,0.244132702923283
1041,5499,713,1659,526,Fox,Loc_08,2016-10-03 20:19:36,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-36-IMG_0020.jpg,Cam3,Loc_08_Cam3,3.74432396915879,0.244132702923283
1042,5500,714,1415,510,Fox,Loc_08,2016-10-03 20:19:38,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161003-20-19-38-IMG_0021.jpg,Cam3,Loc_08_Cam3,3.81193611917753,0.150324231248825
1101,5720,773,1449,568,Fox,Loc_08,2016-10-08 05:50:35,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-35-IMG_0281.jpg,Cam3,Loc_08_Cam3,4.91197974775853,0.163395903531331
1102,5722,774,1462,619,Fox,Loc_08,2016-10-08 05:50:36,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-36-IMG_0283.jpg,Cam3,Loc_08_Cam3,6.7172068767361,0.168393895874643
1103,5723,774,1366,617,Fox,Loc_08,2016-10-08 05:50:37,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-37-IMG_0284.jpg,Cam3,Loc_08_Cam3,7.18601290990583,0.131485644724036
1104,5724,774,1275,617,Fox,Loc_08,2016-10-08 05:50:37,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-37-IMG_0285.jpg,Cam3,Loc_08_Cam3,7.83124603466916,0.0964996983208568
1105,5725,774,1201,615,Fox,Loc_08,2016-10-08 05:50:38,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-38-IMG_0286.jpg,Cam3,Loc_08_Cam3,8.28143275489424,0.0680495880589309
1106,5726,774,1153,612,Fox,Loc_08,2016-10-08 05:50:39,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-39-IMG_0287.jpg,Cam3,Loc_08_Cam3,8.44458352803063,0.0495954624836276
1107,5727,774,1101,608,Fox,Loc_08,2016-10-08 05:50:39,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-39-IMG_0288.jpg,Cam3,Loc_08_Cam3,8.55072119207368,0.0296034931103824
1108,5728,774,1048,610,Fox,Loc_08,2016-10-08 05:50:40,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-40-IMG_0289.jpg,Cam3,Loc_08_Cam3,9.28814354574389,0.00922706278765165
1109,5729,774,1036,606,Fox,Loc_08,2016-10-08 05:50:40,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-05-50-40-IMG_0290.jpg,Cam3,Loc_08_Cam3,8.97804624433968,0.00461353139382582
1110,5730,775,717,472,Fox,Loc_08,2016-10-08 19:19:13,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161008-19-19-13-IMG_0301.jpg,Cam3,Loc_08_Cam3,3.97689484448336,-0.118029511492044
1111,5740,776,-107,387,Fox,Loc_08,2016-10-09 19:20:49,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161009-19-20-49-IMG_0321.jpg,Cam3,Loc_08_Cam3,3.14680885283841,-0.434825333868084
1112,5770,777,1983,503,Fox,Loc_08,2016-10-13 01:02:01,C:/Users/nash.l/Documents/Processed photos/point 08 phase 1 zoo/Loc_08-20161013-01-02-01-IMG_0391.jpg,Cam3,Loc_08_Cam3,3.16848445217245,0.36869805055658
1113,8410,778,2456,186,Fox,Loc_17,2016-10-19 20:08:49,C:/Users/nash.l/Documents/Processed photos/point 17 phase 2/Loc_17-20161019-20-08-49-IMG_0001.jpg,RP2,Loc_17_RP2,1.50548277051613,0.550548079663215
1122,8440,781,1619,193,Fox,Loc_17,2016-10-28 20:38:04,C:/Users/nash.l/Documents/Processed photos/point 17 phase 2/Loc_17-20161028-20-38-04-IMG_0031.jpg,RP2,Loc_17_RP2,1.38538452823892,0.228754264943864
1233,8698,892,675,123,Hedgehog,Loc_18,2016-10-03 23:26:15,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161003-23-26-15-EK000167.jpg,BH4,Loc_18_BH4,2.11857773871265,-0.150889134125671
1234,8698,893,719,123,Hedgehog,Loc_18,2016-10-03 23:26:15,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161003-23-26-15-EK000167.jpg,BH4,Loc_18_BH4,2.12682019938983,-0.131865862201517
1235,8699,893,572,117,Hedgehog,Loc_18,2016-10-03 23:26:16,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161003-23-26-16-EK000168.jpg,BH4,Loc_18_BH4,2.07428702699584,-0.195420884311757
1236,8700,893,327,153,Hedgehog,Loc_18,2016-10-03 23:26:16,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161003-23-26-16-EK000169.jpg,BH4,Loc_18_BH4,2.18567599017567,-0.301345921162156
1237,8704,894,462,194,Fox,Loc_18,2016-10-04 04:16:34,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161004-04-16-34-EK000173.jpg,BH4,Loc_18_BH4,2.41544264988227,-0.24297906412214
1238,8707,895,644,332,Fox,Loc_18,2016-10-04 04:16:40,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161004-04-16-40-EK000176.jpg,BH4,Loc_18_BH4,3.44030362844659,-0.164291893890415
1239,8719,896,933,165,Hedgehog,Loc_18,2016-10-05 03:29:43,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-03-29-43-EK000230.jpg,BH4,Loc_18_BH4,2.36559350364717,-0.0393435851158626
1240,8719,897,889,165,Hedgehog,Loc_18,2016-10-05 03:29:43,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-03-29-43-EK000230.jpg,BH4,Loc_18_BH4,2.35622775360214,-0.0583668570400159
1241,8720,897,889,165,Hedgehog,Loc_18,2016-10-05 03:29:44,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-03-29-44-EK000231.jpg,BH4,Loc_18_BH4,2.35622775360214,-0.0583668570400159
1242,8721,897,773,168,Hedgehog,Loc_18,2016-10-05 03:29:44,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-03-29-44-EK000232.jpg,BH4,Loc_18_BH4,2.34681637986875,-0.108519119385511
1243,8758,898,266,210,Fox,Loc_18,2016-10-05 22:59:55,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-22-59-55-EK000320.jpg,BH4,Loc_18_BH4,2.46018991179497,-0.32771909360246
1244,8761,899,1338,54,Fox,Loc_18,2016-10-05 23:22:27,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161005-23-22-27-EK000323.jpg,BH4,Loc_18_BH4,1.96492927383184,0.135756986004185
1245,8764,900,1066,104,Fox,Loc_18,2016-10-06 01:41:53,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam1-bh4)/Loc_18-20161006-01-41-53-EK000326.jpg,BH4,Loc_18_BH4,2.11162374913001,0.0181585777457827
1277,8837,932,721,582,Hedgehog,Loc_18,2016-10-12 01:07:57,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-07-57-IMG_0111.jpg,RH7,Loc_18_RH7,2.40001720817176,-0.0980245418891688
1278,8837,933,680,576,Hedgehog,Loc_18,2016-10-12 01:07:57,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-07-57-IMG_0111.jpg,RH7,Loc_18_RH7,2.35417817634266,-0.114840467485219
1279,8838,933,736,584,Hedgehog,Loc_18,2016-10-12 01:07:58,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-07-58-IMG_0112.jpg,RH7,Loc_18_RH7,2.41591284141843,-0.091872373988175
1280,8839,933,961,590,Hedgehog,Loc_18,2016-10-12 01:07:59,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-07-59-IMG_0113.jpg,RH7,Loc_18_RH7,2.51343287650259,0.000410144526732901
1281,8840,933,1217,560,Hedgehog,Loc_18,2016-10-12 01:08:00,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-08-00-IMG_0114.jpg,RH7,Loc_18_RH7,2.40061281918453,0.105407143370362
1282,8841,933,1509,539,Hedgehog,Loc_18,2016-10-12 01:08:01,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-08-01-IMG_0115.jpg,RH7,Loc_18_RH7,2.35791958680085,0.225169345176375
1283,8842,933,1829,519,Hedgehog,Loc_18,2016-10-12 01:08:01,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-01-08-01-IMG_0116.jpg,RH7,Loc_18_RH7,2.33224970029877,0.356415593730911
1290,8867,940,200,180,Hedgehog,Loc_18,2016-10-12 23:16:47,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-47-IMG_0021.jpg,RH7,Loc_18_RH7,1.01013202633975,-0.311709840317022
1291,8867,941,159,189,Hedgehog,Loc_18,2016-10-12 23:16:47,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-47-IMG_0021.jpg,RH7,Loc_18_RH7,1.02122129551938,-0.328525765913072
1292,8868,941,363,165,Hedgehog,Loc_18,2016-10-12 23:16:48,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-48-IMG_0022.jpg,RH7,Loc_18_RH7,1.00162586442616,-0.244856282459556
1293,8869,941,701,123,Hedgehog,Loc_18,2016-10-12 23:16:49,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-49-IMG_0023.jpg,RH7,Loc_18_RH7,0.968400889927087,-0.106227432423827
1294,8870,941,834,117,Hedgehog,Loc_18,2016-10-12 23:16:50,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-50-IMG_0024.jpg,RH7,Loc_18_RH7,0.97233333413359,-0.0516782103683484
1295,8871,941,857,117,Hedgehog,Loc_18,2016-10-12 23:16:50,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-50-IMG_0025.jpg,RH7,Loc_18_RH7,0.97462903983719,-0.0422448862534912
1296,8872,941,945,93,Hedgehog,Loc_18,2016-10-12 23:16:51,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-51-IMG_0026.jpg,RH7,Loc_18_RH7,0.947067777894561,-0.00615216790099386
1297,8873,941,1013,70,Hedgehog,Loc_18,2016-10-12 23:16:52,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-52-IMG_0027.jpg,RH7,Loc_18_RH7,0.920433864215639,0.021737659916845
1298,8874,941,1215,55,Hedgehog,Loc_18,2016-10-12 23:16:52,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-52-IMG_0028.jpg,RH7,Loc_18_RH7,0.918635755801678,0.104586854316896
1299,8875,941,1549,47,Hedgehog,Loc_18,2016-10-12 23:16:53,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-53-IMG_0029.jpg,RH7,Loc_18_RH7,0.939913810035169,0.241575126245692
1300,8876,941,1841,61,Hedgehog,Loc_18,2016-10-12 23:16:53,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161012-23-16-53-IMG_0030.jpg,RH7,Loc_18_RH7,0.990453787964989,0.361337328051706
1301,8877,942,145,349,Hedgehog,Loc_18,2016-10-13 01:01:16,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-16-IMG_0031.jpg,RH7,Loc_18_RH7,1.35895132195591,-0.334267789287333
1302,8878,943,258,336,Hedgehog,Loc_18,2016-10-13 01:01:17,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-17-IMG_0032.jpg,RH7,Loc_18_RH7,1.34082230243932,-0.287921457766513
1303,8879,943,470,327,Hedgehog,Loc_18,2016-10-13 01:01:17,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-17-IMG_0033.jpg,RH7,Loc_18_RH7,1.34700152689245,-0.200970818099133
1304,8880,943,689,315,Hedgehog,Loc_18,2016-10-13 01:01:18,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-18-IMG_0034.jpg,RH7,Loc_18_RH7,1.34703555779005,-0.111149166744622
1305,8881,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:20,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-20-IMG_0035.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1306,8882,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:21,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-21-IMG_0036.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1307,8883,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:22,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-22-IMG_0037.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1308,8884,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:22,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-22-IMG_0038.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1309,8885,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:23,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-23-IMG_0039.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1310,8886,943,864,316,Hedgehog,Loc_18,2016-10-13 01:01:23,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-23-IMG_0040.jpg,RH7,Loc_18_RH7,1.37441054309067,-0.0393738745663607
1311,8887,944,1433,369,Hedgehog,Loc_18,2016-10-13 01:01:53,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-53-IMG_0041.jpg,RH7,Loc_18_RH7,1.61757196809305,0.193998361144673
1312,8887,945,1390,370,Hedgehog,Loc_18,2016-10-13 01:01:53,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-53-IMG_0041.jpg,RH7,Loc_18_RH7,1.61323811390228,0.176362146495157
1313,8888,945,1527,358,Hedgehog,Loc_18,2016-10-13 01:01:54,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-54-IMG_0042.jpg,RH7,Loc_18_RH7,1.5991316991741,0.232551946657568
1314,8889,945,1527,358,Hedgehog,Loc_18,2016-10-13 01:01:54,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-54-IMG_0043.jpg,RH7,Loc_18_RH7,1.5991316991741,0.232551946657568
1315,8890,945,1527,358,Hedgehog,Loc_18,2016-10-13 01:01:55,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-55-IMG_0044.jpg,RH7,Loc_18_RH7,1.5991316991741,0.232551946657568
1316,8891,945,1636,352,Hedgehog,Loc_18,2016-10-13 01:01:55,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-55-IMG_0045.jpg,RH7,Loc_18_RH7,1.59939819004843,0.277257700071457
1317,8892,945,1842,342,Hedgehog,Loc_18,2016-10-13 01:01:57,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161013-01-01-57-IMG_0046.jpg,RH7,Loc_18_RH7,1.60457546180426,0.361747472578439
1318,8897,946,641,-9,Hedgehog,Loc_18,2016-10-16 02:49:32,C:/Users/nash.l/Documents/Processed photos/point 18 phase 1 (cam2-rh7)/Loc_18-20161016-02-49-32-IMG_1291.jpg,RH7,Loc_18_RH7,0.788076117877751,-0.130836104027803
1355,9022,983,977,845,Fox,Loc_19,2016-10-03 18:56:37,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-18-56-37-EK000116.jpg,BH6,Loc_19_BH6,3.64646378222806,-0.0203203131917093
1356,9025,984,657,65,Fox,Loc_19,2016-10-03 19:04:01,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-19-04-01-EK000119.jpg,BH6,Loc_19_BH6,1.00947027826856,-0.158671381731006
1357,9034,985,70,372,Fox,Loc_19,2016-10-03 20:01:45,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-01-45-EK000128.jpg,BH6,Loc_19_BH6,1.50952959814626,-0.412459123082779
1358,9034,986,390,403,Fox,Loc_19,2016-10-03 20:01:45,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-01-45-EK000128.jpg,BH6,Loc_19_BH6,1.53703697600196,-0.274108054543482
1359,9035,986,995,463,Fox,Loc_19,2016-10-03 20:01:46,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-01-46-EK000129.jpg,BH6,Loc_19_BH6,1.59678477836433,-0.0125380655863738
1360,9036,986,1458,466,Fox,Loc_19,2016-10-03 20:01:47,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-01-47-EK000130.jpg,BH6,Loc_19_BH6,1.54332416071193,0.187638636706422
1361,9037,987,-97,570,Fox,Loc_19,2016-10-03 20:51:05,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-51-05-EK000131.jpg,BH6,Loc_19_BH6,2.12622085678705,-0.484661086976725
1362,9038,988,521,607,Fox,Loc_19,2016-10-03 20:51:06,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-51-06-EK000132.jpg,BH6,Loc_19_BH6,2.13903211181038,-0.217470585860208
1363,9039,988,977,637,Fox,Loc_19,2016-10-03 20:51:07,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161003-20-51-07-EK000133.jpg,BH6,Loc_19_BH6,2.16177864978364,-0.0203203131917093
1364,9040,989,1023,697,Fox,Loc_19,2016-10-04 04:02:23,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161004-04-02-23-EK000134.jpg,BH6,Loc_19_BH6,2.44086850414508,-0.000432347089185303
1365,9046,990,1640,95,Fox,Loc_19,2016-10-04 06:09:12,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161004-06-09-12-EK000140.jpg,BH6,Loc_19_BH6,0.980467958338498,0.266325806938147
1366,9061,991,-231,473,Fox,Loc_19,2016-10-05 01:13:39,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161005-01-13-39-EK000158.jpg,BH6,Loc_19_BH6,1.81032948451727,-0.542595596927556
1367,9067,992,1242,778,Fox,Loc_19,2016-10-05 01:13:56,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161005-01-13-56-EK000164.jpg,BH6,Loc_19_BH6,2.88677654485946,0.0942516654423961
1368,9070,993,27,332,Fox,Loc_19,2016-10-05 19:48:34,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161005-19-48-34-EK000179.jpg,BH6,Loc_19_BH6,1.43316747039008,-0.431050047917747
1369,9073,994,658,837,Fox,Loc_19,2016-10-05 20:02:26,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam1-bh6)/Loc_19-20161005-20-02-26-EK000182.jpg,BH6,Loc_19_BH6,3.7468971978986,-0.158239034641821
1394,9190,1019,393,645,Fox,Loc_19,2016-10-12 03:00:19,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam3-rh5)/Loc_19-20161012-03-00-19-IMG_0241.jpg,RH5,Loc_19_RH5,1.9090933868606,-0.242594859125341
1395,9200,1020,784,767,Fox,Loc_19,2016-10-12 20:38:27,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam3-rh5)/Loc_19-20161012-20-38-27-IMG_0041.jpg,RH5,Loc_19_RH5,2.53896578916122,-0.0922706278765165
1396,9210,1021,186,609,Fox,Loc_19,2016-10-12 20:38:40,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam3-rh5)/Loc_19-20161012-20-38-40-IMG_0051.jpg,RH5,Loc_19_RH5,1.77652346647129,-0.322178275668837
1397,9220,1022,1075,834,Fox,Loc_19,2016-10-12 20:39:10,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam3-rh5)/Loc_19-20161012-20-39-10-IMG_0061.jpg,RH5,Loc_19_RH5,2.97953639126268,0.0196075084237597
1398,9220,1023,925,809,Fox,Loc_19,2016-10-12 20:39:10,C:/Users/nash.l/Documents/Processed photos/point 19 phase 1 (cam3-rh5)/Loc_19-20161012-20-39-10-IMG_0061.jpg,RH5,Loc_19_RH5,2.82409805686449,-0.038061633999063
