"","species","speed","category","size"
"609","takin young",5.0113831871668e-06,"LS","large"
"610","takin",2.45854062838483e-06,"LS","large"
"611","takin",2.36079347981434e-06,"LS","large"
"612","takin",1.96034783285524e-06,"LS","large"
"613","takin",5.23570165809335e-06,"LS","large"
"614","takin",3.62102777035334e-06,"LS","large"
"615","takin young",3.9199866755358e-06,"LS","large"
"616","takin",4.1084033052513e-06,"LS","large"
"617","takin",4.54112968372001e-06,"LS","large"
"618","takin",7.07812197487639e-06,"LS","large"
"619","takin",3.45846749614989e-06,"LS","large"
"620","takin",4.60066490094797e-06,"LS","large"
"621","takin",5.73211682036234e-06,"LS","large"
"622","takin",7.29584052368611e-06,"LS","large"
"623","takin young",1.22144870187138e-05,"LS","large"
"624","takin",1.84276086086826e-05,"LS","large"
"625","takin",1.58952546668584e-05,"LS","large"
"626","takin",1.36326674809417e-05,"LS","large"
"627","takin",0.000121369823966364,"LS","large"
"628","takin",9.65683679455519e-06,"LS","large"
"629","takin",0.115059878575736,"LS","large"
"630","takin",0,"LS","large"
"631","takin young",0,"LS","large"
"632","takin young",0.181464605861003,"LS","large"
"633","takin",0.0046838732162367,"LS","large"
"634","takin",0.0343144535827446,"LS","large"
"635","takin young",0.071529533113028,"LS","large"
"636","takin",0.120488032222672,"LS","large"
"637","takin young",0.0753261230005783,"LS","large"
"638","takin",0.333187390220074,"LS","large"
"639","takin",0.172271075621261,"LS","large"
"640","takin",0.12199586766041,"LS","large"
"641","takin",0,"LS","large"
"642","takin",0,"LS","large"
"643","takin",0,"LS","large"
"644","takin",0.135689139159433,"LS","large"
"645","takin",0.0640885213137735,"LS","large"
"646","takin",0.179344304432407,"LS","large"
"647","takin",0.121452663028987,"LS","large"
"648","takin",0.0156494266805716,"LS","large"
"649","takin",0.210420127112292,"LS","large"
"650","takin",0.159531416710731,"LS","large"
"651","takin",0.664872331538481,"LS","large"
"652","takin",0.103092220107392,"LS","large"
"653","takin",0.11905734021634,"LS","large"
"654","takin",0.153519435514843,"LS","large"
"655","takin",0.170937925233958,"LS","large"
"656","takin",0.036374157890872,"LS","large"
"657","takin young",0.0438380195927032,"LS","large"
"658","takin",0.0929526589124818,"LS","large"
"659","takin",0.124357096976419,"LS","large"
"660","takin",0.131826996972434,"LS","large"
"661","takin",0.155991724117759,"LS","large"
"662","takin",0.129521195857308,"LS","large"
"663","takin",0.165032078786687,"LS","large"
"664","takin",0.214670579800684,"LS","large"
"665","takin",0.126221508535862,"LS","large"
"666","takin",0.0878885412534144,"LS","large"
"667","takin",0.229653833061675,"LS","large"
"668","takin",0.13766515298998,"LS","large"
"669","takin",0.0994067339264591,"LS","large"
"670","takin",0.103133627487554,"LS","large"
"671","takin young",0,"LS","large"
"672","takin",0.0753039562781535,"LS","large"
"673","takin",0.114325644603279,"LS","large"
"674","takin",0.101520897503974,"LS","large"
"675","takin young",0.079466627360623,"LS","large"
"676","takin",0.0758027302032121,"LS","large"
"677","takin",0.114460778266764,"LS","large"
"678","takin young",0.0604338588874009,"LS","large"
"679","takin",0.0839815728404168,"LS","large"
"680","takin",0.131470072160296,"LS","large"
"681","takin",0.0960445348272729,"LS","large"
"682","takin",0.0857497867919079,"LS","large"
"683","takin",0.0911338385798289,"LS","large"
"684","takin",0.0294819060759995,"LS","large"
"685","takin",0.0608265752861661,"LS","large"
"686","takin",0.0791786173065409,"LS","large"
"687","takin",0.0292038386509024,"LS","large"
"688","takin",0.10296097481114,"LS","large"
"689","takin",0.0883559489403883,"LS","large"
"690","takin",0.0331293549726632,"LS","large"
"691","takin",0.0842684065389805,"LS","large"
"692","takin young",0.117040873620196,"LS","large"
"693","takin",0.0900955688051146,"LS","large"
"694","takin young",0.00895362119210576,"LS","large"
"695","takin",0.196914060501287,"LS","large"
"696","takin",0.0632628363708394,"LS","large"
"697","takin",0.0938075188074043,"LS","large"
"698","takin",0.0358697036950655,"LS","large"
"699","takin",0.0583674191840073,"LS","large"
"700","takin",0.168337950184331,"LS","large"
"701","takin",0.143022959060333,"LS","large"
"702","takin young",0.141705454002259,"LS","large"
"703","takin",0.241848054944487,"LS","large"
"704","takin",0.171128063675201,"LS","large"
"705","takin",0.106507442178206,"LS","large"
"706","takin",0.155812756738708,"LS","large"
"707","takin",0.136668985983034,"LS","large"
"708","takin",0.14658775466926,"LS","large"
"709","takin",0.0546133925884614,"LS","large"
"710","takin",0.10553407799889,"LS","large"
"711","takin",0,"LS","large"
"712","takin young",0.143512480318538,"LS","large"
"713","takin young",0.128944324473323,"LS","large"
"714","takin",0.159844957840814,"LS","large"
"715","takin",0.241844620268708,"LS","large"
"716","takin young",0.0672467014750192,"LS","large"
"717","takin young",0.121738792052809,"LS","large"
"718","takin",0.117128799051976,"LS","large"
"719","takin",0.156888039114552,"LS","large"
"720","takin",0.0869238295282064,"LS","large"
"721","takin",0.12947127463616,"LS","large"
"722","takin",0.131474668808797,"LS","large"
"723","takin",0.0615134371552383,"LS","large"
"724","takin",0.0543562172108634,"LS","large"
"725","takin",0.115813022508831,"LS","large"
"726","takin",0.0893446123337331,"LS","large"
"727","agouti",0.225,"SF","small"
"728","agouti",0.385714285714286,"SF","small"
"729","coati",0.45,"SF","small"
"730","ocelot",0.642857142857143,"LF","large"
"731","agouti",0.675,"SF","small"
"732","squirrel",0.0969230769230772,"SF","small"
"733","agouti",0.675,"SF","small"
"734","ocelot",0.495,"LF","large"
"735","paca",0.224999999999999,"LS","large"
"736","agouti",0.330000000000001,"SF","small"
"737","agouti",0.297,"SF","small"
"738","rat",0.515454545454546,"SF","small"
"739","agouti",0.15923076923077,"SF","small"
"740","tamandua",0.321428571428571,"LS","large"
"741","agouti",0.629999999999999,"SF","small"
"742","tamandua",0.160434782608695,"LS","large"
"743","coati",0.188181818181819,"SF","small"
"744","agouti",0.227368421052632,"SF","small"
"745","agouti",0.24,"SF","small"
"746","paca",0.335999999999999,"LS","large"
"747","agouti",0.912857142857143,"SF","small"
"748","agouti",0.285000000000001,"SF","small"
"749","rat",0.773999999999999,"SF","small"
"750","agouti",0.269999999999999,"SF","small"
"751","rat",1.2,"SF","small"
"752","agouti",0.719999999999999,"SF","small"
"753","agouti",0.1935,"SF","small"
"754","agouti",0.325384615384616,"SF","small"
"755","agouti",1.43181818181818,"SF","small"
"756","agouti",0.36,"SF","small"
"757","paca",0.507272727272728,"LS","large"
"758","peccary",0.294545454545455,"LS","large"
"759","agouti",0.245454545454546,"SF","small"
"760","rat",0.43,"SF","small"
"761","agouti",0.5625,"SF","small"
"762","agouti",1.24714285714286,"SF","small"
"763","agouti",0.459473684210527,"SF","small"
"764","agouti",0.153,"SF","small"
"765","tamandua",0.204545454545455,"LS","large"
"766","agouti",0.594000000000001,"SF","small"
"767","agouti",0.431999999999999,"SF","small"
"768","agouti",0.18,"SF","small"
"769","agouti",0.49846153846154,"SF","small"
"770","coati",0.4,"SF","small"
"771","peccary",0.364285714285715,"LS","large"
"772","rat",0.899999999999999,"SF","small"
"773","agouti",0.152608695652174,"SF","small"
"774","agouti",0.311538461538462,"SF","small"
"775","ocelot",0.525,"LF","large"
"776","agouti",0.147272727272728,"SF","small"
"777","rat",0.308571428571428,"SF","small"
"778","agouti",0.254117647058823,"SF","small"
"779","agouti",1.17,"SF","small"
"780","coati",0.59625,"SF","small"
"781","ocelot",0.365999999999999,"LF","large"
"782","agouti",0.393157894736842,"SF","small"
"783","ocelot",0.767999999999998,"LF","large"
"784","agouti",1.01076923076923,"SF","small"
"785","ocelot",0.8,"LF","large"
"786","agouti",0.720000000000001,"SF","small"
"787","coati",2.25,"SF","small"
"788","paca",0.359999999999999,"LS","large"
"789","agouti",0.198,"SF","small"
"790","agouti",0.183913043478261,"SF","small"
"791","agouti",0.27409090909091,"SF","small"
"792","agouti",0.553846153846156,"SF","small"
"793","agouti",0.417857142857142,"SF","small"
"794","ocelot",0.27,"LF","large"
"795","agouti",0.75375,"SF","small"
"796","squirrel",0.900000000000002,"SF","small"
"797","brocket",1.125,"LF","large"
"798","peccary",0.217894736842105,"LS","large"
"799","agouti",0.27,"SF","small"
"800","paca",0.574615384615386,"LS","large"
"801","agouti",0.145714285714286,"SF","small"
"802","agouti",0.252,"SF","small"
"803","agouti",0.28,"SF","small"
"804","tamandua",1.188,"LS","large"
"805","agouti",0.445263157894737,"SF","small"
"806","rat",0.359999999999999,"SF","small"
"807","mouse",1.0125,"SF","small"
"808","brocket",2.16,"LF","large"
"809","agouti",0.3,"SF","small"
"810","paca",0.292500000000001,"LS","large"
"811","agouti",0.384545454545455,"SF","small"
"812","agouti",0.14,"SF","small"
"813","squirrel",0.192857142857143,"SF","small"
"814","agouti",0.207692307692308,"SF","small"
"815","agouti",0.971999999999999,"SF","small"
"816","agouti",0.175,"SF","small"
"817","agouti",0.845999999999999,"SF","small"
"818","armadillo",0.505384615384617,"SF","small"
"819","agouti",1.38,"SF","small"
"820","agouti",0.387692307692309,"SF","small"
"821","agouti",0.34875,"SF","small"
"822","agouti",0.45,"SF","small"
"823","brocket",0.225,"LF","large"
"824","coati",0.208421052631579,"SF","small"
"825","agouti",0.238846153846154,"SF","small"
"826","brocket",0.289285714285713,"LF","large"
"827","agouti",0.665999999999999,"SF","small"
"828","ocelot",0.433636363636364,"LF","large"
"829","agouti",0.276923076923078,"SF","small"
"830","agouti",0.192857142857143,"SF","small"
"831","paca",0.18,"LS","large"
"832","agouti",0.153,"SF","small"
"833","agouti",0.654545454545456,"SF","small"
"834","agouti",0.192857142857143,"SF","small"
"835","rat",0.345000000000001,"SF","small"
"836","squirrel",0.36,"SF","small"
"837","rat",0.404999999999999,"SF","small"
"838","agouti",0.1188,"SF","small"
"839","agouti",0.580909090909092,"SF","small"
"840","mouse",0.114545454545455,"SF","small"
"841","agouti",0.175909090909091,"SF","small"
"842","agouti",0.16875,"SF","small"
"843","agouti",0.36,"SF","small"
"844","agouti",0.225,"SF","small"
"845","coati",0.45,"SF","small"
"846","tamandua",0.3,"LS","large"
"847","agouti",0.629999999999999,"SF","small"
"848","agouti",0.35,"SF","small"
"849","tamandua",0.39375,"LS","large"
"850","peccary",0.525,"LS","large"
"851","agouti",0.45,"SF","small"
"852","coati",0.6,"SF","small"
"853","agouti",0.45,"SF","small"
"854","coati",0.809999999999999,"SF","small"
"855","agouti",0.642857142857143,"SF","small"
"856","ocelot",0.5625,"LF","large"
"857","agouti",0.707142857142857,"SF","small"
"858","coati",0.707142857142857,"SF","small"
"859","coati",1.67142857142857,"SF","small"
"860","agouti",0.7,"SF","small"
"861","agouti",0.7875,"SF","small"
"862","agouti",1.35,"SF","small"
"863","agouti",1.4625,"SF","small"
"864","rat",0.28125,"SF","small"
"865","rat",0.45,"SF","small"
"866","peccary",0.380769230769232,"LS","large"
"867","squirrel",0.405,"SF","small"
"868","agouti",0.604285714285713,"SF","small"
"869","rat",0.378,"SF","small"
"870","squirrel",0.276428571428571,"SF","small"
"871","paca",0.155769230769231,"LS","large"
"872","agouti",0.0832500000000001,"SF","small"
"873","agouti",0.289285714285714,"SF","small"
"874","rat",0.378,"SF","small"
"875","rat",0.1575,"SF","small"
"876","squirrel",0.45,"SF","small"
"877","rat",0.148846153846154,"SF","small"
"878","agouti",0.33,"SF","small"
"879","coati",0.110454545454546,"SF","small"
"880","agouti",0.34875,"SF","small"
"881","peccary",0.6075,"LS","large"
"882","paca",0.173076923076924,"LS","large"
"883","mouse",0.186,"SF","small"
"884","agouti",0.21,"SF","small"
"885","agouti",0.315,"SF","small"
"886","agouti",0.294545454545455,"SF","small"
"887","brocket",0.539999999999999,"LF","large"
"888","coati",0.536538461538463,"SF","small"
"889","agouti",0.324,"SF","small"
"890","paca",0.201,"LS","large"
"891","agouti",1.5075,"SF","small"
"892","peccary",0.321428571428572,"LS","large"
"893","agouti",0.128863636363637,"SF","small"
"894","agouti",0.423,"SF","small"
"895","coati",0.198,"SF","small"
"896","agouti",0.285000000000001,"SF","small"
"897","coati",0.525,"SF","small"
"898","peccary",0.3375,"LS","large"
"899","rat",0.186428571428571,"SF","small"
"900","agouti",0.141428571428572,"SF","small"
"901","agouti",0.54,"SF","small"
"902","squirrel",0.3075,"SF","small"
"903","agouti",0.398571428571428,"SF","small"
"904","agouti",0.190714285714286,"SF","small"
"905","agouti",0.160714285714285,"SF","small"
"906","brocket",0.362999999999999,"LF","large"
"907","agouti",3.33,"SF","small"
"908","rat",1.134,"SF","small"
"909","agouti",0.245454545454546,"SF","small"
"910","agouti",1.152,"SF","small"
"911","peccary",0.975,"LS","large"
"912","agouti",0.482142857142856,"SF","small"
"913","paca",0.605769230769233,"LS","large"
"914","agouti",0.160714285714286,"SF","small"
"915","mouse",0.121153846153847,"SF","small"
"916","agouti",0.1125,"SF","small"
"917","ocelot",0.228681818181819,"LF","large"
"918","peccary",0.114545454545455,"LS","large"
"919","agouti",0.32625,"SF","small"
"920","agouti",0.283846153846155,"SF","small"
"921","agouti",0.332608695652173,"SF","small"
"922","agouti",0.2925,"SF","small"
"923","coati",0.11925,"SF","small"
"924","agouti",0.366428571428571,"SF","small"
"925","armadillo",0.202499999999999,"SF","small"
"926","agouti",0.585,"SF","small"
"927","agouti",0.192857142857143,"SF","small"
"928","paca",0.151363636363637,"LS","large"
"929","agouti",0.6,"SF","small"
"930","coati",0.100714285714286,"SF","small"
"931","agouti",0.127058823529412,"SF","small"
"932","paca",0.160714285714285,"LS","large"
"933","coati",0.642857142857143,"SF","small"
"934","agouti",0.4125,"SF","small"
"935","agouti",0.1125,"SF","small"
"936","paca",0.989999999999999,"LS","large"
"937","paca",0.206250000000001,"LS","large"
"938","agouti",0.513,"SF","small"
"939","agouti",0.237272727272728,"SF","small"
"940","agouti",0.742500000000001,"SF","small"
"941","ocelot",0.19125,"LF","large"
"942","peccary",0.24,"LS","large"
"943","armadillo",0.254999999999999,"SF","small"
"944","ocelot",0.380769230769232,"LF","large"
"945","agouti",0.235714285714286,"SF","small"
"946","agouti",0.344999999999999,"SF","small"
"947","agouti",0.867857142857143,"SF","small"
"948","armadillo",0.644999999999999,"SF","small"
"949","agouti",0.17625,"SF","small"
"950","coati",0.200769230769231,"SF","small"
"951","agouti",0.392142857142857,"SF","small"
"952","agouti",0.247500000000001,"SF","small"
"953","paca",0.0899999999999998,"LS","large"
"954","agouti",0.15375,"SF","small"
"955","agouti",0.3375,"SF","small"
"956","paca",0.292500000000001,"LS","large"
"957","peccary",2.88,"LS","large"
"958","paca",0.0952941176470588,"LS","large"
"959","paca",0.13875,"LS","large"
"960","squirrel",0.206250000000001,"SF","small"
"961","agouti",0.148235294117647,"SF","small"
"962","agouti",0.154285714285714,"SF","small"
"963","agouti",0.270000000000001,"SF","small"
"964","coati",0.623571428571428,"SF","small"
"965","agouti",0.321428571428572,"SF","small"
"966","agouti",0.1125,"SF","small"
"967","agouti",0.10125,"SF","small"
"968","agouti",0.591428571428571,"SF","small"
"969","coati",0.166153846153847,"SF","small"
"970","agouti",0.106363636363637,"SF","small"
"971","paca",0.200769230769231,"LS","large"
"972","agouti",0.15975,"SF","small"
"973","agouti",0.0855000000000001,"SF","small"
"974","paca",0.155769230769231,"LS","large"
"975","agouti",0.36,"SF","small"
"976","agouti",0.548999999999999,"SF","small"
"977","agouti",0.2025,"SF","small"
"978","agouti",0.5375,"SF","small"
"979","squirrel",0.216818181818182,"SF","small"
"980","armadillo",0.114545454545455,"SF","small"
"981","tamandua",1.224,"LS","large"
"982","agouti",0.181875,"SF","small"
"983","agouti",0.45,"SF","small"
"984","paca",0.387,"LS","large"
"985","agouti",0.340714285714286,"SF","small"
"986","agouti",0.922500000000001,"SF","small"
"987","rat",0.495000000000001,"SF","small"
"988","agouti",0.437142857142857,"SF","small"
"989","agouti",0.3025,"SF","small"
"990","mouse",0.232500000000001,"SF","small"
"991","agouti",0.51,"SF","small"
"992","rat",0.216,"SF","small"
"993","armadillo",3.375,"SF","small"
"994","agouti",0.578571428571427,"SF","small"
"995","agouti",0.1775,"SF","small"
"996","agouti",0.477,"SF","small"
"997","agouti",0.162,"SF","small"
"998","paca",0.225,"LS","large"
"999","agouti",0.6975,"SF","small"
"1000","agouti",0.12375,"SF","small"
"1001","agouti",0.612,"SF","small"
"1002","squirrel",0.0832500000000001,"SF","small"
"1003","agouti",0.480681818181819,"SF","small"
"1004","agouti",0.0642857142857141,"SF","small"
"1005","peccary",0.333,"LS","large"
"1006","agouti",0.257142857142857,"SF","small"
"1007","peccary",0.398571428571427,"LS","large"
"1008","opossum",0.266250000000001,"LF","large"
"1009","agouti",0.1575,"SF","small"
"1010","agouti",0.342,"SF","small"
"1011","paca",0.425769230769232,"LS","large"
"1012","squirrel",0.539999999999999,"SF","small"
"1013","agouti",0.638999999999999,"SF","small"
"1014","peccary",0.176785714285714,"LS","large"
"1015","rat",0.284999999999999,"SF","small"
"1016","armadillo",0.128076923076923,"SF","small"
"1017","agouti",0.165,"SF","small"
"1018","peccary",0.18,"LS","large"
"1019","coati",0.468,"SF","small"
"1020","agouti",0.181875,"SF","small"
"1021","brocket",0.915,"LF","large"
"1022","paca",2.25,"LS","large"
"1023","agouti",0.29423076923077,"SF","small"
"1024","paca",0.1321875,"LS","large"
"1025","armadillo",0.18,"SF","small"
"1026","coati",0.3,"SF","small"
"1027","squirrel",0.15,"SF","small"
"1028","agouti",0.257142857142857,"SF","small"
"1029","agouti",0.42,"SF","small"
"1030","paca",0.42,"LS","large"
"1031","agouti",0.514285714285714,"SF","small"
"1032","squirrel",0.4875,"SF","small"
"1033","opossum",0.65,"LF","large"
"1034","coati",0.6375,"SF","small"
"1035","peccary",1.02,"LS","large"
"1036","coati",0.771428571428571,"SF","small"
"1037","ocelot",0.675,"LF","large"
"1038","paca",0.95,"LS","large"
"1039","peccary",0.857142857142857,"LS","large"
"1040","peccary",1.38,"LS","large"
"1041","squirrel",1.5,"SF","small"
"1042","peccary",0.188571428571428,"LS","large"
"1043","agouti",0.289285714285713,"SF","small"
"1044","brocket",0.105,"LF","large"
"1045","agouti",0.3375,"SF","small"
"1046","squirrel",1.29,"SF","small"
"1047","rat",0.145384615384616,"SF","small"
"1048","agouti",0.265999999999999,"SF","small"
"1049","paca",0.787500000000001,"LS","large"
"1050","agouti",0.3375,"SF","small"
"1051","squirrel",0.324,"SF","small"
"1052","agouti",0.253846153846155,"SF","small"
"1053","squirrel",0.315,"SF","small"
"1054","agouti",0.495,"SF","small"
"1055","agouti",0.1125,"SF","small"
"1056","agouti",0.225,"SF","small"
"1057","agouti",0.450000000000001,"SF","small"
"1058","peccary",0.143076923076924,"LS","large"
"1059","paca",0.33,"LS","large"
"1060","agouti",0.3075,"SF","small"
"1061","agouti",0.641250000000001,"SF","small"
"1062","paca",0.42,"LS","large"
"1063","rat",0.413333333333333,"SF","small"
"1064","paca",0.899999999999999,"LS","large"
"1065","agouti",0.497142857142857,"SF","small"
"1066","agouti",0.17,"SF","small"
"1067","mouse",0.3975,"SF","small"
"1068","agouti",0.0975000000000001,"SF","small"
"1069","agouti",0.557142857142857,"SF","small"
"1070","agouti",0.313846153846155,"SF","small"
"1071","armadillo",0.539999999999999,"SF","small"
"1072","paca",0.712500000000001,"LS","large"
"1073","agouti",0.765000000000001,"SF","small"
"1074","agouti",0.362727272727273,"SF","small"
"1075","brocket",0.500000000000001,"LF","large"
"1076","agouti",0.0428571428571429,"SF","small"
"1077","agouti",0.495,"SF","small"
"1078","peccary",0.899999999999999,"LS","large"
"1079","agouti",0.145714285714285,"SF","small"
"1080","ocelot",0.152727272727273,"LF","large"
"1081","mouse",0.124285714285714,"SF","small"
"1082","agouti",0.565714285714286,"SF","small"
"1083","brocket",0.45,"LF","large"
"1084","agouti",0.117272727272727,"SF","small"
"1085","agouti",0.0821052631578948,"SF","small"
"1086","agouti",0.217894736842105,"SF","small"
"1087","brocket",0.708750000000001,"LF","large"
"1088","mouse",0.4275,"SF","small"
"1089","ocelot",0.450000000000001,"LF","large"
"1090","coati",0.387,"SF","small"
"1091","agouti",0.08,"SF","small"
"1092","peccary",0.0959999999999998,"LS","large"
"1093","agouti",0.130714285714285,"SF","small"
"1094","agouti",0.366,"SF","small"
"1095","coati",0.156428571428571,"SF","small"
"1096","agouti",0.147,"SF","small"
"1097","agouti",0.428571428571428,"SF","small"
"1098","agouti",0.375,"SF","small"
"1099","ocelot",0.665999999999999,"LF","large"
"1100","coati",0.557142857142857,"SF","small"
"1101","agouti",0.728571428571428,"SF","small"
"1102","brocket",0.27,"LF","large"
"1103","brocket",0.62142857142857,"LF","large"
"1104","squirrel",0.263571428571428,"SF","small"
"1105","tamandua",0.21,"LS","large"
"1106","agouti",0.0678947368421053,"SF","small"
"1107","ocelot",0.147272727272728,"LF","large"
"1108","mouse",0.134,"SF","small"
"1109","agouti",0.201818181818182,"SF","small"
"1110","agouti",0.15,"SF","small"
"1111","agouti",0.242307692307693,"SF","small"
"1112","rat",0.315,"SF","small"
"1113","mouse",0.15,"SF","small"
"1114","squirrel",0.514285714285714,"SF","small"
"1115","agouti",0.288,"SF","small"
"1116","agouti",0.0913043478260868,"SF","small"
"1117","agouti",0.2325,"SF","small"
"1118","agouti",0.342,"SF","small"
"1119","coati",0.6,"SF","small"
"1120","peccary",0.2,"LS","large"
"1121","mouse",0.104,"SF","small"
"1122","squirrel",0.0915000000000001,"SF","small"
"1123","agouti",0.167727272727273,"SF","small"
"1124","agouti",0.169565217391304,"SF","small"
"1125","agouti",0.233684210526316,"SF","small"
"1126","tamandua",0.0795652173913042,"LS","large"
"1127","agouti",0.366,"SF","small"
"1128","brocket",0.321818181818182,"LF","large"
"1129","brocket",0.282857142857142,"LF","large"
"1130","agouti",0.333,"SF","small"
"1131","agouti",0.18,"SF","small"
"1132","ocelot",0.315,"LF","large"
"1133","paca",0.154615384615385,"LS","large"
"1134","paca",0.1425,"LS","large"
"1135","squirrel",0.0886363636363638,"SF","small"
"1136","paca",0.175,"LS","large"
"1137","agouti",0.258461538461539,"SF","small"
"1138","agouti",0.118695652173913,"SF","small"
"1139","tamandua",0.170454545454546,"LS","large"
"1140","agouti",0.372,"SF","small"
"1141","agouti",0.0999999999999999,"SF","small"
"1142","rat",1.269,"SF","small"
"1143","agouti",0.1125,"SF","small"
"1144","coati",0.168,"SF","small"
"1145","brocket",1.09928571428571,"LF","large"
"1146","armadillo",0.0964285714285712,"SF","small"
"1147","rat",0.269999999999999,"SF","small"
"1148","agouti",0.334285714285713,"SF","small"
"1149","agouti",0.1725,"SF","small"
"1150","agouti",0.465,"SF","small"
"1151","armadillo",0.1325,"SF","small"
"1152","agouti",0.0572727272727274,"SF","small"
"1153","agouti",0.248571428571428,"SF","small"
"1154","agouti",0.262857142857143,"SF","small"
"1155","agouti",0.155,"SF","small"
"1156","agouti",0.0883333333333333,"SF","small"
"1157","rat",0.21,"SF","small"
"1158","rat",0.18,"SF","small"
"1159","rat",0.27,"SF","small"
"1160","agouti",0.257142857142857,"SF","small"
"1161","agouti",0.196875,"SF","small"
"1162","agouti",0.225,"SF","small"
"1163","agouti",0.315,"SF","small"
"1164","paca",0.36,"LS","large"
"1165","rat",0.48,"SF","small"
"1166","agouti",0.253125,"SF","small"
"1167","peccary",0.405,"LS","large"
"1168","paca",0.54,"LS","large"
"1169","paca",0.3375,"LS","large"
"1170","paca",0.405,"LS","large"
"1171","peccary",0.45,"LS","large"
"1172","coati",0.3375,"SF","small"
"1173","peccary",0.779999999999999,"LS","large"
"1174","brocket",0.45,"LF","large"
"1175","agouti",0.482142857142857,"SF","small"
"1176","agouti",0.959999999999999,"SF","small"
"1177","peccary",0.685714285714286,"LS","large"
"1178","peccary",0.45,"LS","large"
"1179","peccary",0.728571428571428,"LS","large"
"1180","brocket",0.478125,"LF","large"
"1181","agouti",0.546428571428571,"SF","small"
"1182","peccary",0.675,"LS","large"
"1183","coati",0.578571428571428,"SF","small"
"1184","ocelot",0.578571428571428,"LF","large"
"1185","peccary",0.9,"LS","large"
"1186","brocket",1.08,"LF","large"
"1187","peccary",2.04,"LS","large"
"1188","peccary",0.652500000000001,"LS","large"
"1189","peccary",0.164659090909091,"LS","large"
"1190","agouti",0.228375,"SF","small"
"1191","peccary",0.506250000000001,"LS","large"
"1192","peccary",0.506250000000001,"LS","large"
"1193","agouti",0.0841304347826086,"SF","small"
"1194","paca",0.1305,"LS","large"
"1195","peccary",0.353571428571428,"LS","large"
"1196","agouti",0.135,"SF","small"
"1197","agouti",0.0793421052631579,"SF","small"
"1198","tamandua",0.405,"LS","large"
"1199","peccary",0.176785714285714,"LS","large"
"1200","brocket",0.0659999999999999,"LF","large"
"1201","agouti",0.294,"SF","small"
"1202","peccary",0.504,"LS","large"
"1203","paca",0.235384615384616,"LS","large"
"1204","agouti",0.0778846153846156,"SF","small"
"1205","paca",0.125357142857143,"LS","large"
"1206","agouti",0.1825,"SF","small"
"1207","coati",0.2115,"SF","small"
"1208","ocelot",0.695999999999999,"LF","large"
"1209","agouti",0.234,"SF","small"
"1210","agouti",1.26,"SF","small"
"1211","mouse",0.2835,"SF","small"
"1212","paca",0.276,"LS","large"
"1213","rat",0.478125,"SF","small"
"1214","ocelot",0.514285714285714,"LF","large"
"1215","agouti",0.2775,"SF","small"
"1216","agouti",0.0771428571428572,"SF","small"
"1217","agouti",0.0428571428571429,"SF","small"
"1218","agouti",0.0432692307692309,"SF","small"
"1219","coati",0.478125,"SF","small"
"1220","agouti",0.3645,"SF","small"
"1221","agouti",0.725999999999999,"SF","small"
"1222","ocelot",0.64875,"LF","large"
"1223","coati",0.578571428571428,"SF","small"
"1224","rat",0.21,"SF","small"
"1225","coati",0.0450000000000001,"SF","small"
"1226","mouse",0.1875,"SF","small"
"1227","tamandua",0.196875,"LS","large"
"1228","agouti",0.0990000000000001,"SF","small"
"1229","ocelot",0.342,"LF","large"
"1230","agouti",0.321428571428571,"SF","small"
"1231","rat",0.0859090909090911,"SF","small"
"1232","agouti",0.086785714285714,"SF","small"
"1233","agouti",0.459642857142857,"SF","small"
"1234","agouti",0.50625,"SF","small"
"1235","squirrel",0.153,"SF","small"
"1236","agouti",0.225,"SF","small"
"1237","agouti",0.0569117647058823,"SF","small"
"1238","agouti",0.245,"SF","small"
"1239","agouti",0.189642857142857,"SF","small"
"1240","agouti",0.36,"SF","small"
"1241","mouse",0.0739285714285712,"SF","small"
"1242","squirrel",0.100384615384616,"SF","small"
"1243","agouti",0.234642857142857,"SF","small"
"1244","peccary",0.578571428571428,"LS","large"
"1245","agouti",0.167142857142857,"SF","small"
"1246","paca",0.216,"LS","large"
"1247","agouti",0.0562500000000001,"SF","small"
"1248","agouti",0.0572727272727274,"SF","small"
"1249","tamandua",0.257142857142857,"LS","large"
"1250","coati",0.100657894736842,"SF","small"
"1251","agouti",0.637500000000001,"SF","small"
"1252","agouti",0.647999999999999,"SF","small"
"1253","agouti",0.173571428571428,"SF","small"
"1254","paca",0.150882352941176,"LS","large"
"1255","coati",0.148026315789474,"SF","small"
"1256","agouti",0.1995,"SF","small"
"1257","coati",0.61125,"SF","small"
"1258","coati",0.857142857142857,"SF","small"
"1259","agouti",0.261428571428571,"SF","small"
"1260","agouti",0.0958695652173911,"SF","small"
"1261","ocelot",0.27,"LF","large"
"1262","agouti",0.0885937499999999,"SF","small"
"1263","agouti",0.286875,"SF","small"
"1264","agouti",0.0806250000000002,"SF","small"
"1265","coati",0.0635294117647058,"SF","small"
"1266","agouti",0.218571428571429,"SF","small"
"1267","peccary",0.0814285714285715,"LS","large"
"1268","paca",0.117,"LS","large"
"1269","peccary",2.325,"LS","large"
"1270","agouti",0.514285714285714,"SF","small"
"1271","peccary",0.854999999999999,"LS","large"
"1272","agouti",0.585,"SF","small"
"1273","ocelot",0.652500000000002,"LF","large"
"1274","opossum",0.18,"LF","large"
"1275","agouti",0.0725,"SF","small"
