markerid,image,sequence,x,y,species,location,date,filename,camid,siteid,radius,angle,pixdiff,dist,secs,speed,n
4375,25923,3014,1213,289,Hedgehog,Loc_52,2016-10-31 23:35:21,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161031-23-35-21-IMG_4548.jpg,RP8,Loc_52_RP8,1.87767789480756,0.0726631194527567,486.450463542641,0.452193230121097,5,0.0904386460242194,10
4428,27053,3058,644,705,Fox,Loc_53,2016-10-13 19:32:31,C:/Users/nash.l/Documents/Processed photos/point 53 phase 1 (cam2-rh4)/Loc_53-20161013-19-32-31-IMG_0261.jpg,RH4,Loc_53_RH4,4.99959471285431,-0.146095160804484,685.954380714069,1.63192735563304,13,0.125532873510234,20
4471,27169,3082,1010,847,Fox,Loc_54,2016-10-19 22:19:01,C:/Users/nash.l/Documents/Processed photos/point 54 phase 2/Loc_54-20161019-22-19-01-PICT0955.jpg,BM2,Loc_54_BM2,4.31181465191944,-0.00605285924859424,690.938492197388,1.32570860334442,1,1.32570860334442,2
4476,27285,3086,-536,422,Fox,Loc_54,2016-10-28 01:39:11,C:/Users/nash.l/Documents/Processed photos/point 54 phase 2/Loc_54-20161028-01-39-11-PICT0355.jpg,BM2,Loc_54_BM2,1.47806815020066,-0.674461459129073,77.6659513557904,0.14475250604427,1.83255787037037,0.0789893232757852,2
4501,27352,3110,1640,650,Fox,Loc_55,2016-10-03 20:10:45,C:/Users/nash.l/Documents/Processed photos/point 55 phase 1/Loc_55-20161003-20-10-45-IMG_0101.jpg,RH1,Loc_55_RH1,1.58246572619307,0.236827944883059,1274.24487442563,1.09167064573062,2,0.545835322865311,2
4504,27362,3112,475,525,Fox,Loc_55,2016-10-07 05:38:56,C:/Users/nash.l/Documents/Processed photos/point 55 phase 1/Loc_55-20161007-05-38-56-IMG_0981.jpg,RH1,Loc_55_RH1,1.41724725231846,-0.211069061267531,1241.75520937099,1.87399609461963,2,0.936998047309815,2
4507,27372,3114,1273,670,Fox,Loc_55,2016-10-07 19:55:42,C:/Users/nash.l/Documents/Processed photos/point 55 phase 1/Loc_55-20161007-19-55-42-IMG_0121.jpg,RH1,Loc_55_RH1,1.68819250767587,0.0957307764218858,1028.60147773567,0.648716617426537,7,0.0926738024895053,10
4527,27552,3122,1115,785,Fox,Loc_56,2016-10-23 04:11:39,C:/Users/nash.l/Documents/Processed photos/point 56 phase 2/Loc_56-20161023-04-11-39-IMG_0091.jpg,RP4,Loc_56_RP4,5.54208016598481,0.0349859464031792,541.577325965554,1.75927210152351,1,1.75927210152351,2
4530,27572,3124,1227,788,Fox,Loc_56,2016-10-25 02:13:10,C:/Users/nash.l/Documents/Processed photos/point 56 phase 2/Loc_56-20161025-02-13-10-IMG_0111.jpg,RP4,Loc_56_RP4,5.86234830862731,0.0780455727455535,705.569677007886,2.2016334154444,1,2.2016334154444,3
4540,27676,3129,1827,628,Fox,Loc_56,2016-10-29 23:53:06,C:/Users/nash.l/Documents/Processed photos/point 56 phase 2/Loc_56-20161029-23-53-06-IMG_0215.jpg,RP4,Loc_56_RP4,2.50432195005001,0.308722142436845,776.796216234073,2.45059869632108,3,0.816866232107027,6
4547,27682,3131,1054,765,Fox,Loc_56,2016-10-29 23:53:37,C:/Users/nash.l/Documents/Processed photos/point 56 phase 2/Loc_56-20161029-23-53-37-IMG_0221.jpg,RP4,Loc_56_RP4,4.6372174624425,0.0115338284845646,584.759164593706,1.4728604734963,1,1.4728604734963,4
4664,28254,3228,589,752,Fox,Loc_57,2016-10-13 00:43:34,C:/Users/nash.l/Documents/Processed photos/point 57 phase 1/Loc_57-20161013-00-43-34-IMG_0333.jpg,RP4,Loc_57_RP4,2.24034878222209,-0.167240513026186,240.678898900705,1.06221406644408,9,0.118023785160453,8
4706,28438,3263,1676,365,Fox,Loc_58,2016-10-07 00:17:07,C:/Users/nash.l/Documents/Processed photos/point 58 phase 1/Loc_58-20161007-00-17-07-EK000200.jpg,BH1,Loc_58_BH1,1.10238553762297,0.281890302148818,1456.35847235493,0.65251941218045,1,0.65251941218045,2
4721,28506,3277,1701,697,Fox,Loc_58,2016-10-12 04:16:41,C:/Users/nash.l/Documents/Processed photos/point 58 phase 1/Loc_58-20161012-04-16-41-EK000328.jpg,BH1,Loc_58_BH1,1.90634856002942,0.29269897937845,1583.92794379601,1.34790298651433,1,1.34790298651433,3
4727,28512,3281,1545,603,Fox,Loc_58,2016-10-12 21:55:58,C:/Users/nash.l/Documents/Processed photos/point 58 phase 1/Loc_58-20161012-21-55-58-EK000337.jpg,BH1,Loc_58_BH1,1.59660136662989,0.225252833465543,1279.05746547995,0.945490939805142,1,0.945490939805142,2
4827,28736,3360,1419,507,Fox,Loc_60,2016-10-18 02:54:37,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161018-02-54-37-IMG_0161.jpg,RH3,Loc_60_RH3,5.0466466924087,0.151862075046767,195.078105935821,0.383479759418395,7,0.0547828227740565,10
4842,28789,3366,162,320,Fox,Loc_60,2016-10-19 05:02:16,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161019-05-02-16-IMG_0267.jpg,RH3,Loc_60_RH3,2.84112138550915,-0.331405338456488,1429.08555924904,2.5502195037762,3,0.8500731679254,4
4850,28826,3371,1448,488,Fox,Loc_60,2016-10-21 00:41:29,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161021-00-41-29-IMG_0416.jpg,RH3,Loc_60_RH3,4.57422022187463,0.163011442581846,410.207757272719,1.29905037929455,2,0.649525189647274,4
4854,28836,3372,2204,555,Fox,Loc_60,2016-10-22 00:00:21,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161022-00-00-21-IMG_0476.jpg,RH3,Loc_60_RH3,5.87907943391948,0.453663920392873,8.06225774829855,0.277240124205848,30.25,0.00916496278366441,2
4857,28847,3374,1737,514,Fox,Loc_60,2016-10-22 00:30:36,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161022-00-30-36-IMG_0487.jpg,RH3,Loc_60_RH3,5.00486091611979,0.274120656983151,615.633560541824,1.38420574849809,2,0.692102874249045,3
4861,28856,3376,165,388,Fox,Loc_60,2016-10-23 02:23:52,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161023-02-23-52-IMG_0526.jpg,RH3,Loc_60_RH3,3.50697088362431,-0.330251955608032,194.70469991072,0.303492622696694,7,0.0433560889566706,10
4874,28892,3380,1754,541,Fox,Loc_60,2016-10-24 00:05:59,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161024-00-05-59-IMG_0612.jpg,RH3,Loc_60_RH3,5.81495300793853,0.280656493124404,411.36890988798,1.12470468604203,3,0.374901562014011,4
4880,28916,3383,1432,546,Fox,Loc_60,2016-10-26 01:03:39,C:/Users/nash.l/Documents/Processed photos/point 60 phase 2/Loc_60-20161026-01-03-39-IMG_0698.jpg,RH3,Loc_60_RH3,6.35596704439278,0.156860067390078,354.141168959462,0.930152327096695,6,0.155025387849449,10
4959,29432,3453,923,712,Fox,Loc_61,2016-10-12 20:59:45,C:/Users/nash.l/Documents/Processed photos/point 61 phase 1 (cam2-rh3)/Loc_61-20161012-20-59-45-IMG_0320.jpg,RH3,Loc_61_RH3,5.43815485332735,-0.038830555898034,503.195836876604,1.28366062686937,2,0.641830313434687,4
4966,29471,3457,168,582,Fox,Loc_61,2016-10-15 07:02:03,C:/Users/nash.l/Documents/Processed photos/point 61 phase 1 (cam2-rh3)/Loc_61-20161015-07-02-03-IMG_0769.jpg,RH3,Loc_61_RH3,3.43264299300346,-0.329098572759575,364.442234876241,3.29602814812725,3,1.09867604937575,5
5014,29830,3499,947,135,Fox,Loc_63,2016-10-06 02:55:41,C:/Users/nash.l/Documents/Processed photos/point 63 phase 1/Loc_63-20161006-02-55-41-EK000025.jpg,BH9,Loc_63_BH9,0.743452370610978,-0.0332907258672683,546.255778354094,0.255985490768163,2,0.127992745384082,3
5018,30055,3501,258,384,Fox,Loc_65,2016-10-19 03:19:58,C:/Users/nash.l/Documents/Processed photos/point 65 phase 2/Loc_65-20161019-03-19-58-IMG_0001.jpg,RP7,Loc_65_RP7,2.92103085069734,-0.294497087305882,1125.04888306136,2.57711591200842,2,1.28855795600421,4
5027,30126,3507,153,271,Fox,Loc_65,2016-10-25 19:55:54,C:/Users/nash.l/Documents/Processed photos/point 65 phase 2/Loc_65-20161025-19-55-54-IMG_0072.jpg,RP7,Loc_65_RP7,2.17588444205081,-0.334865487001858,188.042548376691,1.09007776322662,1,1.09007776322662,2
5032,30145,3511,1910,545,Fox,Loc_65,2016-10-27 22:17:23,C:/Users/nash.l/Documents/Processed photos/point 65 phase 2/Loc_65-20161027-22-17-23-IMG_0091.jpg,RP7,Loc_65_RP7,6.01818523019888,0.34063240124414,418.703529730688,2.57290241562704,6,0.428817069271173,10
5111,30355,3581,192,505,Fox,Loc_65,2016-10-31 21:51:10,C:/Users/nash.l/Documents/Processed photos/point 65 phase 2/Loc_65-20161031-21-51-10-IMG_0301.jpg,RP7,Loc_65_RP7,4.52721165728214,-0.319871509971924,119.268604418766,0.276238272343463,4,0.0690595680858656,7
5119,30375,3583,1954,319,Hedgehog,Loc_66,2016-10-03 21:29:08,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161003-21-29-08-IMG_0001.jpg,RP7,Loc_66_RP7,1.36384640162911,0.357548683021501,651.237897554788,0.535100599421406,9,0.059455622157934,10
5130,30385,3585,1066,265,Hedgehog,Loc_66,2016-10-03 21:29:19,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161003-21-29-19-IMG_0011.jpg,RP7,Loc_66_RP7,1.41759188313102,0.0161473598783904,515.810650557496,0.341312608305204,3,0.113770869435068,4
5137,30405,3589,2014,468,Hedgehog,Loc_66,2016-10-05 21:53:57,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161005-21-53-57-IMG_0031.jpg,RP7,Loc_66_RP7,1.67681438153281,0.38061633999063,1732.93956528011,1.1152852700159,4,0.278821317503975,4
5146,30425,3595,2047,608,Hedgehog,Loc_66,2016-10-06 21:55:10,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161006-21-55-10-IMG_0051.jpg,RP7,Loc_66_RP7,2.13449622885028,0.393303551323651,483.820743508774,0.903563552044296,13,0.069504888618792,14
5162,30445,3598,825,713,Hedgehog,Loc_66,2016-10-06 21:56:27,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161006-21-56-27-IMG_0071.jpg,RP7,Loc_66_RP7,3.09691357735835,-0.0765077289476116,341.294628642346,0.470078352934684,9,0.0522309281038538,10
5174,30465,3601,1495,586,Fox,Loc_66,2016-10-06 23:04:30,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161006-23-04-30-IMG_0091.jpg,RP7,Loc_66_RP7,2.18198343299259,0.181081107207664,977.491292125135,1.3272685645831,2,0.66363428229155,3
5212,30455,3637,357,677,Hedgehog,Loc_66,2016-10-06 21:56:40,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161006-21-56-40-IMG_0081.jpg,RP7,Loc_66_RP7,3.03328940544727,-0.256435453306819,195.247015206664,0.371129889735762,6,0.061854981622627,8
5224,30575,3642,1722,328,Hedgehog,Loc_66,2016-10-07 22:09:00,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161007-22-09-00-IMG_0101.jpg,RP7,Loc_66_RP7,1.41782466359991,0.268353742740869,1433.87260553411,1.22814438221454,6,0.20469073036909,7
5233,30605,3645,840,731,Hedgehog,Loc_66,2016-10-08 05:44:36,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161008-05-44-36-IMG_0131.jpg,RP7,Loc_66_RP7,3.22832791563079,-0.0707408147053293,90.9442719099992,0.186135256229369,10,0.0186135256229369,10
5244,30616,3647,1150,762,Hedgehog,Loc_66,2016-10-08 05:45:05,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161008-05-45-05-IMG_0142.jpg,RP7,Loc_66_RP7,3.36114093800082,0.0484420796351711,185.451966150936,0.471197449427864,6,0.0785329082379773,9
5254,30625,3649,1404,590,Hedgehog,Loc_66,2016-10-08 05:45:22,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161008-05-45-22-IMG_0151.jpg,RP7,Loc_66_RP7,2.22266824679589,0.146095160804484,571.507655241817,0.613964356283085,1,0.613964356283085,2
5258,30665,3652,996,739,Fox,Loc_66,2016-10-10 00:05:29,C:/Users/nash.l/Documents/Processed photos/point 66 phase 1/Loc_66-20161010-00-05-29-IMG_0191.jpg,RP7,Loc_66_RP7,3.22898377101997,-0.0107649065855936,545.817735146083,0.952753695742682,1,0.952753695742682,2
5377,32696,3762,1275,599,Fox,Loc_68,2016-10-07 21:18:44,C:/Users/nash.l/Documents/Processed photos/point 68 phase 1/Loc_68-20161007-21-18-44-IMG_1742.jpg,RP1,Loc_68_RP1,6.93357486006615,0.0964996983208568,939.22523128814,2.79966694243892,2,1.39983347121946,3
