"","wedge","Mb","iter","aMRS","amMOS","amMOS_sz","apMOS","apMOS_sz","hmean_m","hmean_m_sz","hmean_p","hmean_p_sz","lnorm_m","lnorm_m_sz","lnorm_p","lnorm_p_sz","gamma_m","gamma_m_sz","gamma_p","gamma_p_sz","weibull_m","weibull_m_sz","weibull_p","weibull_p_sz","n_zeros","n_singles","singles_v_mean","zeros_v_mean","n_points","n_detected"
"1","top",1,1,0.196016974652999,0.22629915544846,0.353916783936521,0.183974365601659,0.286262435708953,0.165971733129705,0.20374035530724,0.102877788441756,0.140984032046021,0.166771162149417,0.197445385315862,0.10371959367918,0.140154379775594,0.163629176497164,0.150702287636988,0.0885848587464083,0.095218087293079,0.162630061500475,0.137713839426435,0.0845282918641631,0.0982295847041938,0.365741787338552,0.963437108871291,0.382402287479001,0.378464863665725,4579,87
"2","top",1,2,0.196106627500076,0.202974028729407,0.362989053219834,0.153334232456183,0.267432580879763,0.155179947084252,0.182441891787206,0.0824102370362981,0.110514925579424,0.154637853108359,0.18869135614095,0.0846950762887389,0.112631395094281,0.150567810392103,0.145509018431228,0.0696781935232157,0.0609092197572136,0.141963507758848,0.142230876673058,0.0653696745650495,0.0783743020324583,0.333420901714394,1.00560900565794,0.356008563242137,0.464682523350459,4955,113
"3","top",1,3,0.194868349436039,0.256069815538462,0.326744104304293,0.177653422722276,0.259639922244885,0.152836029542811,0.173134333498615,0.0809451860947943,0.111665126804016,0.16444820500528,0.174328717329631,0.0839663370849146,0.115363193043254,0.16275021465434,0.142998849141033,0.0630697279656451,0.077438911947816,0.168031160390406,0.139951328930883,0.067291734285672,0.0882782290312024,0.321626365771944,1.2047977175555,0.335727862894798,0.344244975647952,4882,88
"4","top",1,4,0.196399468345513,0.262807765781067,0.316254945503321,0.173985704252267,0.248182774998173,0.183584092685298,0.182349273375877,0.0872500698013179,0.116271189576528,0.178801127310997,0.185813984934147,0.0859232574043764,0.117110436952445,0.158009246796128,0.164719625534876,0.0624515781555914,0.0859944690735077,0.131946625350701,0.155167546808835,0.0640419320326752,0.0922115462755003,0.346321307228725,0.688657206904631,0.340577010592134,0.320266566816155,4949,89
"5","top",1,5,0.195237789837324,0.269645919521408,0.359161678411295,0.197435132189421,0.290205256417646,0.223464691140972,0.208125438615533,0.106476204914618,0.14213316978259,0.223475867004126,0.204606103446843,0.105189138268781,0.140004202648804,0.220718984511047,0.164462979012064,0.0790989815533063,0.0930605314037923,0.207216410996413,0.150032045162679,0.0751691703185967,0.0978707562505001,0.29951236623355,0.752845272437956,0.339056854281769,0.410369348084395,4505,71
"6","top",5,1,0.269926061750356,0.428381994822418,0.461822226781989,0.28305408341559,0.387176258810827,0.244727257339097,0.236199332417042,0.139005821253024,0.180473699213131,0.243213590152576,0.231786796497309,0.1376819035959,0.178015282473034,0.200995343018749,0.174649090110897,0.100268402386398,0.119727873893437,0.18586887372696,0.177615360507676,0.104466188820993,0.132441333466348,0.493047813202251,0.992866205992687,0.523700058338022,0.429766199799716,4486,91
"7","top",5,2,0.266890319096535,0.450647301347347,0.441606188901293,0.281597744518412,0.374084700836895,0.319590298559633,0.241461147720399,0.126060763087736,0.172695687912473,0.314967773534369,0.238713861128719,0.128962240615081,0.176029074121455,0.291696877348506,0.194991175554221,0.093524357117356,0.128607145706398,0.256109230855637,0.189323837456696,0.103319004621391,0.138169152865289,0.468293992803606,1.79771854970993,0.451153954892193,0.429817328968447,5193,99
"8","top",5,3,0.269424514158269,0.399872161876818,0.461201165689119,0.294388810479896,0.389884503982195,0.258339483407098,0.240873135735853,0.134515675609539,0.175350806886484,0.256397289312539,0.244073350988793,0.130614181789813,0.174817053952679,0.23835051662651,0.198002616058172,0.0769451825244541,0.11364384870825,0.228925614980164,0.19329751687036,0.0909715941581829,0.129384491230712,0.357860752827239,1.00184730858705,0.556888767764864,0.382893547919633,4876,92
"9","top",5,4,0.267662300838216,0.422075814965662,0.446202862402747,0.234978546466782,0.372358404164162,0.303290890712262,0.239491146247194,0.12265543357301,0.176199817801553,0.305153957825878,0.241233900239175,0.12096217215848,0.175848547284372,0.297891993924757,0.196037715555852,0.0925817836440619,0.121893783022778,0.29175799659964,0.18813345988732,0.0917731995086535,0.130416222592201,0.642947178602741,0.900820260846347,0.410379514357645,0.466937087202193,4894,74
"10","top",5,5,0.268302596068205,0.395343047725103,0.432107142040856,0.236386719125206,0.36395867571964,0.273358906333157,0.238122432675912,0.127528658669199,0.180355201917081,0.27475475709453,0.245370230772148,0.129984450680989,0.185656673928275,0.265347820358678,0.2147577640313,0.113837635715271,0.15024009700174,0.259405943088205,0.204473706174888,0.113701737057932,0.151270609000447,0.513875528758495,1.25884987548974,0.418969946404345,0.44782796100069,4587,69
"11","top",10,1,0.310605419849583,0.489547842500705,0.512258817422059,0.324165680269376,0.444233138300482,0.316725931721817,0.260330937724476,0.139885431122427,0.196323166366119,0.322679229265291,0.260399463700615,0.143063073630998,0.200438860718022,0.309471911926086,0.199964740206753,0.093146140464878,0.133824161500804,0.300408152077234,0.200240804105891,0.107429639501913,0.150304069057243,0.585880599543084,1.40672593775397,0.614117560811242,0.437811628047878,4440,83
"12","top",10,2,0.30870984322291,0.461438005737358,0.508001083327129,0.294299854925106,0.4148618694149,0.276507485940892,0.288431456691725,0.133809080656379,0.18901306305991,0.265085851239963,0.283978418099782,0.133957972446954,0.192011792346812,0.2105373231847,0.234398748918563,0.0884653361063812,0.134559888016209,0.191477761353932,0.221654042746332,0.0989378469857378,0.146914494100753,0.47038883185484,1.24792527696337,0.562151792142802,0.481437376802528,5347,93
"13","top",10,3,0.306797712966219,0.408311542360109,0.514320460000065,0.265107067090568,0.423612483700698,0.277176668743435,0.256486936893556,0.152395045204416,0.200323026717138,0.272186307353806,0.255421907775213,0.15163438968308,0.197573122797761,0.251590198555593,0.182558739892857,0.129640649052856,0.127168738602261,0.232480660845324,0.185328163052274,0.122718781205051,0.139258437333056,0.561075439763546,1.28925782603544,0.66907450736534,0.438656622621675,4440,91
"14","top",10,4,0.310065345843633,0.412028685660443,0.47861643379393,0.301497616585438,0.415024870140596,0.304340891802223,0.293524267636619,0.157108454428482,0.220085451404348,0.29801983083189,0.291986546460138,0.154706032604007,0.22057172567508,0.278163121040245,0.258448700154666,0.116515194160656,0.17865827454275,0.243795986346181,0.238247278525818,0.115643880902702,0.174803377659064,0.437660329015856,1.15497824546419,0.489366312613288,0.482067835354989,4373,64
"15","top",10,5,0.308509292406973,0.497438134923559,0.58303880968535,0.329924253968649,0.484608484267424,0.313511919151881,0.316307356180105,0.177973701773506,0.240345779475805,0.310382078668773,0.307395069589307,0.175022325578682,0.235108122313549,0.270281504523879,0.216601575650778,0.128881762506299,0.148532034602216,0.238569869919135,0.207288444162519,0.122450265758309,0.156727604761463,0.488405766277197,1.4379994463622,0.551726639251475,0.627154616074698,4929,95
"16","top",15,1,0.331692993458897,0.405771397639265,0.501982786082713,0.302694268074459,0.429961843750437,0.230075084452527,0.268435323479474,0.141448436150021,0.200039632619186,0.226700998589053,0.268691546177437,0.147417019123593,0.2069548473353,0.191345906540781,0.221127752803576,0.115492515148521,0.15687191175845,0.18474594229677,0.216522176516078,0.12057282053274,0.164797031408491,0.576652483597526,1.6474576019798,0.538332510879467,0.492643385308619,5099,96
"17","top",15,2,0.332386176664327,0.453084516306589,0.565356350357844,0.311275087360013,0.484035083190776,0.22544124424832,0.309882814938986,0.173182222147687,0.247770344544551,0.226342854261898,0.311912389969794,0.173507538791314,0.249294421586141,0.173995676807127,0.260579716808011,0.147314228684667,0.196064770801897,0.178169015907662,0.248633210274264,0.141458838569453,0.194585878454704,0.639531197260801,1.00270849557236,0.675969106765497,0.527464876891559,4372,77
"18","top",15,3,0.333850125766834,0.415959614642605,0.59596501747523,0.262130753128595,0.473319235917627,0.307837495065144,0.25867794752043,0.154576947945529,0.200614014714212,0.303244151993767,0.268986552396492,0.156959898240527,0.202089477182714,0.287970855102391,0.16107867029127,0.14092463759261,0.10283430728185,0.262202692334888,0.185267111987014,0.13295634760452,0.134575463982785,0.55524018978957,1.45815295241815,0.733086412006913,0.532276590017792,5429,100
