"","species","distance","intervals","avgduration","speed"
"518","peccary",1.8,4,0.777777777777778,0.578571428571428
"519","agouti",0.39,3,0.777777777777778,0.167142857142857
"520","paca",0.48,4,0.555555555555556,0.216
"521","agouti",0.55,4,2.44444444444444,0.0562500000000001
"522","agouti",0.56,4,2.44444444444444,0.0572727272727274
"523","tamandua",0.8,4,0.777777777777778,0.257142857142857
"524","coati",0.85,4,2.11111111111111,0.100657894736842
"525","agouti",0.85,3,0.444444444444444,0.637500000000001
"526","agouti",1.08,3,0.555555555555556,0.647999999999999
"527","agouti",1.08,4,1.55555555555556,0.173571428571428
"528","paca",1.14,4,1.88888888888889,0.150882352941176
"529","coati",1.25,4,2.11111111111111,0.148026315789474
"530","agouti",1.33,4,1.66666666666667,0.1995
"531","coati",1.63,4,0.666666666666667,0.61125
"532","coati",2,3,0.777777777777778,0.857142857142857
"533","agouti",0.61,3,0.777777777777778,0.261428571428571
"534","agouti",0.98,4,2.55555555555556,0.0958695652173911
"535","ocelot",0.6,4,0.555555555555556,0.27
"536","agouti",0.63,4,1.77777777777778,0.0885937499999999
"537","agouti",1.02,4,0.888888888888889,0.286875
"538","agouti",0.43,4,1.33333333333333,0.0806250000000002
"539","coati",0.48,4,1.88888888888889,0.0635294117647058
"540","agouti",0.51,3,0.777777777777778,0.218571428571429
"541","peccary",0.76,4,2.33333333333333,0.0814285714285715
"542","paca",0.78,4,1.66666666666667,0.117
"543","peccary",3.1,3,0.444444444444444,2.325
"544","agouti",1.2,3,0.777777777777778,0.514285714285714
"545","peccary",1.9,4,0.555555555555556,0.854999999999999
"546","agouti",2.08,4,0.888888888888889,0.585
"547","ocelot",3.48,4,1.33333333333333,0.652500000000002
"548","opossum",0.3,3,0.555555555555556,0.18
"549","agouti",0.58,4,2,0.0725
"550","agouti",0.6,2,0.555555555555556,0.539999999999999
"551","tamandua",1.2,4,0.555555555555556,0.539999999999999
"552","coati",0.52,3,0.777777777777778,0.222857142857143
"553","agouti",0.65,4,0.555555555555556,0.2925
"554","rat",0.91,4,1.55555555555556,0.14625
"555","peccary",1.8,4,0.555555555555556,0.809999999999999
"556","squirrel",0.22,4,0.666666666666667,0.0825
"557","agouti",0.67,4,0.555555555555556,0.3015
"558","agouti",0.73,4,0.555555555555556,0.3285
"559","coati",0.8,3,0.777777777777778,0.342857142857143
"560","rat",0.92,4,1.44444444444444,0.15923076923077
"561","agouti",0.95,3,0.555555555555556,0.57
"562","agouti",0.98,3,0.888888888888889,0.3675
"563","agouti",1.35,4,1.88888888888889,0.178676470588235
"564","agouti",1.8,4,0.444444444444444,1.0125
"565","agouti",1.97,4,0.666666666666667,0.73875
"566","rat",0.6,4,0.555555555555556,0.27
"567","rat",0.49,4,1.33333333333333,0.0918750000000002
"568","agouti",1.2,4,1.22222222222222,0.245454545454546
"569","rat",0.9,4,0.555555555555556,0.405
"570","rat",0.78,4,1.66666666666667,0.117
"571","opossum",0.63,3,0.555555555555556,0.378
"572","agouti",0.88,4,1.55555555555556,0.141428571428571
"573","agouti",0.56,3,0.777777777777778,0.24
"574","brocket",1.17,4,1.44444444444444,0.202500000000001
"575","squirrel",0.66,4,0.666666666666667,0.2475
"576","agouti",0.74,3,0.777777777777778,0.317142857142857
"577","ocelot",1.32,4,1.44444444444444,0.228461538461539
"578","paca",0.45,4,0.444444444444444,0.253125
"579","ocelot",0.58,3,0.777777777777778,0.248571428571428
"580","agouti",2.86,4,2.55555555555556,0.279782608695652
"581","agouti",1.44,4,0.666666666666667,0.54
"582","rat",1.1,4,1.22222222222222,0.225
"583","peccary",1.37,4,2.33333333333333,0.146785714285715
"584","peccary",0.54,4,1.55555555555556,0.086785714285714
"585","agouti",1.35,4,2.44444444444444,0.138068181818182
"586","agouti",2.16,4,1.55555555555556,0.347142857142856
"587","mouse",0.3,3,0.555555555555556,0.18
"588","agouti",0.42,3,0.555555555555556,0.252
"589","brocket",1.5,4,1.55555555555556,0.241071428571428
"590","agouti",0.97,4,0.777777777777778,0.311785714285714
"591","paca",0.43,4,1.66666666666667,0.0644999999999999
"592","agouti",1.67,4,1.66666666666667,0.2505
"593","rat",0.1,4,0.555555555555556,0.045
"594","rat",0.3,4,0.444444444444444,0.16875
"595","rat",0.4,4,0.555555555555556,0.18
"596","rat",0.4,5,0.555555555555556,0.144
"597","agouti",0.6,4,0.555555555555556,0.27
"598","agouti",0.6,4,0.888888888888889,0.16875
"599","agouti",0.8,4,0.888888888888889,0.225
"600","agouti",0.9,5,0.555555555555556,0.324
"601","coati",1,5,0.777777777777778,0.257142857142857
"602","peccary",1,4,0.555555555555556,0.45
"603","coati",1.1,4,0.777777777777778,0.353571428571428
"604","peccary",1.1,4,0.555555555555556,0.495
"605","coati",1.2,5,0.777777777777778,0.308571428571428
"606","agouti",1.4,5,0.888888888888889,0.315
"607","agouti",1.5,5,0.888888888888889,0.3375
"608","tamandua",1.5,5,0.777777777777778,0.385714285714286
"609","agouti",1.7,5,0.777777777777778,0.437142857142857
"610","agouti",1.7,4,0.888888888888889,0.478125
"611","agouti",1.9,5,0.777777777777778,0.488571428571428
"612","armadillo",2.2,5,0.444444444444444,0.990000000000001
"613","peccary",2.2,5,0.888888888888889,0.495
"614","coati",2.3,5,0.888888888888889,0.5175
"615","paca",2.3,4,0.666666666666667,0.8625
"616","agouti",2.6,4,0.555555555555556,1.17
"617","agouti",2.7,5,0.777777777777778,0.694285714285714
"618","peccary",0.24,5,1.66666666666667,0.0287999999999999
"619","paca",1.15,4,0.555555555555556,0.5175
"620","peccary",0.85,4,0.666666666666667,0.31875
"621","agouti",0.84,4,0.444444444444444,0.4725
"622","brocket",0.65,5,1.77777777777778,0.0731249999999999
"623","agouti",1.04,5,0.666666666666667,0.312
"624","tamandua",3.6,5,2.44444444444444,0.294545454545455
"625","agouti",1.05,5,0.777777777777778,0.27
"626","brocket",1.37,5,1.33333333333333,0.205500000000001
"627","paca",0.54,4,0.555555555555556,0.243
"628","agouti",2.25,5,0.555555555555556,0.809999999999999
"629","peccary",1.2,5,0.777777777777778,0.308571428571428
"630","paca",0.89,5,1.44444444444444,0.12323076923077
"631","agouti",0.56,5,1.77777777777778,0.0629999999999999
"632","agouti",0.72,4,0.444444444444444,0.405
"633","agouti",0.5,4,0.666666666666667,0.1875
"634","paca",0.65,5,0.555555555555556,0.234
"635","agouti",0.85,4,0.666666666666667,0.31875
"636","peccary",1.27,5,2.11111111111111,0.120315789473684
"637","agouti",1.34,4,0.444444444444444,0.753750000000001
"638","armadillo",1.4,5,0.444444444444444,0.630000000000001
"639","rat",0.41,3,0.444444444444444,0.3075
"640","agouti",0.41,5,2.11111111111111,0.0388421052631579
"641","agouti",0.54,4,0.666666666666667,0.2025
"642","peccary",0.6,5,0.555555555555556,0.216
"643","agouti",2.17,4,0.777777777777778,0.6975
"644","opossum",0.58,5,0.555555555555556,0.2088
"645","agouti",1.5,4,0.777777777777778,0.482142857142857
"646","agouti",0.78,5,2.22222222222222,0.0702000000000001
"647","agouti",0.91,5,0.777777777777778,0.234
"648","agouti",0.44,4,0.555555555555556,0.198
"649","agouti",0.73,5,0.777777777777778,0.187714285714286
"650","paca",0.72,5,0.555555555555556,0.2592
"651","paca",0.9,4,0.555555555555556,0.405
"652","paca",1.32,4,0.444444444444444,0.742500000000001
"653","agouti",0.47,5,0.555555555555556,0.1692
"654","agouti",0.63,5,1.66666666666667,0.0755999999999998
"655","squirrel",0.7,4,0.777777777777778,0.225
"656","armadillo",0.84,3,0.444444444444444,0.630000000000001
"657","paca",0.9,5,0.555555555555556,0.324
"658","agouti",0.38,4,0.555555555555556,0.171
"659","armadillo",0.8,5,0.444444444444444,0.36
"660","agouti",0.4,5,1.33333333333333,0.0600000000000002
"661","squirrel",0.42,5,1.22222222222222,0.0687272727272728
"662","squirrel",0.42,5,1.22222222222222,0.0687272727272728
"663","mouse",0.65,5,0.444444444444444,0.2925
"664","paca",0.65,5,0.666666666666667,0.195
"665","squirrel",0.74,5,2.33333333333333,0.0634285714285715
"666","squirrel",0.95,5,0.777777777777778,0.244285714285714
"667","agouti",1.21,5,2.22222222222222,0.1089
"668","opossum",2.5,4,0.555555555555556,1.125
"669","agouti",0.51,4,0.444444444444444,0.286875
"670","agouti",1.64,5,2.22222222222222,0.1476
"671","agouti",2.3,5,1.44444444444444,0.318461538461539
"672","paca",0.64,4,0.555555555555556,0.288
"673","coati",1.28,5,1.44444444444444,0.17723076923077
"674","rat",0.48,3,0.444444444444444,0.36
"675","agouti",0.74,5,1.44444444444444,0.102461538461539
"676","brocket",0.76,5,2.33333333333333,0.0651428571428572
"677","agouti",0.82,5,2.33333333333333,0.0702857142857144
"678","agouti",1.7,5,1.22222222222222,0.278181818181819
"679","armadillo",1.3,5,1.66666666666667,0.156
"680","agouti",0.51,5,1.66666666666667,0.0611999999999999
"681","paca",0.72,4,0.444444444444444,0.405
"682","ocelot",2,5,0.777777777777778,0.514285714285714
"683","agouti",2.5,4,0.666666666666667,0.9375
"684","coati",0.67,5,0.666666666666667,0.201
"685","agouti",0.76,5,1,0.152
"686","agouti",1.15,5,0.666666666666667,0.345
"687","mouse",2.9,5,1.66666666666667,0.347999999999999
"688","tamandua",0.58,4,0.666666666666667,0.2175
"689","rat",0.75,5,0.555555555555556,0.27
"690","squirrel",1,5,0.666666666666667,0.3
"691","squirrel",0.69,5,2.22222222222222,0.0621000000000001
"692","agouti",0.85,5,0.777777777777778,0.218571428571428
"693","mouse",0.29,5,1.22222222222222,0.0474545454545455
"694","ocelot",1.07,5,1.66666666666667,0.1284
"695","opossum",1.1,4,0.444444444444444,0.618750000000001
"696","agouti",3.1,4,0.666666666666667,1.1625
"697","agouti",0.9,4,0.777777777777778,0.289285714285714
"698","agouti",1.13,4,0.777777777777778,0.363214285714286
"699","agouti",0.71,5,0.555555555555556,0.2556
"700","agouti",1.4,5,0.777777777777778,0.36
"701","agouti",3.87,5,1.55555555555556,0.497571428571427
"702","agouti",0.79,5,0.777777777777778,0.203142857142857
"703","agouti",0.8,4,0.666666666666667,0.3
"704","brocket",1.6,5,2.55555555555556,0.125217391304348
"705","peccary",2.51,5,1.77777777777778,0.282375
"706","armadillo",2.89,5,0.555555555555556,1.0404
"707","rat",0.65,4,0.444444444444444,0.365625
"708","agouti",0.84,5,2.22222222222222,0.0756000000000001
"709","agouti",0.55,5,1.55555555555556,0.0707142857142855
"710","peccary",1.48,5,0.777777777777778,0.380571428571428
"711","agouti",0.48,4,0.555555555555556,0.216
"712","paca",0.4,5,0.555555555555556,0.144
"713","rat",0.6,5,0.555555555555556,0.216
"714","agouti",0.9,5,0.888888888888889,0.2025
"715","tamandua",0.9,5,0.555555555555556,0.324
"716","agouti",1,6,0.777777777777778,0.214285714285714
"717","agouti",1,6,0.777777777777778,0.214285714285714
"718","agouti",1,6,0.777777777777778,0.214285714285714
"719","rat",1.1,6,0.666666666666667,0.275
"720","agouti",1.1,6,0.777777777777778,0.235714285714286
"721","coati",1.2,6,0.888888888888889,0.225
"722","tamandua",1.2,6,0.777777777777778,0.257142857142857
"723","agouti",1.3,6,0.777777777777778,0.278571428571429
"724","rat",1.3,5,0.555555555555556,0.468
"725","agouti",1.5,6,0.777777777777778,0.321428571428571
"726","coati",1.6,5,0.888888888888889,0.36
"727","paca",1.6,6,0.555555555555556,0.48
"728","agouti",1.7,6,0.777777777777778,0.364285714285714
"729","coati",1.7,6,0.777777777777778,0.364285714285714
"730","peccary",1.8,6,0.888888888888889,0.3375
"731","agouti",1.8,6,0.777777777777778,0.385714285714286
"732","brocket",1.9,6,0.777777777777778,0.407142857142857
"733","agouti",2.2,5,0.888888888888889,0.495
"734","coati",2.3,5,0.777777777777778,0.591428571428571
"735","agouti",2.8,6,0.777777777777778,0.6
"736","coati",3.1,6,0.777777777777778,0.664285714285714
"737","agouti",3.6,6,0.777777777777778,0.771428571428571
"738","agouti",0.56,6,0.666666666666667,0.14
"739","paca",0.85,6,0.555555555555556,0.255
"740","ocelot",0.88,5,0.555555555555556,0.3168
"741","agouti",2.28,6,0.666666666666667,0.57
"742","rat",1.1,6,0.555555555555556,0.33
"743","agouti",2.18,6,0.555555555555556,0.653999999999999
"744","agouti",0.88,6,2.11111111111111,0.0694736842105264
"745","agouti",2.8,5,0.666666666666667,0.84
"746","paca",0.51,6,1.44444444444444,0.058846153846154
"747","paca",0.64,6,0.555555555555556,0.192
"748","brocket",1.6,6,2.55555555555556,0.104347826086956
"749","agouti",0.65,6,0.555555555555556,0.195
"750","agouti",1.22,5,0.777777777777778,0.313714285714286
"751","agouti",0.73,6,0.555555555555556,0.219
"752","rat",0.75,5,0.555555555555556,0.27
"753","rat",0.53,6,0.555555555555556,0.159
"754","rat",0.56,6,1.44444444444444,0.0646153846153848
"755","agouti",0.64,6,0.555555555555556,0.192
"756","ocelot",1.6,5,0.666666666666667,0.48
"757","coati",0.7,6,0.666666666666667,0.175
"758","agouti",1.13,6,0.666666666666667,0.2825
"759","agouti",0.5,5,0.555555555555556,0.18
"760","agouti",1.08,6,0.555555555555556,0.324
"761","brocket",0.61,6,0.888888888888889,0.114375
"762","agouti",0.83,5,0.555555555555556,0.2988
"763","agouti",0.95,5,0.777777777777778,0.244285714285714
"764","peccary",1,4,0.555555555555556,0.45
"765","agouti",2.2,6,0.777777777777778,0.471428571428571
"766","coati",0.56,5,0.666666666666667,0.168
"767","agouti",0.57,5,0.555555555555556,0.2052
"768","agouti",1.2,5,0.444444444444444,0.540000000000001
"769","opossum",0.6,6,0.555555555555556,0.18
"770","opossum",0.76,5,0.555555555555556,0.2736
"771","agouti",2.58,5,0.555555555555556,0.928799999999999
"772","agouti",0.4,6,0.777777777777778,0.0857142857142857
"773","agouti",0.5,5,0.666666666666667,0.15
"774","armadillo",0.73,6,1.66666666666667,0.0729999999999998
"775","armadillo",1.9,5,0.555555555555556,0.683999999999999
"776","agouti",0.95,6,1.22222222222222,0.129545454545455
"777","paca",1.1,6,0.555555555555556,0.33
"778","agouti",0.8,5,0.555555555555556,0.288
"779","peccary",1.08,6,0.555555555555556,0.324
"780","agouti",1.2,6,0.555555555555556,0.36
"781","agouti",1.35,6,0.555555555555556,0.405
"782","ocelot",1.53,5,0.444444444444444,0.688500000000001
"783","agouti",2.3,6,2.33333333333333,0.164285714285715
"784","brocket",1.84,6,1.55555555555556,0.197142857142857
"785","mouse",0.35,5,0.444444444444444,0.1575
"786","agouti",0.63,6,2.22222222222222,0.04725
"787","agouti",0.65,6,1.88888888888889,0.0573529411764706
"788","agouti",0.73,6,0.555555555555556,0.219
"789","agouti",0.85,6,1.44444444444444,0.0980769230769234
"790","paca",0.89,5,0.444444444444444,0.4005
"791","ocelot",1.18,5,0.555555555555556,0.4248
"792","paca",1.24,6,1.55555555555556,0.132857142857142
"793","armadillo",1.26,6,1.77777777777778,0.118125
"794","armadillo",2.3,5,0.444444444444444,1.035
"795","opossum",0.61,5,0.555555555555556,0.2196
"796","squirrel",1.2,5,0.777777777777778,0.308571428571428
"797","agouti",0.34,6,1.44444444444444,0.0392307692307694
"798","agouti",1.2,5,0.666666666666667,0.36
"799","agouti",1.61,6,2.22222222222222,0.12075
"800","tamandua",0.64,5,0.666666666666667,0.192
"801","tamandua",1.13,5,0.555555555555556,0.4068
"802","paca",1.69,6,1.44444444444444,0.195000000000001
"803","agouti",1.7,5,0.666666666666667,0.51
"804","rat",0.59,6,1.44444444444444,0.0680769230769233
"805","agouti",0.85,6,2.22222222222222,0.0637500000000001
"806","agouti",1.54,6,1.22222222222222,0.21
"807","agouti",0.94,6,0.555555555555556,0.282
"808","peccary",1.6,6,0.888888888888889,0.3
"809","brocket",0.58,6,1.44444444444444,0.0669230769230771
"810","agouti",0.91,6,2.44444444444444,0.0620454545454547
"811","paca",0.8,6,1.11111111111111,0.12
"812","paca",1.8,6,1.55555555555556,0.192857142857142
"813","tamandua",0.75,6,0.555555555555556,0.225
"814","agouti",0.91,5,0.666666666666667,0.273
"815","squirrel",0.97,6,0.666666666666667,0.2425
"816","ocelot",1.37,6,0.555555555555556,0.411
"817","brocket",2.02,6,0.555555555555556,0.606
"818","paca",0.56,6,1.55555555555556,0.0599999999999998
"819","agouti",0.41,6,1.88888888888889,0.0361764705882353
"820","brocket",0.62,6,1.44444444444444,0.0715384615384618
"821","agouti",2.85,6,1.55555555555556,0.305357142857142
"822","agouti",0.82,6,2.22222222222222,0.0615
"823","rat",0.75,5,0.555555555555556,0.27
"824","agouti",0.56,6,0.777777777777778,0.12
"825","agouti",1.11,6,0.555555555555556,0.333
"826","rat",0.4,7,0.555555555555556,0.102857142857143
"827","agouti",0.6,7,0.777777777777778,0.110204081632653
"828","agouti",0.7,6,0.555555555555556,0.21
"829","rat",1,6,0.555555555555556,0.3
"830","agouti",1,6,0.777777777777778,0.214285714285714
"831","agouti",1.1,7,0.888888888888889,0.176785714285714
"832","agouti",1.1,6,0.555555555555556,0.33
"833","paca",1.1,6,0.666666666666667,0.275
"834","peccary",1.2,7,0.666666666666667,0.257142857142857
"835","agouti",1.4,7,0.777777777777778,0.257142857142857
"836","peccary",1.4,7,0.555555555555556,0.36
"837","agouti",1.5,7,0.888888888888889,0.241071428571429
"838","brocket",1.5,7,0.888888888888889,0.241071428571429
"839","agouti",1.6,7,0.888888888888889,0.257142857142857
"840","peccary",1.6,7,0.777777777777778,0.293877551020408
"841","paca",1.6,6,0.555555555555556,0.48
"842","brocket",1.6,7,0.888888888888889,0.257142857142857
"843","opossum",1.7,7,0.555555555555556,0.437142857142857
"844","peccary",1.7,6,0.777777777777778,0.364285714285714
"845","brocket",1.7,7,0.555555555555556,0.437142857142857
"846","agouti",2,6,0.888888888888889,0.375
"847","brocket",2,7,0.888888888888889,0.321428571428571
"848","peccary",2.1,7,0.555555555555556,0.54
"849","peccary",2.6,7,0.777777777777778,0.477551020408163
"850","agouti",2.6,7,0.666666666666667,0.557142857142857
"851","ocelot",2.9,7,0.888888888888889,0.466071428571429
"852","agouti",2.9,6,0.555555555555556,0.869999999999999
"853","peccary",3.2,6,0.888888888888889,0.6
"854","agouti",1.17,7,0.555555555555556,0.300857142857143
"855","ocelot",0.76,5,0.444444444444444,0.342
"856","brocket",0.58,7,0.777777777777778,0.106530612244898
"857","peccary",2.1,7,1.44444444444444,0.207692307692308
"858","agouti",0.65,7,2.22222222222222,0.0417857142857143
"859","agouti",1.25,7,0.666666666666667,0.267857142857143
"860","ocelot",0.51,6,0.444444444444444,0.19125
"861","agouti",0.93,7,0.555555555555556,0.239142857142857
"862","rat",1.2,7,1.44444444444444,0.118681318681319
"863","agouti",1.5,7,0.777777777777778,0.275510204081633
"864","ocelot",2.2,6,0.555555555555556,0.659999999999999
"865","ocelot",2.55,7,0.555555555555556,0.655714285714285
"866","agouti",1.08,7,0.777777777777778,0.198367346938775
"867","agouti",0.72,7,2.44444444444444,0.0420779220779221
"868","squirrel",0.73,7,0.555555555555556,0.187714285714286
"869","agouti",0.45,7,0.555555555555556,0.115714285714286
"870","agouti",0.68,7,0.666666666666667,0.145714285714286
"871","agouti",0.78,7,2.44444444444444,0.0455844155844157
"872","agouti",0.62,7,0.666666666666667,0.132857142857143
"873","armadillo",1.89,5,0.444444444444444,0.850500000000001
"874","rat",0.43,6,0.555555555555556,0.129
"875","rat",0.38,7,0.444444444444444,0.122142857142857
"876","agouti",0.64,6,0.555555555555556,0.192
"877","agouti",0.3,6,0.444444444444444,0.1125
"878","brocket",0.98,7,0.555555555555556,0.252
"879","agouti",1.19,7,1.66666666666667,0.102
"880","agouti",1.08,6,0.444444444444444,0.405
"881","paca",0.72,6,0.555555555555556,0.216
"882","agouti",1,7,0.666666666666667,0.214285714285714
"883","tamandua",1.1,5,0.444444444444444,0.495000000000001
"884","agouti",1.83,7,2,0.130714285714286
"885","squirrel",1.85,6,0.777777777777778,0.396428571428571
"886","opossum",0.7,6,0.666666666666667,0.175
"887","paca",0.85,7,0.555555555555556,0.218571428571428
"888","brocket",1.75,6,0.777777777777778,0.375
"889","armadillo",0.9,6,0.555555555555556,0.27
"890","agouti",1.3,7,0.666666666666667,0.278571428571428
"891","agouti",0.94,7,0.777777777777778,0.17265306122449
"892","agouti",1.37,7,0.444444444444444,0.440357142857143
"893","mouse",0.25,6,0.555555555555556,0.0749999999999999
"894","agouti",0.43,7,0.666666666666667,0.0921428571428571
"895","rat",0.48,6,0.555555555555556,0.144
"896","agouti",0.5,7,2.11111111111111,0.0338345864661654
"897","agouti",0.85,7,0.555555555555556,0.218571428571428
"898","ocelot",0.9,6,0.666666666666667,0.225
"899","agouti",1.55,6,0.777777777777778,0.332142857142857
"900","peccary",1.95,7,1.44444444444444,0.192857142857143
"901","agouti",3.25,7,1.44444444444444,0.321428571428572
"902","agouti",0.42,6,0.777777777777778,0.09
"903","brocket",1.17,7,0.444444444444444,0.376071428571429
"904","agouti",0.8,7,1.55555555555556,0.0734693877551018
"905","rat",1.32,6,0.444444444444444,0.495000000000001
"906","agouti",3.02,7,1.44444444444444,0.29868131868132
"907","squirrel",0.34,6,0.777777777777778,0.0728571428571428
"908","paca",0.68,6,0.444444444444444,0.255
"909","agouti",1.04,7,1.22222222222222,0.121558441558442
"910","peccary",2,7,0.888888888888889,0.321428571428571
"911","ocelot",0.4,7,0.555555555555556,0.102857142857143
"912","paca",1.15,6,0.555555555555556,0.345
"913","squirrel",0.65,7,0.777777777777778,0.119387755102041
"914","agouti",1.3,6,0.777777777777778,0.278571428571429
"915","agouti",1.5,6,0.777777777777778,0.321428571428571
"916","coati",2.81,6,0.777777777777778,0.602142857142857
"917","agouti",0.57,6,0.555555555555556,0.171
"918","agouti",0.94,7,0.777777777777778,0.17265306122449
"919","paca",0.78,7,0.555555555555556,0.200571428571428
"920","agouti",1.79,7,0.444444444444444,0.575357142857143
"921","agouti",0.58,7,0.555555555555556,0.149142857142857
"922","agouti",0.7,6,0.555555555555556,0.21
"923","squirrel",0.73,7,0.555555555555556,0.187714285714286
"924","paca",1.2,6,0.666666666666667,0.3
"925","agouti",0.6,7,0.444444444444444,0.192857142857143
"926","rat",0.53,7,1.44444444444444,0.0524175824175826
"927","paca",0.5,6,0.555555555555556,0.15
"928","agouti",0.95,7,1.33333333333333,0.101785714285715
"929","agouti",0.63,6,0.555555555555556,0.189
"930","agouti",0.75,6,0.555555555555556,0.225
"931","mouse",0.36,5,0.444444444444444,0.162
"932","agouti",0.65,6,0.666666666666667,0.1625
"933","agouti",0.56,7,0.555555555555556,0.144
"934","agouti",3.8,7,2.55555555555556,0.212422360248447
"935","agouti",0.89,7,0.777777777777778,0.163469387755102
"936","coati",0.72,7,1.55555555555556,0.0661224489795916
"937","paca",1.28,7,1.77777777777778,0.102857142857143
"938","agouti",2.12,6,0.555555555555556,0.635999999999999
"939","agouti",3.22,7,2.44444444444444,0.188181818181819
"940","ocelot",0.84,6,0.666666666666667,0.21
"941","agouti",0.72,7,0.666666666666667,0.154285714285714
"942","agouti",0.5,7,0.555555555555556,0.128571428571428
"943","rat",0.5,8,0.555555555555556,0.1125
"944","rat",0.8,8,0.555555555555556,0.18
"945","agouti",0.8,7,0.555555555555556,0.205714285714286
"946","agouti",0.9,8,0.888888888888889,0.1265625
"947","coati",0.9,7,0.888888888888889,0.144642857142857
"948","coati",0.9,7,0.777777777777778,0.16530612244898
"949","agouti",1.1,7,0.777777777777778,0.202040816326531
"950","coati",1.1,7,0.777777777777778,0.202040816326531
"951","coati",1.1,8,0.888888888888889,0.1546875
"952","brocket",1.2,7,0.777777777777778,0.220408163265306
"953","agouti",1.3,8,0.888888888888889,0.1828125
"954","brocket",1.3,8,0.666666666666667,0.24375
"955","ocelot",1.3,8,0.555555555555556,0.2925
"956","agouti",1.4,8,0.777777777777778,0.225
"957","agouti",1.7,8,0.555555555555556,0.3825
"958","agouti",1.7,8,0.888888888888889,0.2390625
"959","agouti",2,8,0.666666666666667,0.375
"960","peccary",2,8,0.777777777777778,0.321428571428571
"961","brocket",2.3,8,0.777777777777778,0.369642857142857
"962","peccary",2.4,8,0.888888888888889,0.3375
"963","coati",2.5,8,0.777777777777778,0.401785714285714
"964","agouti",2.5,7,0.555555555555556,0.642857142857142
"965","squirrel",2.6,8,0.777777777777778,0.417857142857143
"966","agouti",2.8,8,0.555555555555556,0.629999999999999
"967","coati",3.1,8,0.777777777777778,0.498214285714286
"968","peccary",3.2,7,0.777777777777778,0.587755102040816
"969","coati",4,7,0.777777777777778,0.73469387755102
"970","agouti",1.26,8,0.444444444444444,0.354375
"971","ocelot",0.88,7,0.555555555555556,0.226285714285714
"972","peccary",3.15,8,0.555555555555556,0.708749999999999
"973","agouti",1.66,8,2.33333333333333,0.0889285714285716
"974","agouti",0.5,8,1.66666666666667,0.0374999999999999
"975","agouti",0.89,7,0.555555555555556,0.228857142857143
"976","agouti",0.43,7,0.555555555555556,0.110571428571428
"977","agouti",1.21,8,0.777777777777778,0.194464285714286
"978","agouti",1.35,8,0.666666666666667,0.253125
"979","paca",0.5,8,0.444444444444444,0.140625
"980","agouti",1.51,8,0.666666666666667,0.283125
"981","agouti",2.15,8,2.22222222222222,0.1209375
"982","squirrel",3.5,8,0.777777777777778,0.5625
"983","mouse",0.55,8,0.555555555555556,0.12375
"984","agouti",1.07,7,0.555555555555556,0.275142857142857
"985","paca",1.15,8,0.666666666666667,0.215625
"986","agouti",1.58,8,0.777777777777778,0.253928571428571
"987","peccary",1.34,8,1.55555555555556,0.107678571428571
"988","agouti",1.39,8,1.44444444444444,0.120288461538462
"989","rat",1.52,8,1.33333333333333,0.1425
"990","opossum",0.38,7,0.555555555555556,0.0977142857142856
"991","paca",1.8,8,0.666666666666667,0.3375
"992","opossum",2.21,8,0.555555555555556,0.49725
"993","peccary",0.3,8,0.444444444444444,0.0843750000000001
"994","agouti",0.63,8,0.555555555555556,0.14175
"995","mouse",0.31,8,0.444444444444444,0.0871875000000001
"996","rat",0.32,8,1.22222222222222,0.0327272727272728
"997","rat",0.3,8,0.555555555555556,0.0674999999999999
"998","agouti",0.56,7,0.777777777777778,0.102857142857143
"999","agouti",0.57,8,0.555555555555556,0.12825
"1000","coati",0.6,7,0.777777777777778,0.110204081632653
"1001","agouti",0.83,8,0.555555555555556,0.18675
"1002","brocket",1,8,0.888888888888889,0.140625
"1003","paca",1.71,7,0.555555555555556,0.439714285714285
"1004","brocket",2.2,8,2.22222222222222,0.12375
"1005","brocket",2.3,8,0.777777777777778,0.369642857142857
"1006","agouti",1.38,8,0.444444444444444,0.388125
"1007","squirrel",0.48,8,1.33333333333333,0.0450000000000001
"1008","agouti",0.88,7,0.555555555555556,0.226285714285714
"1009","agouti",5,7,0.777777777777778,0.918367346938775
"1010","agouti",1.4,8,0.777777777777778,0.225
"1011","rat",1.4,7,0.555555555555556,0.36
"1012","paca",0.98,8,0.555555555555556,0.2205
"1013","mouse",0.43,8,1.66666666666667,0.0322499999999999
"1014","peccary",1.22,8,1.22222222222222,0.124772727272727
"1015","paca",0.6,6,0.555555555555556,0.18
"1016","paca",0.97,8,1.33333333333333,0.0909375000000002
"1017","agouti",1.38,8,0.777777777777778,0.221785714285714
"1018","ocelot",3.56,8,1.55555555555556,0.286071428571428
"1019","paca",0.75,8,0.555555555555556,0.16875
"1020","paca",1.5,7,0.555555555555556,0.385714285714285
"1021","tamandua",3.5,8,1.66666666666667,0.262499999999999
"1022","paca",1.1,6,0.555555555555556,0.33
"1023","agouti",0.49,8,0.555555555555556,0.11025
"1024","rat",0.8,8,1,0.1
"1025","mouse",0.89,8,1.44444444444444,0.077019230769231
"1026","peccary",1.33,7,0.777777777777778,0.244285714285714
"1027","paca",1.72,8,1.66666666666667,0.129
"1028","peccary",0.73,8,1.55555555555556,0.0586607142857141
"1029","ocelot",0.82,8,0.555555555555556,0.1845
