"","species","speed"
"640","agouti",0.144
"641","agouti",0.212422360248447
"642","agouti",0.163469387755102
"643","coati",0.0661224489795916
"644","agouti",0.635999999999999
"645","agouti",0.188181818181819
"646","agouti",0.154285714285714
"647","agouti",0.128571428571428
"648","rat",0.1125
"649","rat",0.18
"650","agouti",0.205714285714286
"651","agouti",0.1265625
"652","coati",0.144642857142857
"653","coati",0.16530612244898
"654","agouti",0.202040816326531
"655","coati",0.202040816326531
"656","coati",0.1546875
"657","agouti",0.1828125
"658","agouti",0.225
"659","agouti",0.3825
"660","agouti",0.2390625
"661","agouti",0.375
"662","coati",0.401785714285714
"663","agouti",0.642857142857142
"664","squirrel",0.417857142857143
"665","agouti",0.629999999999999
"666","coati",0.498214285714286
"667","coati",0.73469387755102
"668","agouti",0.354375
"669","agouti",0.0889285714285716
"670","agouti",0.0374999999999999
"671","agouti",0.228857142857143
"672","agouti",0.110571428571428
"673","agouti",0.194464285714286
"674","agouti",0.253125
"675","agouti",0.283125
"676","agouti",0.1209375
"677","squirrel",0.5625
"678","mouse",0.12375
"679","agouti",0.275142857142857
"680","agouti",0.253928571428571
"681","agouti",0.120288461538462
"682","rat",0.1425
"683","agouti",0.14175
"684","mouse",0.0871875000000001
"685","rat",0.0327272727272728
"686","rat",0.0674999999999999
"687","agouti",0.102857142857143
"688","agouti",0.12825
"689","coati",0.110204081632653
"690","agouti",0.18675
"691","agouti",0.388125
"692","squirrel",0.0450000000000001
"693","agouti",0.226285714285714
"694","agouti",0.918367346938775
"695","agouti",0.225
"696","rat",0.36
"697","mouse",0.0322499999999999
"698","agouti",0.221785714285714
"699","agouti",0.11025
"700","rat",0.1
"701","mouse",0.077019230769231
"702","agouti",0.124897959183673
"703","agouti",0.208928571428571
"704","rat",0.0925961538461541
"705","agouti",0.124285714285714
"706","agouti",0.0761538461538464
"707","agouti",0.121875
"708","agouti",0.17775
"709","coati",0.02
"710","rat",0.02
"711","agouti",0.0285714285714286
"712","rat",0.0599999999999999
"713","coati",0.0428571428571428
"714","squirrel",0.0428571428571428
"715","agouti",0.0599999999999999
"716","rat",0.0799999999999999
"717","agouti",0.05
"718","agouti",0.0799999999999999
"719","agouti",0.0799999999999999
"720","coati",0.05
"721","agouti",0.0999999999999999
"722","agouti",0.0625
"723","rat",0.0999999999999999
"724","agouti",0.0999999999999999
"725","agouti",0.0999999999999999
"726","rat",0.0999999999999999
"727","agouti",0.0999999999999999
"728","agouti",0.075
"729","agouti",0.12
"730","squirrel",0.0857142857142857
"731","agouti",0.1
"732","coati",0.0857142857142857
"733","agouti",0.12
"734","coati",0.0857142857142857
"735","agouti",0.12
"736","agouti",0.12
"737","agouti",0.075
"738","agouti",0.116666666666667
"739","agouti",0.1
"740","coati",0.0875
"741","agouti",0.0875
"742","agouti",0.114285714285714
"743","rat",0.16
"744","agouti",0.114285714285714
"745","agouti",0.133333333333333
"746","agouti",0.16
"747","agouti",0.1
"748","agouti",0.133333333333333
"749","coati",0.1
"750","agouti",0.15
"751","coati",0.128571428571429
"752","agouti",0.128571428571429
"753","agouti",0.18
"754","agouti",0.18
"755","agouti",0.1125
"756","agouti",0.1125
"757","agouti",0.128571428571429
"758","agouti",0.1125
"759","agouti",0.142857142857143
"760","coati",0.2
"761","agouti",0.125
"762","agouti",0.2
"763","agouti",0.157142857142857
"764","agouti",0.157142857142857
"765","agouti",0.15
"766","agouti",0.15
"767","agouti",0.24
"768","squirrel",0.15
"769","coati",0.171428571428571
"770","rat",0.24
"771","agouti",0.171428571428571
"772","agouti",0.26
"773","agouti",0.185714285714286
"774","agouti",0.185714285714286
"775","agouti",0.1625
"776","agouti",0.26
"777","agouti",0.28
"778","agouti",0.175
"779","agouti",0.175
"780","agouti",0.233333333333333
"781","agouti",0.3
"782","agouti",0.214285714285714
"783","agouti",0.3
"784","coati",0.214285714285714
"785","coati",0.32
"786","squirrel",0.32
"787","agouti",0.228571428571429
"788","coati",0.228571428571429
"789","agouti",0.32
"790","agouti",0.242857142857143
"791","agouti",0.34
"792","agouti",0.242857142857143
"793","coati",0.242857142857143
"794","agouti",0.225
"795","agouti",0.225
"796","agouti",0.36
"797","squirrel",0.257142857142857
"798","agouti",0.36
"799","agouti",0.36
"800","agouti",0.257142857142857
"801","agouti",0.36
"802","agouti",0.36
"803","agouti",0.2375
"804","coati",0.38
"805","coati",0.4
"806","coati",0.285714285714286
"807","coati",0.285714285714286
"808","squirrel",0.285714285714286
"809","agouti",0.42
"810","agouti",0.233333333333333
"811","agouti",0.2625
"812","agouti",0.275
"813","coati",0.275
"814","agouti",0.550000000000001
"815","agouti",0.46
"816","agouti",0.383333333333333
"817","agouti",0.342857142857143
"818","agouti",0.416666666666666
"819","coati",0.357142857142857
"820","coati",0.357142857142857
"821","agouti",0.325
"822","agouti",0.385714285714286
"823","agouti",0.4
"824","coati",0.428571428571428
"825","coati",0.659999999999999
"826","coati",0.528571428571428
"827","agouti",0.226
"828","agouti",0.0499999999999999
"829","rat",0.4275
"830","agouti",0.246
"831","agouti",0.1
"832","rat",0.05
"833","rat",0.235
"834","agouti",0.136
"835","agouti",0.331875
"836","agouti",0.892500000000001
"837","agouti",0.23
"838","rat",0.112142857142857
"839","mouse",0.0579999999999999
"840","agouti",0.146666666666667
"841","agouti",0.526666666666667
"842","agouti",0.0184615384615385
"843","agouti",0.0859999999999999
"844","agouti",0.23
"845","agouti",0.024
"846","agouti",0.13
"847","agouti",0.221666666666667
"848","rat",0.224
"849","agouti",0.35325
"850","agouti",0.046
"851","agouti",0.134
"852","agouti",0.13
"853","coati",0.282
"854","agouti",0.373333333333333
"855","agouti",0.156666666666667
"856","agouti",0.1546875
"857","agouti",0.142
"858","agouti",0.0733333333333335
"859","agouti",0.05
"860","agouti",0.34
"861","agouti",0.202
"862","agouti",0.228333333333333
"863","agouti",0.112
"864","agouti",0.133333333333333
"865","agouti",0.52
"866","coati",0.4
"867","agouti",0.0385714285714285
"868","mouse",0.0266666666666666
"869","coati",0.1
"870","agouti",0.145714285714286
"871","agouti",0.2
"872","rat",0.036923076923077
"873","agouti",0.0966666666666666
"874","agouti",0.32
"875","agouti",0.36
"876","rat",0.0599999999999999
"877","squirrel",0.146
"878","agouti",0.151428571428571
"879","agouti",0.185714285714286
"880","agouti",0.26
"881","agouti",0.069375
"882","agouti",0.2
"883","rat",0.0900000000000001
"884","agouti",0.116
"885","agouti",0.1
"886","agouti",0.121666666666667
"887","rat",0.2109375
"888","agouti",0.19
"889","rat",0.0599999999999999
"890","agouti",0.0699999999999999
"891","rat",0.0975000000000001
"892","agouti",0.0246153846153846
"893","agouti",0.128
"894","mouse",0.22
"895","agouti",0.2
"896","rat",0.126923076923077
"897","agouti",0.0614285714285714
"898","rat",0.0833333333333333
"899","rat",0.14
"900","agouti",0.388125
"901","agouti",0.32
"902","agouti",0.428571428571428
"903","rat",0.0599999999999999
"904","rat",0.0959999999999999
"905","agouti",0.134
"906","rat",0.188
"907","agouti",0.211428571428571
"908","mouse",0.0799999999999999
"909","mouse",0.0899999999999999
"910","agouti",0.246
"911","agouti",0.2
"912","agouti",0.237142857142857
"913","agouti",0.455
"914","agouti",0.375
"915","agouti",0.05
"916","mouse",0.11
"917","squirrel",0.116
"918","agouti",0.0561538461538463
"919","agouti",0.0720000000000001
"920","agouti",0.36
"921","agouti",0.11
"922","agouti",0.025
"923","agouti",0.0850000000000001
"924","agouti",0.0211111111111111
"925","agouti",0.0330769230769232
"926","rat",0.1075
"927","agouti",0.0272222222222222
"928","agouti",0.0625
"929","agouti",0.0949999999999999
"930","rat",0.12
"931","agouti",0.122
"932","mouse",0.155
"933","rat",0.14
"934","agouti",0.144
"935","agouti",0.166
"936","rat",0.18
"937","agouti",0.0692307692307695
"938","agouti",0.0723076923076925
"939","agouti",0.204
"940","agouti",0.2625
"941","agouti",0.0629411764705882
"942","agouti",0.0792857142857141
"943","agouti",0.24
"944","coati",0.242857142857143
"945","agouti",0.2625
"946","agouti",0.357142857142857
"947","mouse",0.019375
"948","mouse",0.1375
"949","agouti",0.14
"950","agouti",0.0941666666666669
"951","agouti",1.0153125
"952","agouti",0.0859999999999999
"953","agouti",0.135
"954","agouti",0.1225
"955","agouti",0.0658823529411764
"956","agouti",0.0583333333333333
"957","agouti",0.152
"958","agouti",0.254
"959","agouti",0.284464285714286
"960","rat",0.679999999999999
"961","rat",0.0599999999999999
"962","rat",0.0879999999999999
"963","rat",0.0790000000000001
"964","coati",0.283333333333333
"965","agouti",0.075
"966","mouse",0.16
"967","agouti",0.166
"968","agouti",0.224
"969","agouti",0.05
"970","mouse",0.0639999999999999
"971","rat",0.125
"972","rat",0.0166666666666667
"973","agouti",0.05
"974","agouti",0.0661538461538464
"975","agouti",0.142857142857143
"976","agouti",0.184
"977","agouti",0.37125
"978","rat",0.142
"979","agouti",0.1125
"980","agouti",0.188
"981","agouti",0.2
"982","agouti",0.2
"983","agouti",0.0566666666666666
"984","rat",0.0799999999999999
"985","rat",0.1546875
"986","agouti",0.225
"987","agouti",0.0668181818181819
"988","agouti",0.05
"989","agouti",0.112
"990","agouti",0.187142857142857
"991","squirrel",0.28
"992","agouti",0.2875
"993","agouti",0.0376470588235294
"994","agouti",0.16
"995","agouti",0.24
"996","agouti",0.04
"997","rat",0.174
"998","agouti",0.1375
"999","coati",0.215
"1000","agouti",0.025
"1001","mouse",0.1075
"1002","mouse",0.16
"1003","mouse",0.16
"1004","agouti",0.245
"1005","agouti",0.225
"1006","agouti",0.10375
"1007","agouti",0.246666666666667
"1008","agouti",0.0770000000000001
"1009","agouti",0.108333333333333
"1010","agouti",0.194285714285714
"1011","mouse",0.1625
"1012","coati",0.113157894736842
"1013","agouti",0.0181818181818182
"1014","agouti",0.15
"1015","agouti",0.188
"1016","agouti",0.0866666666666666
"1017","rat",0.128
"1018","agouti",0.45
