"","wedge","Mb","iter","aMRS","amMOS","amMOS_sz","apMOS","apMOS_sz","hmean_m","hmean_m_sz","hmean_p","hmean_p_sz","lnorm_m","lnorm_m_sz","lnorm_p","lnorm_p_sz","gamma_m","gamma_m_sz","gamma_p","gamma_p_sz","weibull_m","weibull_m_sz","weibull_p","weibull_p_sz","n_zeros","n_singles","singles_v_mean","zeros_v_mean","n_points","n_detected"
"1","bottom",1,1,0.196016974652999,0.336618743645252,0.397533262424075,0.188784101456392,0.252695896733729,0.190826118406394,0.182364078932289,0.101517028654092,0.115064367347858,0.186607395577097,0.178984932563207,0.0998294466992006,0.111062143792615,0.152382967607678,0.111367590180665,0.0772978126749127,0.0605007623379473,0.144919256602448,0.127570118866941,0.0750117889834806,0.0743579974949179,92.3621164765044,18.4669998911988,0.718702713334566,0.362067431157095,980,565
"2","bottom",1,2,0.196106627500076,0.339074945120119,0.359659816986611,0.191829016286036,0.235903204395132,0.193758604815704,0.188425330099706,0.102409642802456,0.115181526470867,0.194215513982213,0.188150428828175,0.103575609167036,0.115430382235035,0.164676531888871,0.148460556866499,0.0864689659069101,0.0844681132725426,0.154385260459723,0.145872174869128,0.0844167850705273,0.0871731208445771,96.505099049768,18.5138915224525,0.69241735326992,0.304554666731731,982,631
"3","bottom",1,3,0.194868349436039,0.34250245300644,0.390081321116848,0.186960107714443,0.236529676079364,0.194555966233223,0.177563519969418,0.0937991497677048,0.103970897559203,0.190325742326106,0.180822652767258,0.0921238436776146,0.101283823343683,0.157943396802721,0.124931013215992,0.0653148269557036,0.0541184514242914,0.151568708705539,0.136110328213218,0.0670119429570374,0.0689326391223898,76.1278184968032,15.2684813228672,0.776115252709213,0.353827081055515,1017,645
"4","bottom",1,4,0.196399468345513,0.375304328292704,0.438892521210676,0.183959843135537,0.25145851230751,0.215374106043324,0.215648320727112,0.0887644495689983,0.1031783260767,0.214253928253548,0.215027222403464,0.0907204071833827,0.103787530623281,0.183669157915052,0.1516413490735,0.0686418279789519,0.0516110644582339,0.174922071531723,0.156102156647535,0.0703212811990797,0.0706958362277387,102.656139096791,16.2567183964451,1.01942712939213,0.374285083043717,1003,670
"5","bottom",1,5,0.195237789837324,0.354527201096858,0.381932964152141,0.178425944094724,0.2325987976387,0.199973067323793,0.207750571181502,0.0891350348314713,0.104220401540037,0.19416675401943,0.203833229199122,0.0913991239533766,0.105799628512393,0.154203882934932,0.161264112814906,0.072414242094752,0.0694648283927255,0.146344454071799,0.156289381051253,0.072234331755147,0.0776106379851762,94.2339761517083,20.9125553505081,0.72074720796051,0.321796729863636,989,618
"6","bottom",5,1,0.269926061750356,0.393399496806178,0.457055410786348,0.208849948087543,0.291564572094055,0.21058178314208,0.233852847786954,0.10576556764494,0.127658238692337,0.207871573672791,0.233393661361423,0.105925738307842,0.126673843934909,0.168043347165336,0.184642744276822,0.0817167599278087,0.0763222333616364,0.166372608435186,0.186195712654776,0.0820869213964925,0.0914900579872486,127.260807563562,32.0595075469324,0.775681724055113,0.423093897749738,1017,677
"7","bottom",5,2,0.266890319096535,0.410815571257978,0.478226596393641,0.235999635320584,0.322079095083232,0.22329588089931,0.245560672922672,0.12252591332444,0.147002752354771,0.22214286275668,0.246014206915237,0.126658297184262,0.149874280428901,0.177226418631138,0.191443426490336,0.104841572287494,0.101855341681198,0.169009518158369,0.190071400426037,0.101143855474833,0.110516109837299,137.864684834975,29.6970753834423,0.743092696858087,0.461889543181824,975,659
"8","bottom",5,3,0.269424514158269,0.406752096419427,0.499737349576178,0.219236213989902,0.315043941384048,0.214971738430858,0.238681714909344,0.112236083046539,0.13486507183226,0.210991432282777,0.236397702919398,0.109584852735791,0.130044848878696,0.166856070726871,0.163600449212002,0.079234670278381,0.0623356061588368,0.166924186487726,0.175029634532397,0.0803759210217421,0.0869932834098966,144.963364236676,44.7384748316335,1.02080720187973,0.396948357794197,1117,741
"9","bottom",5,4,0.267662300838216,0.401797556790668,0.539302344764645,0.215908136483677,0.318698595218056,0.214632148001299,0.270549367935406,0.10534464906273,0.12767470213438,0.209472673090876,0.267602479574459,0.105520579343095,0.125944440762296,0.1586482805791,0.198106656756162,0.0769929117698685,0.0562667359558238,0.155305075444709,0.202427465121169,0.0795558859294088,0.0855164915719251,137.453715951639,33.4737507899311,1.06180011225932,0.497430529064943,1291,830
"10","bottom",5,5,0.268302596068205,0.419762641302319,0.56753003978491,0.234852352231199,0.356575255346072,0.26269963413091,0.298159631480495,0.128487863267799,0.157363441613049,0.26022819921481,0.288538049393848,0.127098549186749,0.152104753023554,0.232230402704207,0.209919559133124,0.103167257043969,0.078318990335233,0.213074300738412,0.209792911076093,0.0994622247905285,0.101809340591756,127.908343953634,37.7085247040183,1.20199847515503,0.469697871125949,1101,681
