"species" "distance" "intervals" "avgduration"
"614" "coati" 2.3 5 0.888888888888889
"615" "paca" 2.3 4 0.666666666666667
"616" "agouti" 2.6 4 0.555555555555556
"617" "agouti" 2.7 5 0.777777777777778
"618" "peccary" 0.24 5 1.66666666666667
"619" "paca" 1.15 4 0.555555555555556
"620" "peccary" 0.85 4 0.666666666666667
"621" "agouti" 0.84 4 0.444444444444444
"622" "brocket" 0.65 5 1.77777777777778
"623" "agouti" 1.04 5 0.666666666666667
"624" "tamandua" 3.6 5 2.44444444444444
"625" "agouti" 1.05 5 0.777777777777778
"626" "brocket" 1.37 5 1.33333333333333
"627" "paca" 0.54 4 0.555555555555556
"628" "agouti" 2.25 5 0.555555555555556
"629" "peccary" 1.2 5 0.777777777777778
"630" "paca" 0.89 5 1.44444444444444
"631" "agouti" 0.56 5 1.77777777777778
"632" "agouti" 0.72 4 0.444444444444444
"633" "agouti" 0.5 4 0.666666666666667
"634" "paca" 0.65 5 0.555555555555556
"635" "agouti" 0.85 4 0.666666666666667
"636" "peccary" 1.27 5 2.11111111111111
"637" "agouti" 1.34 4 0.444444444444444
"638" "armadillo" 1.4 5 0.444444444444444
"639" "rat" 0.41 3 0.444444444444444
"640" "agouti" 0.41 5 2.11111111111111
"641" "agouti" 0.54 4 0.666666666666667
"642" "peccary" 0.6 5 0.555555555555556
"643" "agouti" 2.17 4 0.777777777777778
"644" "opossum" 0.58 5 0.555555555555556
"645" "agouti" 1.5 4 0.777777777777778
"646" "agouti" 0.78 5 2.22222222222222
"647" "agouti" 0.91 5 0.777777777777778
"648" "agouti" 0.44 4 0.555555555555556
"649" "agouti" 0.73 5 0.777777777777778
"650" "paca" 0.72 5 0.555555555555556
"651" "paca" 0.9 4 0.555555555555556
"652" "paca" 1.32 4 0.444444444444444
"653" "agouti" 0.47 5 0.555555555555556
"654" "agouti" 0.63 5 1.66666666666667
"655" "squirrel" 0.7 4 0.777777777777778
"656" "armadillo" 0.84 3 0.444444444444444
"657" "paca" 0.9 5 0.555555555555556
"658" "agouti" 0.38 4 0.555555555555556
"659" "armadillo" 0.8 5 0.444444444444444
"660" "agouti" 0.4 5 1.33333333333333
"661" "squirrel" 0.42 5 1.22222222222222
"662" "squirrel" 0.42 5 1.22222222222222
"663" "mouse" 0.65 5 0.444444444444444
"664" "paca" 0.65 5 0.666666666666667
"665" "squirrel" 0.74 5 2.33333333333333
"666" "squirrel" 0.95 5 0.777777777777778
"667" "agouti" 1.21 5 2.22222222222222
"668" "opossum" 2.5 4 0.555555555555556
"669" "agouti" 0.51 4 0.444444444444444
"670" "agouti" 1.64 5 2.22222222222222
"671" "agouti" 2.3 5 1.44444444444444
"672" "paca" 0.64 4 0.555555555555556
"673" "coati" 1.28 5 1.44444444444444
"674" "rat" 0.48 3 0.444444444444444
"675" "agouti" 0.74 5 1.44444444444444
"676" "brocket" 0.76 5 2.33333333333333
"677" "agouti" 0.82 5 2.33333333333333
"678" "agouti" 1.7 5 1.22222222222222
"679" "armadillo" 1.3 5 1.66666666666667
"680" "agouti" 0.51 5 1.66666666666667
"681" "paca" 0.72 4 0.444444444444444
"682" "ocelot" 2 5 0.777777777777778
"683" "agouti" 2.5 4 0.666666666666667
"684" "coati" 0.67 5 0.666666666666667
"685" "agouti" 0.76 5 1
"686" "agouti" 1.15 5 0.666666666666667
"687" "mouse" 2.9 5 1.66666666666667
"688" "tamandua" 0.58 4 0.666666666666667
"689" "rat" 0.75 5 0.555555555555556
"690" "squirrel" 1 5 0.666666666666667
"691" "squirrel" 0.69 5 2.22222222222222
"692" "agouti" 0.85 5 0.777777777777778
"693" "mouse" 0.29 5 1.22222222222222
"694" "ocelot" 1.07 5 1.66666666666667
"695" "opossum" 1.1 4 0.444444444444444
"696" "agouti" 3.1 4 0.666666666666667
"697" "agouti" 0.9 4 0.777777777777778
"698" "agouti" 1.13 4 0.777777777777778
"699" "agouti" 0.71 5 0.555555555555556
"700" "agouti" 1.4 5 0.777777777777778
"701" "agouti" 3.87 5 1.55555555555556
"702" "agouti" 0.79 5 0.777777777777778
"703" "agouti" 0.8 4 0.666666666666667
"704" "brocket" 1.6 5 2.55555555555556
"705" "peccary" 2.51 5 1.77777777777778
"706" "armadillo" 2.89 5 0.555555555555556
"707" "rat" 0.65 4 0.444444444444444
"708" "agouti" 0.84 5 2.22222222222222
"709" "agouti" 0.55 5 1.55555555555556
"710" "peccary" 1.48 5 0.777777777777778
"711" "agouti" 0.48 4 0.555555555555556
"712" "paca" 0.4 5 0.555555555555556
"713" "rat" 0.6 5 0.555555555555556
"714" "agouti" 0.9 5 0.888888888888889
"715" "tamandua" 0.9 5 0.555555555555556
"716" "agouti" 1 6 0.777777777777778
"717" "agouti" 1 6 0.777777777777778
"718" "agouti" 1 6 0.777777777777778
"719" "rat" 1.1 6 0.666666666666667
"720" "agouti" 1.1 6 0.777777777777778
"721" "coati" 1.2 6 0.888888888888889
"722" "tamandua" 1.2 6 0.777777777777778
"723" "agouti" 1.3 6 0.777777777777778
"724" "rat" 1.3 5 0.555555555555556
"725" "agouti" 1.5 6 0.777777777777778
"726" "coati" 1.6 5 0.888888888888889
"727" "paca" 1.6 6 0.555555555555556
"728" "agouti" 1.7 6 0.777777777777778
"729" "coati" 1.7 6 0.777777777777778
"730" "peccary" 1.8 6 0.888888888888889
"731" "agouti" 1.8 6 0.777777777777778
"732" "brocket" 1.9 6 0.777777777777778
"733" "agouti" 2.2 5 0.888888888888889
"734" "coati" 2.3 5 0.777777777777778
"735" "agouti" 2.8 6 0.777777777777778
"736" "coati" 3.1 6 0.777777777777778
"737" "agouti" 3.6 6 0.777777777777778
"738" "agouti" 0.56 6 0.666666666666667
"739" "paca" 0.85 6 0.555555555555556
"740" "ocelot" 0.88 5 0.555555555555556
"741" "agouti" 2.28 6 0.666666666666667
"742" "rat" 1.1 6 0.555555555555556
"743" "agouti" 2.18 6 0.555555555555556
"744" "agouti" 0.88 6 2.11111111111111
"745" "agouti" 2.8 5 0.666666666666667
"746" "paca" 0.51 6 1.44444444444444
"747" "paca" 0.64 6 0.555555555555556
"748" "brocket" 1.6 6 2.55555555555556
"749" "agouti" 0.65 6 0.555555555555556
"750" "agouti" 1.22 5 0.777777777777778
"751" "agouti" 0.73 6 0.555555555555556
"752" "rat" 0.75 5 0.555555555555556
"753" "rat" 0.53 6 0.555555555555556
"754" "rat" 0.56 6 1.44444444444444
"755" "agouti" 0.64 6 0.555555555555556
"756" "ocelot" 1.6 5 0.666666666666667
"757" "coati" 0.7 6 0.666666666666667
"758" "agouti" 1.13 6 0.666666666666667
"759" "agouti" 0.5 5 0.555555555555556
"760" "agouti" 1.08 6 0.555555555555556
"761" "brocket" 0.61 6 0.888888888888889
"762" "agouti" 0.83 5 0.555555555555556
"763" "agouti" 0.95 5 0.777777777777778
"764" "peccary" 1 4 0.555555555555556
"765" "agouti" 2.2 6 0.777777777777778
"766" "coati" 0.56 5 0.666666666666667
"767" "agouti" 0.57 5 0.555555555555556
"768" "agouti" 1.2 5 0.444444444444444
"769" "opossum" 0.6 6 0.555555555555556
"770" "opossum" 0.76 5 0.555555555555556
"771" "agouti" 2.58 5 0.555555555555556
"772" "agouti" 0.4 6 0.777777777777778
"773" "agouti" 0.5 5 0.666666666666667
"774" "armadillo" 0.73 6 1.66666666666667
"775" "armadillo" 1.9 5 0.555555555555556
"776" "agouti" 0.95 6 1.22222222222222
"777" "paca" 1.1 6 0.555555555555556
"778" "agouti" 0.8 5 0.555555555555556
"779" "peccary" 1.08 6 0.555555555555556
"780" "agouti" 1.2 6 0.555555555555556
"781" "agouti" 1.35 6 0.555555555555556
"782" "ocelot" 1.53 5 0.444444444444444
"783" "agouti" 2.3 6 2.33333333333333
"784" "brocket" 1.84 6 1.55555555555556
"785" "mouse" 0.35 5 0.444444444444444
"786" "agouti" 0.63 6 2.22222222222222
"787" "agouti" 0.65 6 1.88888888888889
"788" "agouti" 0.73 6 0.555555555555556
"789" "agouti" 0.85 6 1.44444444444444
"790" "paca" 0.89 5 0.444444444444444
"791" "ocelot" 1.18 5 0.555555555555556
"792" "paca" 1.24 6 1.55555555555556
"793" "armadillo" 1.26 6 1.77777777777778
"794" "armadillo" 2.3 5 0.444444444444444
"795" "opossum" 0.61 5 0.555555555555556
"796" "squirrel" 1.2 5 0.777777777777778
"797" "agouti" 0.34 6 1.44444444444444
"798" "agouti" 1.2 5 0.666666666666667
"799" "agouti" 1.61 6 2.22222222222222
"800" "tamandua" 0.64 5 0.666666666666667
"801" "tamandua" 1.13 5 0.555555555555556
"802" "paca" 1.69 6 1.44444444444444
"803" "agouti" 1.7 5 0.666666666666667
"804" "rat" 0.59 6 1.44444444444444
"805" "agouti" 0.85 6 2.22222222222222
"806" "agouti" 1.54 6 1.22222222222222
"807" "agouti" 0.94 6 0.555555555555556
"808" "peccary" 1.6 6 0.888888888888889
"809" "brocket" 0.58 6 1.44444444444444
"810" "agouti" 0.91 6 2.44444444444444
"811" "paca" 0.8 6 1.11111111111111
"812" "paca" 1.8 6 1.55555555555556
"813" "tamandua" 0.75 6 0.555555555555556
"814" "agouti" 0.91 5 0.666666666666667
"815" "squirrel" 0.97 6 0.666666666666667
"816" "ocelot" 1.37 6 0.555555555555556
"817" "brocket" 2.02 6 0.555555555555556
"818" "paca" 0.56 6 1.55555555555556
"819" "agouti" 0.41 6 1.88888888888889
"820" "brocket" 0.62 6 1.44444444444444
"821" "agouti" 2.85 6 1.55555555555556
"822" "agouti" 0.82 6 2.22222222222222
"823" "rat" 0.75 5 0.555555555555556
"824" "agouti" 0.56 6 0.777777777777778
"825" "agouti" 1.11 6 0.555555555555556
"826" "rat" 0.4 7 0.555555555555556
"827" "agouti" 0.6 7 0.777777777777778
"828" "agouti" 0.7 6 0.555555555555556
"829" "rat" 1 6 0.555555555555556
"830" "agouti" 1 6 0.777777777777778
"831" "agouti" 1.1 7 0.888888888888889
"832" "agouti" 1.1 6 0.555555555555556
"833" "paca" 1.1 6 0.666666666666667
"834" "peccary" 1.2 7 0.666666666666667
"835" "agouti" 1.4 7 0.777777777777778
"836" "peccary" 1.4 7 0.555555555555556
"837" "agouti" 1.5 7 0.888888888888889
"838" "brocket" 1.5 7 0.888888888888889
"839" "agouti" 1.6 7 0.888888888888889
"840" "peccary" 1.6 7 0.777777777777778
"841" "paca" 1.6 6 0.555555555555556
"842" "brocket" 1.6 7 0.888888888888889
"843" "opossum" 1.7 7 0.555555555555556
"844" "peccary" 1.7 6 0.777777777777778
"845" "brocket" 1.7 7 0.555555555555556
"846" "agouti" 2 6 0.888888888888889
"847" "brocket" 2 7 0.888888888888889
"848" "peccary" 2.1 7 0.555555555555556
"849" "peccary" 2.6 7 0.777777777777778
"850" "agouti" 2.6 7 0.666666666666667
"851" "ocelot" 2.9 7 0.888888888888889
"852" "agouti" 2.9 6 0.555555555555556
"853" "peccary" 3.2 6 0.888888888888889
"854" "agouti" 1.17 7 0.555555555555556
"855" "ocelot" 0.76 5 0.444444444444444
"856" "brocket" 0.58 7 0.777777777777778
"857" "peccary" 2.1 7 1.44444444444444
"858" "agouti" 0.65 7 2.22222222222222
"859" "agouti" 1.25 7 0.666666666666667
"860" "ocelot" 0.51 6 0.444444444444444
"861" "agouti" 0.93 7 0.555555555555556
"862" "rat" 1.2 7 1.44444444444444
"863" "agouti" 1.5 7 0.777777777777778
"864" "ocelot" 2.2 6 0.555555555555556
"865" "ocelot" 2.55 7 0.555555555555556
"866" "agouti" 1.08 7 0.777777777777778
"867" "agouti" 0.72 7 2.44444444444444
"868" "squirrel" 0.73 7 0.555555555555556
"869" "agouti" 0.45 7 0.555555555555556
"870" "agouti" 0.68 7 0.666666666666667
"871" "agouti" 0.78 7 2.44444444444444
"872" "agouti" 0.62 7 0.666666666666667
"873" "armadillo" 1.89 5 0.444444444444444
"874" "rat" 0.43 6 0.555555555555556
"875" "rat" 0.38 7 0.444444444444444
"876" "agouti" 0.64 6 0.555555555555556
"877" "agouti" 0.3 6 0.444444444444444
"878" "brocket" 0.98 7 0.555555555555556
"879" "agouti" 1.19 7 1.66666666666667
"880" "agouti" 1.08 6 0.444444444444444
"881" "paca" 0.72 6 0.555555555555556
"882" "agouti" 1 7 0.666666666666667
"883" "tamandua" 1.1 5 0.444444444444444
"884" "agouti" 1.83 7 2
"885" "squirrel" 1.85 6 0.777777777777778
"886" "opossum" 0.7 6 0.666666666666667
"887" "paca" 0.85 7 0.555555555555556
"888" "brocket" 1.75 6 0.777777777777778
"889" "armadillo" 0.9 6 0.555555555555556
"890" "agouti" 1.3 7 0.666666666666667
"891" "agouti" 0.94 7 0.777777777777778
"892" "agouti" 1.37 7 0.444444444444444
"893" "mouse" 0.25 6 0.555555555555556
"894" "agouti" 0.43 7 0.666666666666667
"895" "rat" 0.48 6 0.555555555555556
"896" "agouti" 0.5 7 2.11111111111111
"897" "agouti" 0.85 7 0.555555555555556
"898" "ocelot" 0.9 6 0.666666666666667
"899" "agouti" 1.55 6 0.777777777777778
"900" "peccary" 1.95 7 1.44444444444444
"901" "agouti" 3.25 7 1.44444444444444
"902" "agouti" 0.42 6 0.777777777777778
"903" "brocket" 1.17 7 0.444444444444444
"904" "agouti" 0.8 7 1.55555555555556
"905" "rat" 1.32 6 0.444444444444444
"906" "agouti" 3.02 7 1.44444444444444
"907" "squirrel" 0.34 6 0.777777777777778
"908" "paca" 0.68 6 0.444444444444444
"909" "agouti" 1.04 7 1.22222222222222
"910" "peccary" 2 7 0.888888888888889
"911" "ocelot" 0.4 7 0.555555555555556
"912" "paca" 1.15 6 0.555555555555556
"913" "squirrel" 0.65 7 0.777777777777778
"914" "agouti" 1.3 6 0.777777777777778
"915" "agouti" 1.5 6 0.777777777777778
"916" "coati" 2.81 6 0.777777777777778
"917" "agouti" 0.57 6 0.555555555555556
"918" "agouti" 0.94 7 0.777777777777778
"919" "paca" 0.78 7 0.555555555555556
"920" "agouti" 1.79 7 0.444444444444444
"921" "agouti" 0.58 7 0.555555555555556
"922" "agouti" 0.7 6 0.555555555555556
"923" "squirrel" 0.73 7 0.555555555555556
"924" "paca" 1.2 6 0.666666666666667
"925" "agouti" 0.6 7 0.444444444444444
"926" "rat" 0.53 7 1.44444444444444
"927" "paca" 0.5 6 0.555555555555556
"928" "agouti" 0.95 7 1.33333333333333
"929" "agouti" 0.63 6 0.555555555555556
"930" "agouti" 0.75 6 0.555555555555556
"931" "mouse" 0.36 5 0.444444444444444
"932" "agouti" 0.65 6 0.666666666666667
"933" "agouti" 0.56 7 0.555555555555556
"934" "agouti" 3.8 7 2.55555555555556
"935" "agouti" 0.89 7 0.777777777777778
"936" "coati" 0.72 7 1.55555555555556
"937" "paca" 1.28 7 1.77777777777778
"938" "agouti" 2.12 6 0.555555555555556
"939" "agouti" 3.22 7 2.44444444444444
"940" "ocelot" 0.84 6 0.666666666666667
"941" "agouti" 0.72 7 0.666666666666667
"942" "agouti" 0.5 7 0.555555555555556
"943" "rat" 0.5 8 0.555555555555556
"944" "rat" 0.8 8 0.555555555555556
"945" "agouti" 0.8 7 0.555555555555556
"946" "agouti" 0.9 8 0.888888888888889
"947" "coati" 0.9 7 0.888888888888889
"948" "coati" 0.9 7 0.777777777777778
"949" "agouti" 1.1 7 0.777777777777778
"950" "coati" 1.1 7 0.777777777777778
"951" "coati" 1.1 8 0.888888888888889
"952" "brocket" 1.2 7 0.777777777777778
"953" "agouti" 1.3 8 0.888888888888889
"954" "brocket" 1.3 8 0.666666666666667
"955" "ocelot" 1.3 8 0.555555555555556
"956" "agouti" 1.4 8 0.777777777777778
"957" "agouti" 1.7 8 0.555555555555556
"958" "agouti" 1.7 8 0.888888888888889
"959" "agouti" 2 8 0.666666666666667
"960" "peccary" 2 8 0.777777777777778
"961" "brocket" 2.3 8 0.777777777777778
"962" "peccary" 2.4 8 0.888888888888889
"963" "coati" 2.5 8 0.777777777777778
"964" "agouti" 2.5 7 0.555555555555556
"965" "squirrel" 2.6 8 0.777777777777778
"966" "agouti" 2.8 8 0.555555555555556
"967" "coati" 3.1 8 0.777777777777778
"968" "peccary" 3.2 7 0.777777777777778
"969" "coati" 4 7 0.777777777777778
"970" "agouti" 1.26 8 0.444444444444444
"971" "ocelot" 0.88 7 0.555555555555556
"972" "peccary" 3.15 8 0.555555555555556
"973" "agouti" 1.66 8 2.33333333333333
"974" "agouti" 0.5 8 1.66666666666667
"975" "agouti" 0.89 7 0.555555555555556
"976" "agouti" 0.43 7 0.555555555555556
"977" "agouti" 1.21 8 0.777777777777778
"978" "agouti" 1.35 8 0.666666666666667
"979" "paca" 0.5 8 0.444444444444444
"980" "agouti" 1.51 8 0.666666666666667
"981" "agouti" 2.15 8 2.22222222222222
"982" "squirrel" 3.5 8 0.777777777777778
"983" "mouse" 0.55 8 0.555555555555556
"984" "agouti" 1.07 7 0.555555555555556
"985" "paca" 1.15 8 0.666666666666667
"986" "agouti" 1.58 8 0.777777777777778
"987" "peccary" 1.34 8 1.55555555555556
"988" "agouti" 1.39 8 1.44444444444444
"989" "rat" 1.52 8 1.33333333333333
"990" "opossum" 0.38 7 0.555555555555556
"991" "paca" 1.8 8 0.666666666666667
"992" "opossum" 2.21 8 0.555555555555556
"993" "peccary" 0.3 8 0.444444444444444
"994" "agouti" 0.63 8 0.555555555555556
"995" "mouse" 0.31 8 0.444444444444444
"996" "rat" 0.32 8 1.22222222222222
"997" "rat" 0.3 8 0.555555555555556
"998" "agouti" 0.56 7 0.777777777777778
"999" "agouti" 0.57 8 0.555555555555556
"1000" "coati" 0.6 7 0.777777777777778
"1001" "agouti" 0.83 8 0.555555555555556
"1002" "brocket" 1 8 0.888888888888889
"1003" "paca" 1.71 7 0.555555555555556
"1004" "brocket" 2.2 8 2.22222222222222
"1005" "brocket" 2.3 8 0.777777777777778
"1006" "agouti" 1.38 8 0.444444444444444
"1007" "squirrel" 0.48 8 1.33333333333333
"1008" "agouti" 0.88 7 0.555555555555556
"1009" "agouti" 5 7 0.777777777777778
"1010" "agouti" 1.4 8 0.777777777777778
"1011" "rat" 1.4 7 0.555555555555556
"1012" "paca" 0.98 8 0.555555555555556
"1013" "mouse" 0.43 8 1.66666666666667
"1014" "peccary" 1.22 8 1.22222222222222
"1015" "paca" 0.6 6 0.555555555555556
"1016" "paca" 0.97 8 1.33333333333333
"1017" "agouti" 1.38 8 0.777777777777778
"1018" "ocelot" 3.56 8 1.55555555555556
"1019" "paca" 0.75 8 0.555555555555556
"1020" "paca" 1.5 7 0.555555555555556
"1021" "tamandua" 3.5 8 1.66666666666667
"1022" "paca" 1.1 6 0.555555555555556
"1023" "agouti" 0.49 8 0.555555555555556
"1024" "rat" 0.8 8 1
"1025" "mouse" 0.89 8 1.44444444444444
"1026" "peccary" 1.33 7 0.777777777777778
"1027" "paca" 1.72 8 1.66666666666667
"1028" "peccary" 0.73 8 1.55555555555556
"1029" "ocelot" 0.82 8 0.555555555555556
"1030" "paca" 1.17 8 0.555555555555556
"1031" "brocket" 3.25 7 0.666666666666667
"1032" "agouti" 0.68 7 0.777777777777778
"1033" "agouti" 2.6 8 1.55555555555556
"1034" "paca" 1.86 8 0.555555555555556
"1035" "brocket" 2.6 8 1.22222222222222
"1036" "rat" 1.07 8 1.44444444444444
"1037" "brocket" 4.64 8 2
"1038" "agouti" 0.58 7 0.666666666666667
"1039" "agouti" 0.88 8 1.44444444444444
"1040" "agouti" 1.3 8 1.33333333333333
"1041" "agouti" 0.79 8 0.555555555555556
"1042" "paca" 0.41 7 0.444444444444444
"1043" "peccary" 0.1 9 0.555555555555556
"1044" "coati" 0.1 9 0.555555555555556
"1045" "rat" 0.1 9 0.555555555555556
"1046" "agouti" 0.2 9 0.777777777777778
"1047" "brocket" 0.2 9 0.555555555555556
"1048" "peccary" 0.3 9 0.555555555555556
"1049" "rat" 0.3 9 0.555555555555556
"1050" "coati" 0.3 9 0.777777777777778
"1051" "squirrel" 0.3 9 0.777777777777778
"1052" "agouti" 0.3 9 0.555555555555556
"1053" "rat" 0.4 9 0.555555555555556
"1054" "agouti" 0.4 9 0.888888888888889
"1055" "paca" 0.4 9 0.555555555555556
"1056" "agouti" 0.4 9 0.555555555555556
"1057" "peccary" 0.4 9 0.555555555555556
"1058" "agouti" 0.4 9 0.555555555555556
"1059" "coati" 0.4 9 0.888888888888889
"1060" "agouti" 0.5 9 0.555555555555556
"1061" "agouti" 0.5 9 0.888888888888889
"1062" "peccary" 0.5 9 0.555555555555556
"1063" "tamandua" 0.5 9 0.777777777777778
"1064" "brocket" 0.5 9 0.555555555555556
"1065" "rat" 0.5 9 0.555555555555556
"1066" "agouti" 0.5 9 0.555555555555556
"1067" "peccary" 0.5 9 0.888888888888889
"1068" "tamandua" 0.5 9 0.777777777777778
"1069" "agouti" 0.5 9 0.555555555555556
"1070" "rat" 0.5 9 0.555555555555556
"1071" "agouti" 0.5 9 0.555555555555556
"1072" "agouti" 0.6 9 0.888888888888889
"1073" "agouti" 0.6 9 0.555555555555556
"1074" "squirrel" 0.6 9 0.777777777777778
"1075" "peccary" 0.6 9 0.555555555555556
"1076" "agouti" 0.6 9 0.666666666666667
"1077" "coati" 0.6 9 0.777777777777778
"1078" "agouti" 0.6 9 0.555555555555556
"1079" "peccary" 0.6 9 0.777777777777778
"1080" "coati" 0.6 9 0.777777777777778
"1081" "agouti" 0.6 9 0.555555555555556
"1082" "agouti" 0.6 9 0.555555555555556
"1083" "peccary" 0.6 9 0.777777777777778
"1084" "agouti" 0.6 9 0.888888888888889
"1085" "agouti" 0.7 9 0.666666666666667
"1086" "agouti" 0.7 9 0.777777777777778
"1087" "paca" 0.7 9 0.555555555555556
"1088" "peccary" 0.7 9 0.555555555555556
"1089" "coati" 0.7 9 0.888888888888889
"1090" "agouti" 0.7 9 0.888888888888889
"1091" "peccary" 0.7 9 0.555555555555556
"1092" "peccary" 0.7 9 0.555555555555556
"1093" "brocket" 0.8 9 0.555555555555556
"1094" "brocket" 0.8 9 0.666666666666667
"1095" "agouti" 0.8 9 0.777777777777778
"1096" "rat" 0.8 9 0.555555555555556
"1097" "agouti" 0.8 9 0.777777777777778
"1098" "peccary" 0.8 9 0.666666666666667
"1099" "agouti" 0.8 9 0.666666666666667
"1100" "agouti" 0.8 9 0.555555555555556
"1101" "agouti" 0.8 9 0.888888888888889
"1102" "agouti" 0.8 9 0.666666666666667
"1103" "coati" 0.8 9 0.888888888888889
"1104" "agouti" 0.9 9 0.666666666666667
"1105" "peccary" 0.9 9 0.666666666666667
"1106" "coati" 0.9 9 0.777777777777778
"1107" "agouti" 0.9 9 0.777777777777778
"1108" "agouti" 0.9 9 0.555555555555556
"1109" "agouti" 0.9 9 0.555555555555556
"1110" "agouti" 0.9 9 0.888888888888889
"1111" "agouti" 0.9 9 0.888888888888889
"1112" "agouti" 0.9 9 0.777777777777778
"1113" "peccary" 0.9 9 0.555555555555556
"1114" "paca" 0.9 9 0.555555555555556
"1115" "agouti" 0.9 9 0.888888888888889
"1116" "peccary" 0.9 9 0.555555555555556
"1117" "ocelot" 1 9 0.555555555555556
"1118" "agouti" 1 9 0.777777777777778
"1119" "coati" 1 9 0.555555555555556
"1120" "peccary" 1 9 0.555555555555556
"1121" "peccary" 1 9 0.888888888888889
"1122" "agouti" 1 9 0.888888888888889
"1123" "peccary" 1 9 0.444444444444444
"1124" "paca" 1 9 0.444444444444444
"1125" "agouti" 1 9 0.555555555555556
"1126" "opossum" 1.1 9 0.555555555555556
"1127" "agouti" 1.1 9 0.777777777777778
"1128" "agouti" 1.1 9 0.777777777777778
"1129" "armadillo" 1.1 9 0.555555555555556
"1130" "paca" 1.1 9 0.555555555555556
"1131" "paca" 1.1 9 0.555555555555556
"1132" "peccary" 1.1 9 0.777777777777778
"1133" "peccary" 1.1 9 0.555555555555556
"1134" "brocket" 1.1 9 0.555555555555556
"1135" "agouti" 1.2 9 0.888888888888889
"1136" "agouti" 1.2 9 0.888888888888889
"1137" "agouti" 1.2 9 0.555555555555556
"1138" "paca" 1.2 9 0.555555555555556
"1139" "squirrel" 1.2 9 0.888888888888889
"1140" "coati" 1.2 9 0.777777777777778
"1141" "rat" 1.2 9 0.555555555555556
"1142" "paca" 1.2 9 0.444444444444444
"1143" "peccary" 1.2 9 0.555555555555556
"1144" "armadillo" 1.2 9 0.555555555555556
"1145" "agouti" 1.2 9 0.777777777777778
"1146" "agouti" 1.3 9 0.555555555555556
"1147" "agouti" 1.3 9 0.777777777777778
"1148" "agouti" 1.3 9 0.777777777777778
"1149" "agouti" 1.3 9 0.888888888888889
"1150" "agouti" 1.3 9 0.555555555555556
"1151" "brocket" 1.3 9 0.555555555555556
"1152" "paca" 1.3 9 0.555555555555556
"1153" "peccary" 1.3 9 0.888888888888889
"1154" "agouti" 1.4 9 0.555555555555556
"1155" "brocket" 1.4 9 1
"1156" "ocelot" 1.4 9 0.555555555555556
"1157" "agouti" 1.4 9 0.888888888888889
"1158" "peccary" 1.4 9 0.666666666666667
"1159" "agouti" 1.4 9 0.888888888888889
"1160" "agouti" 1.4 9 0.666666666666667
"1161" "paca" 1.4 9 0.555555555555556
"1162" "ocelot" 1.4 9 0.666666666666667
"1163" "ocelot" 1.5 9 0.555555555555556
"1164" "armadillo" 1.5 9 0.555555555555556
"1165" "agouti" 1.5 9 0.555555555555556
"1166" "paca" 1.5 9 0.555555555555556
"1167" "opossum" 1.5 9 0.555555555555556
"1168" "agouti" 1.5 9 0.777777777777778
"1169" "paca" 1.5 9 0.555555555555556
"1170" "paca" 1.5 9 0.555555555555556
"1171" "agouti" 1.5 9 0.555555555555556
"1172" "coati" 1.5 9 0.777777777777778
"1173" "coati" 1.6 9 0.555555555555556
"1174" "squirrel" 1.6 9 0.555555555555556
"1175" "brocket" 1.6 8 0.555555555555556
"1176" "brocket" 1.6 9 0.555555555555556
"1177" "agouti" 1.6 9 0.777777777777778
"1178" "peccary" 1.6 9 0.555555555555556
"1179" "paca" 1.6 9 0.555555555555556
"1180" "paca" 1.6 9 0.555555555555556
"1181" "tamandua" 1.6 9 0.444444444444444
"1182" "coati" 1.6 9 0.777777777777778
"1183" "agouti" 1.6 9 0.555555555555556
"1184" "agouti" 1.7 9 0.777777777777778
"1185" "agouti" 1.7 9 0.555555555555556
"1186" "paca" 1.7 9 0.555555555555556
"1187" "paca" 1.7 9 0.555555555555556
"1188" "peccary" 1.7 9 0.777777777777778
"1189" "agouti" 1.7 9 0.777777777777778
"1190" "coati" 1.7 9 0.777777777777778
"1191" "agouti" 1.8 9 0.888888888888889
"1192" "agouti" 1.8 9 0.888888888888889
"1193" "agouti" 1.8 9 0.555555555555556
"1194" "squirrel" 1.8 9 0.777777777777778
"1195" "agouti" 1.8 9 0.555555555555556
"1196" "agouti" 1.8 9 0.555555555555556
"1197" "agouti" 1.8 9 0.777777777777778
"1198" "agouti" 1.8 9 0.555555555555556
"1199" "peccary" 1.8 9 0.888888888888889
"1200" "agouti" 1.8 9 0.555555555555556
"1201" "tamandua" 1.8 9 0.777777777777778
"1202" "tamandua" 1.9 9 0.555555555555556
"1203" "ocelot" 1.9 9 0.444444444444444
"1204" "peccary" 1.9 9 0.888888888888889
"1205" "agouti" 1.9 9 0.888888888888889
"1206" "brocket" 1.9 9 0.888888888888889
"1207" "coati" 1.9 9 0.555555555555556
"1208" "coati" 2 9 0.555555555555556
"1209" "coati" 2 9 0.777777777777778
"1210" "peccary" 2 8 0.555555555555556
"1211" "peccary" 2 9 0.555555555555556
"1212" "brocket" 2 9 0.777777777777778
"1213" "ocelot" 2 9 0.666666666666667
"1214" "coati" 2 9 0.777777777777778
"1215" "brocket" 2 9 0.888888888888889
"1216" "squirrel" 2 9 0.777777777777778
"1217" "agouti" 2.1 9 0.555555555555556
"1218" "agouti" 2.1 9 1
