"","wedge","Mb","iter","aMRS","amMOS","amMOS_sz","apMOS","apMOS_sz","hmean_m","hmean_m_sz","hmean_p","hmean_p_sz","lnorm_m","lnorm_m_sz","lnorm_p","lnorm_p_sz","gamma_m","gamma_m_sz","gamma_p","gamma_p_sz","weibull_m","weibull_m_sz","weibull_p","weibull_p_sz","n_zeros","n_singles","singles_v_mean","zeros_v_mean","n_points","n_detected"
"28","middle",15,4,0.334517205401872,0.464969876507343,0.59750815868794,0.262606785628958,0.376768044280898,0.260280024942137,0.308834893677606,0.136444468106552,0.165369056259193,0.25485600676654,0.305682601724383,0.136113184520095,0.162927442951306,0.204762278173295,0.235339437159265,0.106194632026556,0.0937907419961448,0.194956087640075,0.235378750006436,0.105041408557697,0.114699378140855,45.93890825339,31.202851973399,1.02449109526961,0.570218547248772,3670,1212
"29","middle",15,5,0.337618537666277,0.560598696514184,0.611857528804568,0.305586626879461,0.408156437535017,0.30429661909336,0.308075226328708,0.144383841141395,0.173358700795684,0.302589575911889,0.310208966718646,0.149438959832434,0.178083008870971,0.248058300267401,0.239731614847996,0.115061904745955,0.112021552244444,0.240939173585252,0.240908803718937,0.11898651864981,0.131779889820524,46.8664271464259,36.6012588580114,0.995636319842039,0.554504555530469,3371,1094
"30","middle",15,6,0.332238812702798,0.538139091784037,0.670088142456719,0.304401699732451,0.441009319666253,0.32837847319913,0.331111019248706,0.170763257670826,0.203345555350612,0.323105764414797,0.348353951701678,0.172091992784851,0.204331593299197,0.283653980773159,0.276664317756954,0.145638478043782,0.133446403530308,0.265743059655971,0.273203218446827,0.137196979119908,0.14661885949906,35.7964288989786,34.5196939041636,1.09671397987459,0.630792191860016,2967,955
"31","middle",15,7,0.335181420881393,0.482709900173951,0.644014916721779,0.283716559005022,0.416275490960313,0.272045450183836,0.331926132516169,0.134950272900358,0.168136154659923,0.28317312621346,0.338179136456567,0.140339846933144,0.172958275039957,0.253196729698888,0.275055252170589,0.110257733537661,0.0994461014126137,0.239495725417436,0.271378718962645,0.113449388866166,0.126705796219456,40.6086503127107,39.3805363327793,1.12256802308741,0.610446188720467,3482,1064
"32","middle",15,8,0.334634389200973,0.53018123380074,0.652896984222689,0.302754178822071,0.427459905116436,0.282470268187428,0.334688095047428,0.141847945118294,0.175261535484894,0.286091643553339,0.338495868548033,0.143209870060479,0.176442628718501,0.237423014418255,0.272190765883921,0.102079926721608,0.0981625766977372,0.231112798261772,0.271299183930753,0.108753143156919,0.127644445905579,41.5400173211916,39.9908196278884,1.09088052711807,0.599153251450083,3331,1056
"33","middle",20,1,0.354454988628527,0.594301785679003,0.676821579715807,0.335247981160959,0.474954811449426,0.340517768860793,0.343133582132519,0.165074432614764,0.205496035515339,0.339116290873226,0.343406659325204,0.170410243616319,0.209531006281345,0.2919732026367,0.263670330317717,0.136177284034163,0.13182363449095,0.279172846717479,0.264700511093087,0.137628213868249,0.153452837564492,40.5743913026119,39.9734172346248,1.19359704472222,0.587520045936293,2631,799
"34","middle",20,2,0.354691639745432,0.585421874798691,0.74216436389587,0.324573601086949,0.487510016956633,0.315369681527955,0.365507119158287,0.173055436135044,0.213295839972307,0.317773792340265,0.370217235581625,0.170832995297461,0.208139887444381,0.264809184024966,0.286625055427442,0.133559579698362,0.116237778407275,0.258616805690443,0.293201559504298,0.13032864171146,0.145774858996428,42.4360166874948,39.9299299301662,1.25919942696296,0.700779949728257,3151,952
"35","middle",20,3,0.354380304208,0.602416085633473,0.69842045531519,0.347959395658339,0.493705886506505,0.345668507417714,0.33624988323051,0.18533578201039,0.222965334806663,0.343214710863955,0.340047155616191,0.185531146215953,0.220910911254988,0.294760532720678,0.254621089575238,0.148903923917167,0.137654299713243,0.281685125928735,0.264996736095982,0.144147575768948,0.158507480904057,47.3798366871476,35.7327261693691,1.19471098967405,0.629759229070157,2810,869
"36","middle",20,4,0.356037327718329,0.551348124170459,0.722754388575012,0.294076937105163,0.451858610299254,0.274234988447973,0.33849342294503,0.149014113920712,0.184463479490355,0.272809892645388,0.3388194285027,0.147574941661031,0.179667460233186,0.193031223923991,0.230376390689323,0.107489155752504,0.076561392965956,0.197041057006027,0.24890650893336,0.108233093912633,0.11885161472081,40.6032350566359,37.0434787332226,1.31824494322614,0.651032934870689,2898,984
"37","middle",20,5,0.35167296154521,0.555456149667767,0.671896539311388,0.325661971680307,0.451876744051298,0.326546255934992,0.347517136612879,0.181281210158293,0.215391240394743,0.323025131308204,0.348495965275688,0.179649602767761,0.211150341831374,0.277380903426803,0.280950724660827,0.146470292595389,0.140975976493852,0.260318143464186,0.281372615328449,0.13877930175599,0.153484077642173,40.7078007488381,45.7940553235187,1.00892515932857,0.6252846380021,3105,1022
"38","middle",20,6,0.354439265881307,0.540494020208808,0.646059007114015,0.292334589473298,0.409985636576361,0.306585643158282,0.327967466348929,0.158630150614626,0.188157551868268,0.299188274946196,0.335166782944395,0.156777629104567,0.184868541572379,0.239201844334024,0.268468125594517,0.123874202391374,0.115683006699214,0.224724815452967,0.266434109488441,0.118875010777969,0.132124675207624,47.1654972035811,37.8380501561884,1.0088026160438,0.61477193376674,3559,1270
"39","middle",20,7,0.350233253546349,0.621308680590096,0.713314249081084,0.337056742154388,0.466504174631115,0.350080723302068,0.363052463723134,0.174551280572781,0.208741738758157,0.34419261503246,0.360321399574095,0.174816720026666,0.206358014026966,0.283663497588223,0.279433795041765,0.136374015139804,0.126185480176827,0.270996647071972,0.283654937060003,0.134599358729913,0.147867232239298,35.7464613000272,38.9775447458048,1.26880300965111,0.625880544900999,3300,1023
"40","middle",20,8,0.352331159832833,0.601471303840282,0.662323829073223,0.354919641636635,0.477298100737773,0.360570883085054,0.363785292654787,0.187102852029691,0.228692396155165,0.35385725605568,0.363665688887353,0.18943259259233,0.230601318575569,0.303280371159476,0.302233541208058,0.15538465497523,0.168247078550166,0.281589004766393,0.290402437159507,0.151733622107713,0.175840893642254,41.0751867145646,38.3316266165017,1.11394942760812,0.570516710232114,2556,838
"41","middle",25,1,0.369092299141046,0.569741992445627,0.684103126188205,0.323103613852262,0.462293050610204,0.30498660084499,0.353807295888766,0.155520864323785,0.195002071713666,0.301150949254343,0.352982631994914,0.157601795456997,0.196935953549853,0.234831848239026,0.271204295407679,0.117818272932049,0.114805558097444,0.22809695474242,0.267587523266227,0.122205444839887,0.141885950445449,49.6552951527205,39.3325446089894,1.04517328411969,0.645288174405661,3543,1083
"42","middle",25,2,0.369724471735073,0.585079302815157,0.741913872141384,0.343324504369333,0.51177792108774,0.334029114802464,0.386283656452006,0.176473195950054,0.22345081315317,0.337298418251734,0.388717970151413,0.175107982796468,0.220528890519972,0.293653297073362,0.312203133230011,0.13232352490489,0.128620377708221,0.279206341693203,0.307904492512783,0.131696065725326,0.157168997134654,42.6122060610123,38.7906954252593,1.28966473286417,0.679117206291932,3009,858
"43","middle",25,3,0.367509039381281,0.53384052131033,0.735204559699895,0.304495100287869,0.460335806146077,0.304163723019,0.371810931984202,0.15941705299848,0.195856802541369,0.296125012175293,0.364219583714715,0.16114053742865,0.193893365011266,0.235428970295757,0.266108563602346,0.131234990629486,0.104165893050048,0.220521547886594,0.272566331516285,0.128958394212298,0.134586685056475,37.7011371356323,48.2517056440601,1.24757443308208,0.679181396093701,3239,1015
"44","middle",25,4,0.366755973191831,0.589757502405286,0.691733321156586,0.341893378207923,0.477978466873712,0.33895824650422,0.342994871318107,0.175192530713276,0.212101717009211,0.333281825397557,0.341726878877034,0.173996663595144,0.208703318160975,0.279298757177125,0.255617889827704,0.130719441872891,0.122352663768638,0.2647750209296,0.262833462046273,0.130264853027915,0.147194162345615,44.0543997346718,41.9416397043983,1.18807318692403,0.599747971805187,3208,936
"45","middle",25,5,0.373181367181746,0.626000287867375,0.769390600947473,0.331090222968871,0.504109115604181,0.346583421383839,0.409031622745195,0.173119134175451,0.220225145987461,0.339418862850492,0.408637256703946,0.171558977934077,0.216926657947256,0.273089353527616,0.332911801332614,0.133167835980965,0.127696855128418,0.263006860829145,0.327072256215658,0.131719690704393,0.155845499225856,46.9379537872072,51.621797391129,1.21875155494618,0.719214862670619,3142,1041
"46","middle",25,6,0.370265077741654,0.602022811445636,0.731152838210826,0.316987330709324,0.48253828317746,0.331164693795909,0.372191874254282,0.164913141090138,0.208318680245616,0.326163203301489,0.36664114946749,0.163106279932512,0.203530133740775,0.26615753113898,0.273199953484226,0.12588967435309,0.108835776151428,0.258182702051842,0.276939670265128,0.125250620607207,0.140719162395304,42.9309702213989,41.8500476602859,1.26306863432591,0.65678427697108,2697,915
"47","middle",25,7,0.36488227277805,0.549164615504215,0.679868433571164,0.319589264888949,0.459360296005769,0.331180718523662,0.369889488737075,0.156714288118046,0.196968638407609,0.326707729582708,0.369863815866457,0.162966893176748,0.202991229964692,0.283565907712148,0.305425342799103,0.129631571758628,0.130552256113099,0.263218160559704,0.295251006388637,0.130071194642479,0.150893381732476,53.2043084338569,53.4550016611308,1.13099840762917,0.615025128876527,3635,1134
