"","wedge","Mb","iter","aMRS","amMOS","amMOS_sz","apMOS","apMOS_sz","hmean_m","hmean_m_sz","hmean_p","hmean_p_sz","lnorm_m","lnorm_m_sz","lnorm_p","lnorm_p_sz","gamma_m","gamma_m_sz","gamma_p","gamma_p_sz","weibull_m","weibull_m_sz","weibull_p","weibull_p_sz","n_zeros","n_singles","singles_v_mean","zeros_v_mean"
"47","whole",25,7,0.36488227277805,0.544243741948471,0.688112521786837,0.318500245099938,0.473714681041574,0.329113015910212,0.358365037341683,0.157657515141785,0.20076205135584,0.325002568912336,0.353923825561034,0.161658734221514,0.203215966004512,0.282776721856643,0.266032769361284,0.127394692624366,0.116703247731378,0.261889011695666,0.262553500544533,0.128273956439233,0.143942516856319,250.637650730555,43.7374616066845,1.10795000736964,0.678241817807736
"48","whole",25,8,0.366799026893735,0.524461418355614,0.727520859742191,0.313249662738962,0.491132762993764,0.30294424376078,0.331804716208757,0.167268490797113,0.207501517181981,0.301513868175364,0.333044472982376,0.165011133177402,0.201397118551372,0.256074125799525,0.214336452072632,0.127503812048601,0.0922434736008696,0.239683959843683,0.2389935485393,0.123643347756043,0.132990840103134,214.051262318223,39.6538535314578,1.11757239559166,0.721913682342432
"49","whole",30,1,0.380445806761481,0.584131015831797,0.734104506333347,0.297657088918402,0.469328527851481,0.325617890610781,0.357806619733579,0.151351743023357,0.191796565363319,0.317818361200514,0.357327943377695,0.151045497436103,0.188501681079652,0.256232294178413,0.262991325995707,0.115258684951069,0.0894347288427307,0.246465949956488,0.273522642338777,0.115517870567256,0.129139089664183,213.55749801776,42.4187680189475,1.03177422556285,0.729239985355381
"50","whole",30,2,0.380887301696941,0.592463835631669,0.712034106499303,0.342993500700403,0.495081755645611,0.330156270929175,0.355465703590202,0.177395788653683,0.219670135864853,0.328649020187134,0.356655707428788,0.178617675431727,0.219127079567542,0.269883782976811,0.270337436265925,0.14308089998982,0.136244570345504,0.254285561158605,0.273834691004689,0.141780993754198,0.158721874562962,206.864030987407,49.4336712259008,1.05546646164555,0.686328669389627
"51","whole",30,3,0.382580213794928,0.545356336123162,0.743761019324354,0.329013867630755,0.511945591226382,0.311601651772443,0.360307442840734,0.167284632480491,0.213365177046014,0.310754310772806,0.358542845504189,0.167931113695436,0.211282072277516,0.26152403299357,0.247362746281109,0.129988104269329,0.10505332207389,0.2444696830078,0.259208415610026,0.129841312727962,0.143929395125988,265.17038324968,54.639523037529,1.33237536669044,0.711234162844926
"52","whole",30,4,0.383591060386586,0.546922179245011,0.760875638628546,0.324847598405424,0.510128534530222,0.322900537486556,0.376720678689757,0.183101857573165,0.228654296806888,0.318951859305845,0.37392711992958,0.182992150016231,0.223809237663218,0.272632082557147,0.270135040000743,0.153864075047867,0.12679912447594,0.253844876936462,0.277694001309574,0.145085362076084,0.15371852410032,249.79128960291,60.114412542423,1.33510473077402,0.733402928600414
"53","whole",30,5,0.384943997904947,0.573846017970561,0.785945386531072,0.324465176215288,0.538671775357181,0.329321650886158,0.39221103103907,0.174284110756197,0.22985412222885,0.323580132440734,0.384919050866086,0.173480784404465,0.224216960469702,0.264929884534508,0.275358328343101,0.135765401101503,0.111329560349686,0.247265593477577,0.284836159716335,0.129855488899549,0.15106719420798,262.750314701976,66.2605195967145,1.3081885255068,0.745043420429648
"54","whole",30,6,0.386598671503186,0.597814407287081,0.73206532948895,0.356002978473597,0.523409623731055,0.35016964119095,0.361823126143972,0.184918508652868,0.231241602477768,0.347660473051153,0.363818070954768,0.184832199286564,0.229471037920262,0.298349884287731,0.272924067690369,0.146591367902143,0.138980856883653,0.27905254207102,0.278322604889527,0.145301918976001,0.16475857632775,256.586642410427,53.2852908591675,1.12036694379631,0.703642671023035
"55","whole",30,7,0.379006932587149,0.530364259877967,0.735758744170032,0.339507172549367,0.530050952107966,0.32883785557429,0.354374220667374,0.171576678742129,0.220783804007889,0.327904607471044,0.359561924156992,0.174585689794753,0.222344429580502,0.290486246583382,0.263408209839112,0.138957389459015,0.123368815269351,0.263178131296783,0.271840139516656,0.138464829691794,0.157861076367858,255.229583685174,52.2525807229981,1.16109677382288,0.722602763199829
"56","whole",30,8,0.382224574094116,0.614977590314237,0.754631118796402,0.324988209101062,0.504379739046724,0.32888518647799,0.372797123329437,0.157279830846898,0.203508968147221,0.322643357019948,0.367273261935871,0.156246190279753,0.200842322361985,0.245240262975167,0.251828505916246,0.112922251623869,0.0907313347192418,0.238252132507,0.261599951894703,0.118875716338072,0.136179916859252,257.849729784216,42.0819014972247,1.12946891969993,0.741244413298706
"57","whole",35,1,0.391930973652595,0.625171745961228,0.808923523861898,0.339627266575321,0.553965837117645,0.344171054458513,0.403238718290186,0.167201732496836,0.223131276954304,0.338237450995622,0.400819599536792,0.167767778990647,0.221927062348928,0.269120445348474,0.290798245459164,0.123000975902665,0.103911800291618,0.257432014374546,0.296342013380536,0.125760130404567,0.151665603111287,256.411228972871,58.2313536509774,1.24035571172942,0.78931710337538
"58","whole",35,2,0.391667713683032,0.573442761355426,0.80058568543363,0.339412618155214,0.546522692970128,0.334787072284854,0.391549064798616,0.174262863172772,0.225362412508794,0.334724886661097,0.387556076403115,0.176359580866918,0.223560456080483,0.29055660344658,0.275106334800798,0.141103718409503,0.110996911704244,0.272715754330841,0.28729348593895,0.139909275264362,0.153528416204637,254.208866247234,59.1524809470379,1.26930884473318,0.788515406600269
"59","whole",35,3,0.393570243218001,0.567538038501085,0.788955545056015,0.337598382004806,0.559715783239303,0.329923001737671,0.390071701840857,0.161528488776357,0.220353872547714,0.326084779023806,0.382967491030969,0.162030781987771,0.218740064713201,0.276792916656072,0.263802392826096,0.113491432367041,0.091352665532947,0.259501797401994,0.274981902954318,0.119177420159574,0.146474114146335,224.696273270484,51.2673958949326,1.42357228946918,0.735075727924323
"60","whole",35,4,0.396839323454558,0.570384697694099,0.774950724422261,0.319264947527899,0.505070334968965,0.339966927284768,0.390832255471289,0.167351835761581,0.212523839222466,0.331013663749183,0.383861340351833,0.16590936073057,0.207067812974744,0.274275609844967,0.276910043920677,0.127650633091474,0.0990628244403885,0.251441359544207,0.283023708953528,0.125395178450851,0.139344394318365,249.10249104996,47.0907790096274,1.2638058401365,0.763146886165621
"61","whole",35,5,0.393395387714095,0.612637092351413,0.762090153006248,0.352926199316643,0.545845703372535,0.335642438723155,0.363966910277653,0.185047038464498,0.236168083493813,0.343044857911065,0.370501094798672,0.185699125014098,0.234985409967816,0.289456298807445,0.269789244836407,0.149260262909816,0.135157239531791,0.275182119559418,0.279859311727524,0.14662970048682,0.166055015836155,212.754708538313,52.4799229660569,1.18264560186937,0.729004745544233
