"","X.2","X.1","X","species","speed","category","size","Body_mass_g","distance","avgduration"
"1",727,727,727,"agouti",0.225,"SF","small",2309.12,0.2,0.888888888888889
"2",728,728,728,"agouti",0.385714285714286,"SF","small",2309.12,0.3,0.777777777777778
"3",729,729,729,"coati",0.45,"SF","small",3775.5,0.4,0.888888888888889
"4",730,730,730,"ocelot",0.642857142857143,"LF","large",11880,0.5,0.777777777777778
"5",731,731,731,"agouti",0.675,"SF","small",2309.12,0.6,0.888888888888889
"6",732,732,732,"squirrel",0.0969230769230772,"SF","small",545.4,0.14,1.44444444444444
"7",733,733,733,"agouti",0.675,"SF","small",2309.12,0.45,0.666666666666667
"8",734,734,734,"ocelot",0.495,"LF","large",11880,0.33,0.666666666666667
"9",735,735,735,"paca",0.224999999999999,"LS","large",8172.55,0.35,1.55555555555556
"10",736,736,736,"agouti",0.330000000000001,"SF","small",2309.12,0.44,1.33333333333333
"11",737,737,737,"agouti",0.297,"SF","small",2309.12,0.66,2.22222222222222
"12",738,738,738,"rat",0.515454545454546,"SF","small",282.17,0.63,1.22222222222222
"13",739,739,739,"agouti",0.15923076923077,"SF","small",2309.12,0.23,1.44444444444444
"14",740,740,740,"tamandua",0.321428571428571,"LS","large",4800,0.5,1.55555555555556
"15",741,741,741,"agouti",0.629999999999999,"SF","small",2309.12,0.35,0.555555555555556
"16",742,742,742,"tamandua",0.160434782608695,"LS","large",4800,0.41,2.55555555555556
"17",743,743,743,"coati",0.188181818181819,"SF","small",3775.5,0.46,2.44444444444444
"18",744,744,744,"agouti",0.227368421052632,"SF","small",2309.12,0.48,2.11111111111111
"19",745,745,745,"agouti",0.24,"SF","small",2309.12,0.48,2
"20",746,746,746,"paca",0.335999999999999,"LS","large",8172.55,0.56,1.66666666666667
"21",747,747,747,"agouti",0.912857142857143,"SF","small",2309.12,0.71,0.777777777777778
"22",748,748,748,"agouti",0.285000000000001,"SF","small",2309.12,0.38,1.33333333333333
"23",749,749,749,"rat",0.773999999999999,"SF","small",282.17,0.43,0.555555555555556
"24",750,750,750,"agouti",0.269999999999999,"SF","small",2309.12,0.42,1.55555555555556
"25",751,751,751,"rat",1.2,"SF","small",282.17,0.8,0.666666666666667
"26",752,752,752,"agouti",0.719999999999999,"SF","small",2309.12,0.4,0.555555555555556
"27",753,753,753,"agouti",0.1935,"SF","small",2309.12,0.43,2.22222222222222
"28",754,754,754,"agouti",0.325384615384616,"SF","small",2309.12,0.47,1.44444444444444
"29",755,755,755,"agouti",1.43181818181818,"SF","small",2309.12,3.5,2.44444444444444
"30",756,756,756,"agouti",0.36,"SF","small",2309.12,0.76,2.11111111111111
"31",757,757,757,"paca",0.507272727272728,"LS","large",8172.55,0.62,1.22222222222222
"32",758,758,758,"peccary",0.294545454545455,"LS","large",21133.69,0.72,2.44444444444444
"33",759,759,759,"agouti",0.245454545454546,"SF","small",2309.12,0.3,1.22222222222222
"34",760,760,760,"rat",0.43,"SF","small",282.17,0.43,1
"35",761,761,761,"agouti",0.5625,"SF","small",2309.12,0.5,0.888888888888889
"36",762,762,762,"agouti",1.24714285714286,"SF","small",2309.12,0.97,0.777777777777778
"37",763,763,763,"agouti",0.459473684210527,"SF","small",2309.12,0.97,2.11111111111111
"38",764,764,764,"agouti",0.153,"SF","small",2309.12,0.34,2.22222222222222
"39",765,765,765,"tamandua",0.204545454545455,"LS","large",4800,0.5,2.44444444444444
"40",766,766,766,"agouti",0.594000000000001,"SF","small",2309.12,1.32,2.22222222222222
"41",767,767,767,"agouti",0.431999999999999,"SF","small",2309.12,0.72,1.66666666666667
"42",768,768,768,"agouti",0.18,"SF","small",2309.12,0.4,2.22222222222222
"43",769,769,769,"agouti",0.49846153846154,"SF","small",2309.12,0.72,1.44444444444444
"44",770,770,770,"coati",0.4,"SF","small",3775.5,0.8,2
"45",771,771,771,"peccary",0.364285714285715,"LS","large",21133.69,0.85,2.33333333333333
"46",772,772,772,"rat",0.899999999999999,"SF","small",282.17,0.5,0.555555555555556
"47",773,773,773,"agouti",0.152608695652174,"SF","small",2309.12,0.39,2.55555555555556
"48",774,774,774,"agouti",0.311538461538462,"SF","small",2309.12,0.45,1.44444444444444
"49",775,775,775,"ocelot",0.525,"LF","large",11880,0.35,0.666666666666667
"50",776,776,776,"agouti",0.147272727272728,"SF","small",2309.12,0.36,2.44444444444444
"51",777,777,777,"rat",0.308571428571428,"SF","small",282.17,0.48,1.55555555555556
"52",778,778,778,"agouti",0.254117647058823,"SF","small",2309.12,0.48,1.88888888888889
"53",779,779,779,"agouti",1.17,"SF","small",2309.12,0.52,0.444444444444444
"54",780,780,780,"coati",0.59625,"SF","small",3775.5,0.53,0.888888888888889
"55",781,781,781,"ocelot",0.365999999999999,"LF","large",11880,0.61,1.66666666666667
"56",782,782,782,"agouti",0.393157894736842,"SF","small",2309.12,0.83,2.11111111111111
"57",783,783,783,"ocelot",0.767999999999998,"LF","large",11880,1.28,1.66666666666667
"58",784,784,784,"agouti",1.01076923076923,"SF","small",2309.12,1.46,1.44444444444444
"59",785,785,785,"ocelot",0.8,"LF","large",11880,1.6,2
"60",786,786,786,"agouti",0.720000000000001,"SF","small",2309.12,1.68,2.33333333333333
"61",787,787,787,"coati",2.25,"SF","small",3775.5,2,0.888888888888889
"62",788,788,788,"paca",0.359999999999999,"LS","large",8172.55,0.6,1.66666666666667
"63",789,789,789,"agouti",0.198,"SF","small",2309.12,0.44,2.22222222222222
"64",790,790,790,"agouti",0.183913043478261,"SF","small",2309.12,0.47,2.55555555555556
"65",791,791,791,"agouti",0.27409090909091,"SF","small",2309.12,0.67,2.44444444444444
"66",792,792,792,"agouti",0.553846153846156,"SF","small",2309.12,0.8,1.44444444444444
"67",793,793,793,"agouti",0.417857142857142,"SF","small",2309.12,0.65,1.55555555555556
"68",794,794,794,"ocelot",0.27,"LF","large",11880,0.66,2.44444444444444
"69",795,795,795,"agouti",0.75375,"SF","small",2309.12,0.67,0.888888888888889
"70",796,796,796,"squirrel",0.900000000000002,"SF","small",545.4,1.2,1.33333333333333
"71",797,797,797,"brocket",1.125,"LF","large",20546.86,1.5,1.33333333333333
"72",798,798,798,"peccary",0.217894736842105,"LS","large",21133.69,0.46,2.11111111111111
"73",799,799,799,"agouti",0.27,"SF","small",2309.12,0.66,2.44444444444444
"74",800,800,800,"paca",0.574615384615386,"LS","large",8172.55,0.83,1.44444444444444
"75",801,801,801,"agouti",0.145714285714286,"SF","small",2309.12,0.34,2.33333333333333
"76",802,802,802,"agouti",0.252,"SF","small",2309.12,0.42,1.66666666666667
"77",803,803,803,"agouti",0.28,"SF","small",2309.12,0.56,2
"78",804,804,804,"tamandua",1.188,"LS","large",4800,0.66,0.555555555555556
"79",805,805,805,"agouti",0.445263157894737,"SF","small",2309.12,0.94,2.11111111111111
"80",806,806,806,"rat",0.359999999999999,"SF","small",282.17,0.6,1.66666666666667
"81",807,807,807,"mouse",1.0125,"SF","small",19.3,0.45,0.444444444444444
"82",808,808,808,"brocket",2.16,"LF","large",20546.86,1.2,0.555555555555556
"83",809,809,809,"agouti",0.3,"SF","small",2309.12,0.2,0.666666666666667
"84",810,810,810,"paca",0.292500000000001,"LS","large",8172.55,0.39,1.33333333333333
"85",811,811,811,"agouti",0.384545454545455,"SF","small",2309.12,0.47,1.22222222222222
"86",812,812,812,"agouti",0.14,"SF","small",2309.12,0.28,2
"87",813,813,813,"squirrel",0.192857142857143,"SF","small",545.4,0.45,2.33333333333333
"88",814,814,814,"agouti",0.207692307692308,"SF","small",2309.12,0.3,1.44444444444444
"89",815,815,815,"agouti",0.971999999999999,"SF","small",2309.12,0.54,0.555555555555556
"90",816,816,816,"agouti",0.175,"SF","small",2309.12,0.35,2
"91",817,817,817,"agouti",0.845999999999999,"SF","small",2309.12,0.47,0.555555555555556
"92",818,818,818,"armadillo",0.505384615384617,"SF","small",3949.01,0.73,1.44444444444444
"93",819,819,819,"agouti",1.38,"SF","small",2309.12,0.92,0.666666666666667
"94",820,820,820,"agouti",0.387692307692309,"SF","small",2309.12,0.56,1.44444444444444
"95",821,821,821,"agouti",0.34875,"SF","small",2309.12,0.93,2.66666666666667
"96",822,822,822,"agouti",0.45,"SF","small",2309.12,0.35,0.777777777777778
"97",823,823,823,"brocket",0.225,"LF","large",20546.86,0.45,2
"98",824,824,824,"coati",0.208421052631579,"SF","small",3775.5,0.44,2.11111111111111
"99",825,825,825,"agouti",0.238846153846154,"SF","small",2309.12,0.69,2.88888888888889
"100",826,826,826,"brocket",0.289285714285713,"LF","large",20546.86,0.45,1.55555555555556
"101",827,827,827,"agouti",0.665999999999999,"SF","small",2309.12,0.37,0.555555555555556
"102",828,828,828,"ocelot",0.433636363636364,"LF","large",11880,0.53,1.22222222222222
"103",829,829,829,"agouti",0.276923076923078,"SF","small",2309.12,0.4,1.44444444444444
"104",830,830,830,"agouti",0.192857142857143,"SF","small",2309.12,0.45,2.33333333333333
"105",831,831,831,"paca",0.18,"LS","large",8172.55,0.3,1.66666666666667
"106",832,832,832,"agouti",0.153,"SF","small",2309.12,0.34,2.22222222222222
"107",833,833,833,"agouti",0.654545454545456,"SF","small",2309.12,1.6,2.44444444444444
"108",834,834,834,"agouti",0.192857142857143,"SF","small",2309.12,0.45,2.33333333333333
"109",835,835,835,"rat",0.345000000000001,"SF","small",282.17,0.46,1.33333333333333
"110",836,836,836,"squirrel",0.36,"SF","small",545.4,0.2,0.555555555555556
"111",837,837,837,"rat",0.404999999999999,"SF","small",282.17,0.63,1.55555555555556
"112",838,838,838,"agouti",0.1188,"SF","small",2309.12,0.33,2.77777777777778
"113",839,839,839,"agouti",0.580909090909092,"SF","small",2309.12,0.71,1.22222222222222
"114",840,840,840,"mouse",0.114545454545455,"SF","small",19.3,0.14,1.22222222222222
"115",841,841,841,"agouti",0.175909090909091,"SF","small",2309.12,0.43,2.44444444444444
"116",842,842,842,"agouti",0.16875,"SF","small",2309.12,0.3,0.888888888888889
"117",843,843,843,"agouti",0.36,"SF","small",2309.12,0.4,0.555555555555556
"118",844,844,844,"agouti",0.225,"SF","small",2309.12,0.4,0.888888888888889
"119",845,845,845,"coati",0.45,"SF","small",3775.5,0.5,0.555555555555556
"120",846,846,846,"tamandua",0.3,"LS","large",4800,0.6,1
"121",847,847,847,"agouti",0.629999999999999,"SF","small",2309.12,0.7,0.555555555555556
"122",848,848,848,"agouti",0.35,"SF","small",2309.12,0.7,1
"123",849,849,849,"tamandua",0.39375,"LS","large",4800,0.7,0.888888888888889
"124",850,850,850,"peccary",0.525,"LS","large",21133.69,0.7,0.666666666666667
"125",851,851,851,"agouti",0.45,"SF","small",2309.12,0.7,0.777777777777778
"126",852,852,852,"coati",0.6,"SF","small",3775.5,0.8,0.666666666666667
"127",853,853,853,"agouti",0.45,"SF","small",2309.12,0.8,0.888888888888889
"128",854,854,854,"coati",0.809999999999999,"SF","small",3775.5,0.9,0.555555555555556
"129",855,855,855,"agouti",0.642857142857143,"SF","small",2309.12,1,0.777777777777778
"130",856,856,856,"ocelot",0.5625,"LF","large",11880,1,0.888888888888889
"131",857,857,857,"agouti",0.707142857142857,"SF","small",2309.12,1.1,0.777777777777778
"132",858,858,858,"coati",0.707142857142857,"SF","small",3775.5,1.1,0.777777777777778
"133",859,859,859,"coati",1.67142857142857,"SF","small",3775.5,1.3,0.777777777777778
"134",860,860,860,"agouti",0.7,"SF","small",2309.12,1.4,1
"135",861,861,861,"agouti",0.7875,"SF","small",2309.12,1.4,0.888888888888889
"136",862,862,862,"agouti",1.35,"SF","small",2309.12,1.5,0.555555555555556
"137",863,863,863,"agouti",1.4625,"SF","small",2309.12,2.6,0.888888888888889
"138",864,864,864,"rat",0.28125,"SF","small",282.17,0.25,0.444444444444444
"139",865,865,865,"rat",0.45,"SF","small",282.17,0.25,0.555555555555556
"140",866,866,866,"peccary",0.380769230769232,"LS","large",21133.69,1.1,1.44444444444444
"141",867,867,867,"squirrel",0.405,"SF","small",545.4,0.63,0.777777777777778
"142",868,868,868,"agouti",0.604285714285713,"SF","small",2309.12,1.88,1.55555555555556
"143",869,869,869,"rat",0.378,"SF","small",282.17,0.21,0.555555555555556
"144",870,870,870,"squirrel",0.276428571428571,"SF","small",545.4,0.43,0.777777777777778
"145",871,871,871,"paca",0.155769230769231,"LS","large",8172.55,0.45,1.44444444444444
"146",872,872,872,"agouti",0.0832500000000001,"SF","small",2309.12,0.37,2.22222222222222
"147",873,873,873,"agouti",0.289285714285714,"SF","small",2309.12,0.45,0.777777777777778
"148",874,874,874,"rat",0.378,"SF","small",282.17,0.84,1.11111111111111
"149",875,875,875,"rat",0.1575,"SF","small",282.17,0.42,1.33333333333333
"150",876,876,876,"squirrel",0.45,"SF","small",545.4,0.6,0.666666666666667
"151",877,877,877,"rat",0.148846153846154,"SF","small",282.17,0.43,1.44444444444444
"152",878,878,878,"agouti",0.33,"SF","small",2309.12,0.44,0.666666666666667
"153",879,879,879,"coati",0.110454545454546,"SF","small",3775.5,0.54,2.44444444444444
"154",880,880,880,"agouti",0.34875,"SF","small",2309.12,0.62,0.888888888888889
"155",881,881,881,"peccary",0.6075,"LS","large",21133.69,0.81,0.666666666666667
"156",882,882,882,"paca",0.173076923076924,"LS","large",8172.55,0.5,1.44444444444444
"157",883,883,883,"mouse",0.186,"SF","small",19.3,0.62,1.66666666666667
"158",884,884,884,"agouti",0.21,"SF","small",2309.12,0.84,2
"159",885,885,885,"agouti",0.315,"SF","small",2309.12,0.35,0.555555555555556
"160",886,886,886,"agouti",0.294545454545455,"SF","small",2309.12,0.72,1.22222222222222
"161",887,887,887,"brocket",0.539999999999999,"LF","large",20546.86,0.6,0.555555555555556
"162",888,888,888,"coati",0.536538461538463,"SF","small",3775.5,1.55,1.44444444444444
"163",889,889,889,"agouti",0.324,"SF","small",2309.12,0.36,0.555555555555556
"164",890,890,890,"paca",0.201,"LS","large",8172.55,0.67,1.66666666666667
"165",891,891,891,"agouti",1.5075,"SF","small",2309.12,1.34,0.444444444444444
"166",892,892,892,"peccary",0.321428571428572,"LS","large",21133.69,1.5,2.33333333333333
"167",893,893,893,"agouti",0.128863636363637,"SF","small",2309.12,0.63,2.44444444444444
"168",894,894,894,"agouti",0.423,"SF","small",2309.12,0.47,0.555555555555556
"169",895,895,895,"coati",0.198,"SF","small",3775.5,0.88,2.22222222222222
"170",896,896,896,"agouti",0.285000000000001,"SF","small",2309.12,0.76,1.33333333333333
"171",897,897,897,"coati",0.525,"SF","small",3775.5,0.7,0.666666666666667
"172",898,898,898,"peccary",0.3375,"LS","large",21133.69,1.5,2.22222222222222
"173",899,899,899,"rat",0.186428571428571,"SF","small",282.17,0.58,1.55555555555556
"174",900,900,900,"agouti",0.141428571428572,"SF","small",2309.12,0.66,2.33333333333333
"175",901,901,901,"agouti",0.54,"SF","small",2309.12,0.36,0.666666666666667
"176",902,902,902,"squirrel",0.3075,"SF","small",545.4,0.41,0.666666666666667
"177",903,903,903,"agouti",0.398571428571428,"SF","small",2309.12,0.62,0.777777777777778
"178",904,904,904,"agouti",0.190714285714286,"SF","small",2309.12,0.89,2.33333333333333
"179",905,905,905,"agouti",0.160714285714285,"SF","small",2309.12,0.5,1.55555555555556
"180",906,906,906,"brocket",0.362999999999999,"LF","large",20546.86,1.21,1.66666666666667
"181",907,907,907,"agouti",3.33,"SF","small",2309.12,3.7,0.555555555555556
"182",908,908,908,"rat",1.134,"SF","small",282.17,0.63,0.555555555555556
"183",909,909,909,"agouti",0.245454545454546,"SF","small",2309.12,1.2,2.44444444444444
"184",910,910,910,"agouti",1.152,"SF","small",2309.12,1.28,0.555555555555556
"185",911,911,911,"peccary",0.975,"LS","large",21133.69,1.3,0.666666666666667
"186",912,912,912,"agouti",0.482142857142856,"SF","small",2309.12,1.5,1.55555555555556
"187",913,913,913,"paca",0.605769230769233,"LS","large",8172.55,1.75,1.44444444444444
"188",914,914,914,"agouti",0.160714285714286,"SF","small",2309.12,0.25,0.777777777777778
"189",915,915,915,"mouse",0.121153846153847,"SF","small",19.3,0.35,1.44444444444444
"190",916,916,916,"agouti",0.1125,"SF","small",2309.12,0.45,2
"191",917,917,917,"ocelot",0.228681818181819,"LF","large",11880,0.559,1.22222222222222
"192",918,918,918,"peccary",0.114545454545455,"LS","large",21133.69,0.56,2.44444444444444
"193",919,919,919,"agouti",0.32625,"SF","small",2309.12,0.29,0.444444444444444
"194",920,920,920,"agouti",0.283846153846155,"SF","small",2309.12,0.82,1.44444444444444
"195",921,921,921,"agouti",0.332608695652173,"SF","small",2309.12,1.7,2.55555555555556
"196",922,922,922,"agouti",0.2925,"SF","small",2309.12,0.39,0.666666666666667
"197",923,923,923,"coati",0.11925,"SF","small",3775.5,0.53,2.22222222222222
"198",924,924,924,"agouti",0.366428571428571,"SF","small",2309.12,0.57,0.777777777777778
"199",925,925,925,"armadillo",0.202499999999999,"SF","small",3949.01,0.63,1.55555555555556
"200",926,926,926,"agouti",0.585,"SF","small",2309.12,0.39,0.666666666666667
"201",927,927,927,"agouti",0.192857142857143,"SF","small",2309.12,0.3,0.777777777777778
"202",928,928,928,"paca",0.151363636363637,"LS","large",8172.55,0.37,1.22222222222222
"203",929,929,929,"agouti",0.6,"SF","small",2309.12,0.4,0.666666666666667
"204",930,930,930,"coati",0.100714285714286,"SF","small",3775.5,0.47,2.33333333333333
"205",931,931,931,"agouti",0.127058823529412,"SF","small",2309.12,0.48,1.88888888888889
"206",932,932,932,"paca",0.160714285714285,"LS","large",8172.55,0.5,1.55555555555556
"207",933,933,933,"coati",0.642857142857143,"SF","small",3775.5,0.5,0.777777777777778
"208",934,934,934,"agouti",0.4125,"SF","small",2309.12,0.55,0.666666666666667
"209",935,935,935,"agouti",0.1125,"SF","small",2309.12,0.55,2.44444444444444
"210",936,936,936,"paca",0.989999999999999,"LS","large",8172.55,0.55,0.555555555555556
"211",937,937,937,"paca",0.206250000000001,"LS","large",8172.55,0.55,1.33333333333333
"212",938,938,938,"agouti",0.513,"SF","small",2309.12,0.57,0.555555555555556
"213",939,939,939,"agouti",0.237272727272728,"SF","small",2309.12,0.58,1.22222222222222
"214",940,940,940,"agouti",0.742500000000001,"SF","small",2309.12,0.66,0.444444444444444
"215",941,941,941,"ocelot",0.19125,"LF","large",11880,0.68,1.77777777777778
"216",942,942,942,"peccary",0.24,"LS","large",21133.69,0.8,1.66666666666667
"217",943,943,943,"armadillo",0.254999999999999,"SF","small",3949.01,0.85,1.66666666666667
"218",944,944,944,"ocelot",0.380769230769232,"LF","large",11880,1.1,1.44444444444444
"219",945,945,945,"agouti",0.235714285714286,"SF","small",2309.12,1.1,2.33333333333333
"220",946,946,946,"agouti",0.344999999999999,"SF","small",2309.12,1.15,1.66666666666667
"221",947,947,947,"agouti",0.867857142857143,"SF","small",2309.12,1.35,0.777777777777778
"222",948,948,948,"armadillo",0.644999999999999,"SF","small",3949.01,2.15,1.66666666666667
"223",949,949,949,"agouti",0.17625,"SF","small",2309.12,0.47,1.33333333333333
"224",950,950,950,"coati",0.200769230769231,"SF","small",3775.5,0.58,1.44444444444444
"225",951,951,951,"agouti",0.392142857142857,"SF","small",2309.12,0.61,0.777777777777778
"226",952,952,952,"agouti",0.247500000000001,"SF","small",2309.12,0.66,1.33333333333333
"227",953,953,953,"paca",0.0899999999999998,"LS","large",8172.55,0.3,1.66666666666667
"228",954,954,954,"agouti",0.15375,"SF","small",2309.12,0.41,1.33333333333333
"229",955,955,955,"agouti",0.3375,"SF","small",2309.12,0.45,0.666666666666667
"230",956,956,956,"paca",0.292500000000001,"LS","large",8172.55,0.78,1.33333333333333
"231",957,957,957,"peccary",2.88,"LS","large",21133.69,1.6,0.555555555555556
"232",958,958,958,"paca",0.0952941176470588,"LS","large",8172.55,0.36,1.88888888888889
"233",959,959,959,"paca",0.13875,"LS","large",8172.55,0.37,1.33333333333333
"234",960,960,960,"squirrel",0.206250000000001,"SF","small",545.4,0.55,1.33333333333333
"235",961,961,961,"agouti",0.148235294117647,"SF","small",2309.12,0.56,1.88888888888889
"236",962,962,962,"agouti",0.154285714285714,"SF","small",2309.12,0.72,2.33333333333333
"237",963,963,963,"agouti",0.270000000000001,"SF","small",2309.12,0.78,1.44444444444444
"238",964,964,964,"coati",0.623571428571428,"SF","small",3775.5,0.97,0.777777777777778
"239",965,965,965,"agouti",0.321428571428572,"SF","small",2309.12,1.5,2.33333333333333
"240",966,966,966,"agouti",0.1125,"SF","small",2309.12,0.45,2
"241",967,967,967,"agouti",0.10125,"SF","small",2309.12,0.45,2.22222222222222
"242",968,968,968,"agouti",0.591428571428571,"SF","small",2309.12,0.46,0.777777777777778
"243",969,969,969,"coati",0.166153846153847,"SF","small",3775.5,0.48,1.44444444444444
"244",970,970,970,"agouti",0.106363636363637,"SF","small",2309.12,0.52,2.44444444444444
"245",971,971,971,"paca",0.200769230769231,"LS","large",8172.55,0.58,1.44444444444444
"246",972,972,972,"agouti",0.15975,"SF","small",2309.12,0.71,2.22222222222222
"247",973,973,973,"agouti",0.0855000000000001,"SF","small",2309.12,0.38,2.22222222222222
"248",974,974,974,"paca",0.155769230769231,"LS","large",8172.55,0.45,1.44444444444444
"249",975,975,975,"agouti",0.36,"SF","small",2309.12,0.48,0.666666666666667
"250",976,976,976,"agouti",0.548999999999999,"SF","small",2309.12,0.61,0.555555555555556
"251",977,977,977,"agouti",0.2025,"SF","small",2309.12,0.81,2
"252",978,978,978,"agouti",0.5375,"SF","small",2309.12,2.15,2
"253",979,979,979,"squirrel",0.216818181818182,"SF","small",545.4,0.53,1.22222222222222
"254",980,980,980,"armadillo",0.114545454545455,"SF","small",3949.01,0.28,1.22222222222222
"255",981,981,981,"tamandua",1.224,"LS","large",4800,0.68,0.555555555555556
"256",982,982,982,"agouti",0.181875,"SF","small",2309.12,0.97,2.66666666666667
"257",983,983,983,"agouti",0.45,"SF","small",2309.12,0.7,0.777777777777778
"258",984,984,984,"paca",0.387,"LS","large",8172.55,0.43,0.555555555555556
"259",985,985,985,"agouti",0.340714285714286,"SF","small",2309.12,0.53,0.777777777777778
"260",986,986,986,"agouti",0.922500000000001,"SF","small",2309.12,0.82,0.444444444444444
"261",987,987,987,"rat",0.495000000000001,"SF","small",282.17,0.44,0.444444444444444
"262",988,988,988,"agouti",0.437142857142857,"SF","small",2309.12,0.68,0.777777777777778
"263",989,989,989,"agouti",0.3025,"SF","small",2309.12,1.21,2
"264",990,990,990,"mouse",0.232500000000001,"SF","small",19.3,0.62,1.33333333333333
"265",991,991,991,"agouti",0.51,"SF","small",2309.12,0.68,0.666666666666667
"266",992,992,992,"rat",0.216,"SF","small",282.17,0.72,1.66666666666667
"267",993,993,993,"armadillo",3.375,"SF","small",3949.01,1.5,0.444444444444444
"268",994,994,994,"agouti",0.578571428571427,"SF","small",2309.12,1.8,1.55555555555556
"269",995,995,995,"agouti",0.1775,"SF","small",2309.12,0.71,2
"270",996,996,996,"agouti",0.477,"SF","small",2309.12,0.53,0.555555555555556
"271",997,997,997,"agouti",0.162,"SF","small",2309.12,0.54,1.66666666666667
"272",998,998,998,"paca",0.225,"LS","large",8172.55,0.75,1.66666666666667
"273",999,999,999,"agouti",0.6975,"SF","small",2309.12,0.93,0.666666666666667
"274",1000,1000,1000,"agouti",0.12375,"SF","small",2309.12,0.33,1.33333333333333
"275",1001,1001,1001,"agouti",0.612,"SF","small",2309.12,0.34,0.555555555555556
"276",1002,1002,1002,"squirrel",0.0832500000000001,"SF","small",545.4,0.37,2.22222222222222
"277",1003,1003,1003,"agouti",0.480681818181819,"SF","small",2309.12,2.35,2.44444444444444
"278",1004,1004,1004,"agouti",0.0642857142857141,"SF","small",2309.12,0.2,1.55555555555556
"279",1005,1005,1005,"peccary",0.333,"LS","large",21133.69,1.48,2.22222222222222
"280",1006,1006,1006,"agouti",0.257142857142857,"SF","small",2309.12,0.4,0.777777777777778
"281",1007,1007,1007,"peccary",0.398571428571427,"LS","large",21133.69,1.24,1.55555555555556
"282",1008,1008,1008,"opossum",0.266250000000001,"LF","large",1134.75,0.71,1.33333333333333
"283",1009,1009,1009,"agouti",0.1575,"SF","small",2309.12,0.21,0.666666666666667
"284",1010,1010,1010,"agouti",0.342,"SF","small",2309.12,0.38,0.555555555555556
"285",1011,1011,1011,"paca",0.425769230769232,"LS","large",8172.55,1.23,1.44444444444444
"286",1012,1012,1012,"squirrel",0.539999999999999,"SF","small",545.4,0.3,0.555555555555556
"287",1013,1013,1013,"agouti",0.638999999999999,"SF","small",2309.12,0.71,0.555555555555556
"288",1014,1014,1014,"peccary",0.176785714285714,"LS","large",21133.69,0.55,1.55555555555556
"289",1015,1015,1015,"rat",0.284999999999999,"SF","small",282.17,0.95,1.66666666666667
"290",1016,1016,1016,"armadillo",0.128076923076923,"SF","small",3949.01,0.37,1.44444444444444
"291",1017,1017,1017,"agouti",0.165,"SF","small",2309.12,0.66,2
"292",1018,1018,1018,"peccary",0.18,"LS","large",21133.69,0.16,0.444444444444444
"293",1019,1019,1019,"coati",0.468,"SF","small",3775.5,0.52,0.555555555555556
"294",1020,1020,1020,"agouti",0.181875,"SF","small",2309.12,0.97,2.66666666666667
"295",1021,1021,1021,"brocket",0.915,"LF","large",20546.86,0.61,0.666666666666667
"296",1022,1022,1022,"paca",2.25,"LS","large",8172.55,2.5,0.555555555555556
"297",1023,1023,1023,"agouti",0.29423076923077,"SF","small",2309.12,0.85,1.44444444444444
"298",1024,1024,1024,"paca",0.1321875,"LS","large",8172.55,0.47,1.77777777777778
"299",1025,1025,1025,"armadillo",0.18,"SF","small",3949.01,0.3,0.555555555555556
"300",1026,1026,1026,"coati",0.3,"SF","small",3775.5,0.4,0.666666666666667
"301",1027,1027,1027,"squirrel",0.15,"SF","small",545.4,0.4,0.888888888888889
"302",1028,1028,1028,"agouti",0.257142857142857,"SF","small",2309.12,0.6,0.777777777777778
"303",1029,1029,1029,"agouti",0.42,"SF","small",2309.12,0.7,0.555555555555556
"304",1030,1030,1030,"paca",0.42,"LS","large",8172.55,0.7,0.555555555555556
"305",1031,1031,1031,"agouti",0.514285714285714,"SF","small",2309.12,0.8,0.777777777777778
"306",1032,1032,1032,"squirrel",0.4875,"SF","small",545.4,1.3,0.888888888888889
"307",1033,1033,1033,"opossum",0.65,"LF","large",1134.75,1.3,0.666666666666667
"308",1034,1034,1034,"coati",0.6375,"SF","small",3775.5,1.7,0.888888888888889
"309",1035,1035,1035,"peccary",1.02,"LS","large",21133.69,1.7,0.555555555555556
"310",1036,1036,1036,"coati",0.771428571428571,"SF","small",3775.5,1.8,0.777777777777778
"311",1037,1037,1037,"ocelot",0.675,"LF","large",11880,1.8,0.888888888888889
"312",1038,1038,1038,"paca",0.95,"LS","large",8172.55,1.9,0.666666666666667
"313",1039,1039,1039,"peccary",0.857142857142857,"LS","large",21133.69,2,0.777777777777778
"314",1040,1040,1040,"peccary",1.38,"LS","large",21133.69,2.3,0.555555555555556
"315",1041,1041,1041,"squirrel",1.5,"SF","small",545.4,3.5,0.777777777777778
"316",1042,1042,1042,"peccary",0.188571428571428,"LS","large",21133.69,0.88,1.55555555555556
"317",1043,1043,1043,"agouti",0.289285714285713,"SF","small",2309.12,1.35,1.55555555555556
"318",1044,1044,1044,"brocket",0.105,"LF","large",20546.86,0.7,2.22222222222222
"319",1045,1045,1045,"agouti",0.3375,"SF","small",2309.12,0.9,0.888888888888889
"320",1046,1046,1046,"squirrel",1.29,"SF","small",545.4,2.15,0.555555555555556
"321",1047,1047,1047,"rat",0.145384615384616,"SF","small",282.17,0.63,1.44444444444444
"322",1048,1048,1048,"agouti",0.265999999999999,"SF","small",2309.12,1.33,1.66666666666667
"323",1049,1049,1049,"paca",0.787500000000001,"LS","large",8172.55,1.05,0.444444444444444
