"","X.2","X.1","X","species","speed","category","size","Body_mass_g","distance","avgduration"
"727",1453,1453,1453,"paca",0.48,"LS","large",8172.55,1.6,0.555555555555556
"728",1454,1454,1454,"agouti",0.364285714285714,"SF","small",2309.12,1.7,0.777777777777778
"729",1455,1455,1455,"coati",0.364285714285714,"SF","small",3775.5,1.7,0.777777777777778
"730",1456,1456,1456,"peccary",0.3375,"LS","large",21133.69,1.8,0.888888888888889
"731",1457,1457,1457,"agouti",0.385714285714286,"SF","small",2309.12,1.8,0.777777777777778
"732",1458,1458,1458,"brocket",0.407142857142857,"LF","large",20546.86,1.9,0.777777777777778
"733",1459,1459,1459,"agouti",0.495,"SF","small",2309.12,2.2,0.888888888888889
"734",1460,1460,1460,"coati",0.591428571428571,"SF","small",3775.5,2.3,0.777777777777778
"735",1461,1461,1461,"agouti",0.6,"SF","small",2309.12,2.8,0.777777777777778
"736",1462,1462,1462,"coati",0.664285714285714,"SF","small",3775.5,3.1,0.777777777777778
"737",1463,1463,1463,"agouti",0.771428571428571,"SF","small",2309.12,3.6,0.777777777777778
"738",1464,1464,1464,"agouti",0.14,"SF","small",2309.12,0.56,0.666666666666667
