"","species","speed"
"304","Fox",0.118516755449428
"305","Fox",0.767229235857593
"306","Fox",0.296582010712926
"307","Fox",0.454217435257521
"308","Fox",0.179123251693648
"309","Fox",0.310277980273869
"310","Fox",0.050131819644788
"311","Fox",0.473514523753875
"312","Fox",0.686608532481004
"313","Fox",0.189282530770029
"314","Fox",0.386813308735877
"315","Fox",0.0231279319416507
"316","Fox",0.667126419710936
"317","Fox",0.324444057762488
"318","Fox",0.819293892054258
"319","Fox",1.6092929214309
"320","Fox",3.36752753444947
"321","Fox",0.328500177135823
"322","Fox",1.64422538386586
"323","Fox",0.725739979992636
"324","Fox",0.516641124093694
"325","Fox",1.59568536505877
"326","Fox",0.830068976178889
"327","Fox",0.551499036081571
"328","Fox",2.01412155804591
"329","Fox",1.66306117398962
"330","Fox",1.27199267505115
"331","Fox",0.767042937601664
"332","Fox",0.163954426541223
"333","Fox",0.458817933671479
"334","Fox",0.325226518001471
"335","Fox",0.94346707285507
"336","Fox",0.590347146060366
"337","Fox",0.00476256381869763
"338","Fox",0.233241148734674
"339","Fox",2.49920251716064
"340","Fox",0.0638062238341024
"341","Fox",1.70877056490535
"342","Fox",0.00334248125638115
"343","Fox",1.71312835356245
"344","Fox",1.13846664827943
"345","Fox",0.797468381322762
"346","Fox",0.206112335938261
"347","Fox",0.668696975022562
"348","Fox",0.685661371180049
"349","Fox",0.763607651859987
"350","Fox",0.327510808180622
"351","Fox",0.0483983475557379
"352","Fox",1.0918803025692
"353","Fox",0.469769216669936
"354","Fox",0.338764952231958
"355","Fox",0.661026650493176
"356","Fox",0.621767170719691
"357","Fox",0.262345074193649
"358","Fox",0.952657464390419
"359","Fox",0.933028128677506
"360","Fox",0.17317074871638
"361","Fox",0.193438490088296
"362","Fox",0.166937852853186
"363","Fox",0.375008953566136
"364","Fox",0.125532873510234
"365","Fox",1.32570860334442
"366","Fox",0.0789893232757852
"367","Fox",0.545835322865311
"368","Fox",0.936998047309815
"369","Fox",0.0926738024895053
"370","Fox",1.75927210152351
"371","Fox",2.2016334154444
"372","Fox",0.816866232107027
"373","Fox",1.4728604734963
"374","Fox",0.118023785160453
"375","Fox",0.65251941218045
"376","Fox",1.34790298651433
"377","Fox",0.945490939805142
"378","Fox",0.0547828227740565
"379","Fox",0.8500731679254
"380","Fox",0.649525189647274
"381","Fox",0.00916496278366441
"382","Fox",0.692102874249045
"383","Fox",0.0433560889566706
"384","Fox",0.374901562014011
"385","Fox",0.155025387849449
"386","Fox",0.641830313434687
"387","Fox",1.09867604937575
"388","Fox",0.127992745384082
"389","Fox",1.28855795600421
"390","Fox",1.09007776322662
"391","Fox",0.428817069271173
"392","Fox",0.0690595680858656
"393","Fox",0.66363428229155
"394","Fox",0.952753695742682
"395","Fox",1.39983347121946
