"X.2","X.1","X","id","camid","image_name","x","y","frame_number","sequence_id","number_of_points","DateTimeOriginal","species","label","note","height","position","siteid","imgid","ImageWidth","ImageHeight","deployment","radius","angle","frame_count","deg","pixdiff","dist","timediff","time","speed","frames"
181,217,1769,1769,"CAM_50040","MathuAkru-2015-08-27_15-04-56-CAM50040.jpg",518.1103009,793.0732639,1237,108,10,"2015:08:27 15:04:56","takin","movement","",NA,NA,"MAK_31","MAK_31 1237",2048,1536,"MAK_31",7.50253611963819,-0.250032286488068,22,-14.3268500157663,124.414547586292,3.11876931503044,9,9,0.346529923892271,10
191,227,1779,1779,"CAM_50040","MathuAkru-2015-08-27_15-02-13-CAM50040.jpg",89.96875,1224.585995,1227,109,8,"2015:08:27 15:02:13","takin","movement","",NA,NA,"MAK_31","MAK_31 1227",2048,1536,"MAK_31",2.54976082471429,-0.461638118950203,32,-26.4518642158466,125.899999228387,0.163316007864442,7,7,0.0233308582663489,8
199,235,1787,1787,"CAM_50040","MathuAkru-2015-08-27_15-01-25-CAM50040.jpg",322.5811343,1268.41169,1197,110,10,"2015:08:27 15:01:25","takin","movement","",NA,NA,"MAK_31","MAK_31 1197",2048,1536,"MAK_31",2.46219631953837,-0.34667114805627,7,-19.8642567836243,42.8294191080843,0.0706418653883589,9,9,0.0078490961542621,10
209,245,1797,1797,"CAM_50040","MathuAkru-2015-08-27_15-00-26-CAM50040.jpg",1974.465741,1315.608218,1187,111,10,"2015:08:27 15:00:26","takin","movement","",NA,NA,"MAK_31","MAK_31 1187",2048,1536,"MAK_31",2.78947522727565,0.469760746015565,17,26.9172907466919,70.3466182781309,0.113672807853194,9,9,0.0126303119836882,10
219,255,1807,1807,"CAM_50040","MathuAkru-2015-08-27_15-00-02-CAM50040.jpg",1332.960213,1170.367393,1177,112,10,"2015:08:27 15:00:02","takin","movement","",NA,NA,"MAK_31","MAK_31 1177",2048,1536,"MAK_31",3.26285281091566,0.152701327241218,27,8.7497860509218,16.623231,0.027987897524505,8,8,0.00349848719056312,10
229,265,1817,1817,"CAM_50040","MathuAkru-2015-08-27_14-59-48-CAM50040.jpg",647.7137874,869.3022248,1167,113,10,"2015:08:27 14:59:48","takin","movement","",NA,NA,"MAK_31","MAK_31 1167",2048,1536,"MAK_31",5.88766003542144,-0.185976710491817,4,-10.6564655111811,60.8033610179684,0.243860504890492,9,9,0.0270956116544991,10
239,275,1827,1827,"CAM_50040","MathuAkru-2015-08-27_14-59-48-CAM50040.jpg",1212.903562,860.0670685,1167,114,10,"2015:08:27 14:59:48","takin","movement","",NA,NA,"MAK_31","MAK_31 1167",2048,1536,"MAK_31",7.17157239746247,0.0933642049178472,14,5.34976894179264,0,0,9,9,0,10
249,285,1837,1837,"CAM_50040","MathuAkru-2015-08-23_17-01-41-CAM50040.jpg",1320.454282,1221.214815,1147,115,10,"2015:08:23 17:01:41","takin","movement","",NA,NA,"MAK_31","MAK_31 1147",2048,1536,"MAK_31",2.98247910816526,0.146520362243997,2,8.395616756581,664.995882553472,1.59907510654598,9,9,0.177675011838442,10
259,295,1847,1847,"CAM_50040","MathuAkru-2015-08-23_17-01-11-CAM50040.jpg",1123.200256,914.6113109,1137,116,10,"2015:08:23 17:01:11","takin","movement","",NA,NA,"MAK_31","MAK_31 1137",2048,1536,"MAK_31",5.75516004618748,0.04902900152347,12,2.80936178729483,345.778874751619,1.51984230317343,8,8,0.189980287896679,10
269,305,1857,1857,"CAM_50040","MathuAkru-2015-08-23_16-59-36-CAM50040_2.jpg",1103.85544,1533.050231,1127,117,10,"2015:08:23 16:59:36","takin","movement","",NA,NA,"MAK_31","MAK_31 1127",2048,1536,"MAK_31",1.92960419113145,0.0394679675969522,2,2.26151454330536,620.536059282892,0.893269776360207,9,9,0.0992521973733564,10
279,315,1867,1867,"CAM_50040","MathuAkru-2015-08-23_16-58-43-CAM50040.jpg",1757.605856,1533.311766,1117,118,10,"2015:08:23 16:58:43","takin","movement","",NA,NA,"MAK_31","MAK_31 1117",2048,1536,"MAK_31",2.04436395463789,0.362579332773602,12,20.7757957679274,1017.05225578401,1.02939458870668,8,8,0.128674323588335,10
289,325,1877,1877,"CAM_50040","MathuAkru-2015-08-21_17-14-06-CAM50040.jpg",717.26678,861.0479197,1097,119,10,"2015:08:21 17:14:06","takin","movement","",NA,NA,"MAK_31","MAK_31 1097",2048,1536,"MAK_31",6.16713005440917,-0.151600652226934,22,-8.68671737260333,143.750580403756,1.5524805998077,9,9,0.172497844423078,10
299,335,1887,1887,"CAM_50040","MathuAkru-2015-08-21_17-13-53-CAM50040.jpg",-438.5689037,1472.164683,1087,120,10,"2015:08:21 17:13:53","takin","movement","",NA,NA,"MAK_31","MAK_31 1087",2048,1536,"MAK_31",1.8070407845623,-0.722863991476868,8,-41.4201067116245,0,0,9,9,0,10
309,345,1897,1897,"CAM_50040","MathuAkru-2015-08-19_14-42-44-CAM50040.jpg",1532.839699,1096.480671,1027,121,10,"2015:08:19 14:42:44","takin","movement","",NA,NA,"MAK_31","MAK_31 1027",2048,1536,"MAK_31",3.89881431516801,0.251490302378585,18,14.4103943262929,0,0,8,8,0,10
319,355,1907,1907,"CAM_50040","MathuAkru-2015-08-19_14-42-29-CAM50040.jpg",1498.941934,1658.279456,1017,122,10,"2015:08:19 14:42:29","takin","movement","",NA,NA,"MAK_31","MAK_31 1017",2048,1536,"MAK_31",1.7539170359377,0.234736579768965,4,13.4504060207617,0,0,8,8,0,10
329,365,1917,1917,"CAM_50040","MathuAkru-2015-08-19_11-38-24-CAM50040.jpg",1674.688149,879.5704619,997,123,10,"2015:08:19 11:38:24","takin","movement","",NA,NA,"MAK_31","MAK_31 997",2048,1536,"MAK_31",7.71460162000461,0.321597862092461,14,18.427557497898,5.85945300000003,0.0272828855830834,8,8,0.00341036069788542,10
339,375,1927,1927,"CAM_50040","MathuAkru-2015-08-19_11-37-37-CAM50040.jpg",1061.154784,837.4603056,987,124,10,"2015:08:19 11:37:37","takin","movement","",NA,NA,"MAK_31","MAK_31 987",2048,1536,"MAK_31",7.48138912592084,0.0183634804464638,24,1.05222742958237,6.24970699999994,0.0279445659139625,8,8,0.00349307073924532,10
349,385,1937,1937,"CAM_50040","MathuAkru-2015-08-19_10-20-04-CAM50040.jpg",1063.822338,1592.467593,977,125,10,"2015:08:19 10:20:04","takin","movement","",NA,NA,"MAK_31","MAK_31 977",2048,1536,"MAK_31",1.80817121415041,0.0196818995151599,1,1.12777284221866,191.392163026775,0.195067998245408,8,8,0.024383499780676,10
359,395,1947,1947,"CAM_50040","MathuAkru-2015-08-19_10-19-52-CAM50040.jpg",251.7859954,1315.608218,967,126,10,"2015:08:19 10:19:52","takin","movement","",NA,NA,"MAK_31","MAK_31 967",2048,1536,"MAK_31",2.29604792199072,-0.381661128051708,11,-21.8691826373629,109.582151730029,0.131188250908617,9,9,0.0145764723231796,10
369,405,1957,1957,"CAM_50040","MathuAkru-2015-08-18_17-14-08-CAM50040.jpg",599.0188657,1049.284028,957,127,10,"2015:08:18 17:14:08","takin young","movement","",NA,NA,"MAK_31","MAK_31 957",2048,1536,"MAK_31",3.67611300114407,-0.210043819655472,21,-12.0355108662586,443.094232684514,1.31903078217365,9,9,0.146558975797072,10
379,415,1967,1967,"CAM_50040","MathuAkru-2015-08-18_17-12-37-CAM50040.jpg",551.4216445,1075.863019,947,128,10,"2015:08:18 17:12:37","takin","movement","",NA,NA,"MAK_31","MAK_31 947",2048,1536,"MAK_31",3.46113020538209,-0.233568398369541,31,-13.3834692265747,44.11072206403,0.1642740417855,9,9,0.0182526713095,10
389,425,1977,1977,"CAM_50040","MathuAkru-2015-08-16_15-45-49-CAM50040_2.jpg",1092.310738,946.5932295,897,129,10,"2015:08:16 15:45:49","takin","movement","",NA,NA,"MAK_31","MAK_31 897",2048,1536,"MAK_31",5.1838069471313,0.0337620830078438,41,1.93456735634945,158.955980986149,1.14321834185959,9,9,0.127024260206621,10
399,435,1987,1987,"CAM_50040","MathuAkru-2015-08-15_17-35-11-CAM50040_2.jpg",700.1547454,1035.79919,887,130,10,"2015:08:15 17:35:11","takin","movement","",NA,NA,"MAK_31","MAK_31 887",2048,1536,"MAK_31",3.84599055204631,-0.160058150264773,51,-9.17133201017147,365.135719026383,1.16585284069104,8,8,0.145731605086379,10
409,445,1997,1997,"CAM_50040","MathuAkru-2015-08-15_11-52-07-CAM50040.jpg",559.8673107,841.3278709,877,131,10,"2015:08:15 11:52:07","takin","movement","",NA,NA,"MAK_31","MAK_31 877",2048,1536,"MAK_31",6.31982657023113,-0.229394189575296,1,-13.1442870626645,43.2345532512489,0.338072990316933,9,9,0.0375636655907703,10
419,455,2007,2007,"CAM_50040","MathuAkru-2015-08-15_11-51-38-CAM50040.jpg",1421.105341,937.4035606,867,132,10,"2015:08:15 11:51:38","takin","movement","",NA,NA,"MAK_31","MAK_31 867",2048,1536,"MAK_31",5.77706486594715,0.196266412547031,11,11.2460654389449,246.34121198347,0.739985823667592,8,8,0.092498227958449,10
429,465,2017,2017,"CAM_50040","MathuAkru-2015-08-15_11-51-19-CAM50040.jpg",2099.2,1025.685764,857,133,10,"2015:08:15 11:51:19","takin","movement","",NA,NA,"MAK_31","MAK_31 857",2048,1536,"MAK_31",5.21309685633982,0.531409741906663,21,30.4497782112518,128.813878968096,1.16316146781096,9,9,0.129240163090107,10
439,475,2027,2027,"CAM_50040","MathuAkru-2015-08-15_11-50-53-CAM50040_2.jpg",1569.922569,1177.389468,847,134,10,"2015:08:15 11:50:53","takin","movement","",NA,NA,"MAK_31","MAK_31 847",2048,1536,"MAK_31",3.3357282900679,0.269818239856131,31,15.4605851437563,160.625018176918,0.818270048305089,9,9,0.090918894256121,10
449,485,2037,2037,"CAM_50040","MathuAkru-2015-08-15_11-50-35-CAM50040.jpg",1966.283361,1729.42418,837,135,10,"2015:08:15 11:50:35","takin","movement","",NA,NA,"MAK_31","MAK_31 837",2048,1536,"MAK_31",1.69842185312303,0.465716664501444,41,26.6855648759328,86.1748545190613,0.0916326773009463,8,8,0.0114540846626183,10
459,495,2047,2047,"CAM_50040","MathuAkru-2015-08-10_16-43-47-CAM50040.jpg",1263.849354,904.0560947,777,136,20,"2015:08:10 16:43:47","takin","movement","",NA,NA,"MAK_31","MAK_31 777",2048,1536,"MAK_31",6.1880279105984,0.118543790276804,9,6.79255918286088,954.558066282653,3.58064984609943,22,22,0.162756811186338,20
489,525,2077,2077,"CAM_50040","MathuAkru-2015-08-07_06-52-57-CAM50040_2.jpg",140.5366898,1241.442014,747,138,11,"2015:08:07 06:52:57","takin","movement","",NA,NA,"MAK_31","MAK_31 747",2048,1536,"MAK_31",2.50439666517221,-0.436645284279565,5,-25.0197747892191,2258.61388476283,2.41557966385012,219,219,0.0110300441271695,11
500,536,2088,2088,"CAM_50040","MathuAkru-2015-08-07_06-52-57-CAM50040_2.jpg",130.4230324,1211.101273,747,139,7,"2015:08:07 06:52:57","takin","movement","",NA,NA,"MAK_31","MAK_31 747",2048,1536,"MAK_31",2.61170211975767,-0.441643885533905,16,-25.3061946410928,364.780643806194,0.475687042361753,6,6,0.0792811737269588,7
507,543,2095,2095,"CAM_50040","MathuAkru-2015-08-07_06-52-32-CAM50040_2.jpg",514.7392361,1265.040394,737,140,10,"2015:08:07 06:52:32","takin","movement","",NA,NA,"MAK_31","MAK_31 737",2048,1536,"MAK_31",2.52732855454515,-0.251698410628059,23,-14.4223189289878,3.3710648,0.00432040994854876,9,9,0.000480045549838752,10
517,553,2105,2105,"CAM_50040","MathuAkru-2015-08-07_06-52-18-CAM50040.jpg",983.3350694,1546.113657,727,141,10,"2015:08:07 06:52:18","takin","movement","",NA,NA,"MAK_31","MAK_31 727",2048,1536,"MAK_31",1.88363231748847,-0.0200983447496265,10,-1.1516351541536,62.7573997974009,0.0623008094788649,9,9,0.00692231216431832,10
527,563,2115,2115,"CAM_50040","MathuAkru-2015-08-07_06-52-04-CAM50040_2.jpg",1547.588542,1773.669213,717,142,10,"2015:08:07 06:52:04","takin","movement","",NA,NA,"MAK_31","MAK_31 717",2048,1536,"MAK_31",1.58205311156465,0.258779810239496,20,14.8280831267231,229.240271962566,0.181436600948499,9,9,0.020159622327611,10
537,573,2125,2125,"CAM_50040","MathuAkru-2015-08-07_06-51-46-CAM50040.jpg",1817.735597,1932.546633,707,143,10,"2015:08:07 06:51:46","takin","movement","",NA,NA,"MAK_31","MAK_31 707",2048,1536,"MAK_31",1.41186184759817,0.392298017804968,30,22.4786764202246,1829.11734644873,3.17472028433947,829700,829700,3.82634721506505e-06,20
547,583,2135,2135,"CAM_50040","MathuAkru-2015-08-07_06-51-28-CAM50040.jpg",2027.534586,1682.832737,697,144,10,"2015:08:07 06:51:28","takin","movement","",NA,NA,"MAK_31","MAK_31 697",2048,1536,"MAK_31",1.7852189941447,0.495989634803451,9,28.4202060742377,1922.82459076945,5.40398021048205,858381,858381,6.29554965741559e-06,18
557,593,2145,2145,"CAM_50040","MathuAkru-2015-08-03_18-04-43-CAM50040.jpg",609.1325231,887.4666667,684,145,10,"2015:08:03 18:04:43","takin","movement","",NA,NA,"MAK_31","MAK_31 684",2048,1536,"MAK_31",5.50464528244602,-0.205045218401132,19,-11.7490910143849,1210.7163910425,3.19455725673393,553196,553196,5.77472949322471e-06,20
567,603,2155,2155,"CAM_50040","MathuAkru-2015-08-03_18-04-24-CAM50040.jpg",1580.036227,1039.17037,674,146,10,"2015:08:03 18:04:24","takin","movement","",NA,NA,"MAK_31","MAK_31 674",2048,1536,"MAK_31",4.49368259343547,0.274816841407017,29,15.7470050126221,1232.16299984495,4.04222028109916,554331,554331,7.29206968598033e-06,20
577,613,2165,2165,"CAM_50040","MathuAkru-2015-08-02_18-32-46-CAM50040.jpg",22.54490741,1109.965625,664,147,6,"2015:08:02 18:32:46","takin","movement","",NA,NA,"MAK_31","MAK_31 664",2048,1536,"MAK_31",3.01637973256835,-0.494961860383524,6,-28.3613145999759,1660.37595550809,2.60481205027307,469644,469644,5.5463543668674e-06,16
583,619,2171,2171,"CAM_50040","MathuAkru-2015-08-02_18-32-23-CAM50040.jpg",703.5260417,1022.314468,654,148,10,"2015:08:02 18:32:23","takin","movement","",NA,NA,"MAK_31","MAK_31 654",2048,1536,"MAK_31",3.96246984226054,-0.158391911707598,12,-9.07585654084538,1378.48885051028,2.85175133264247,541442,541442,5.26695626242971e-06,20
593,629,2181,2181,"CAM_50040","MathuAkru-2015-08-02_18-31-40-CAM50040.jpg",1603.634491,1126.821528,644,149,10,"2015:08:02 18:31:40","takin","movement","",NA,NA,"MAK_31","MAK_31 644",2048,1536,"MAK_31",3.70123257847857,0.286480110921233,22,16.4153103557867,1022.32441538972,1.72663994050438,544833,544833,3.16911776728718e-06,14
603,639,2191,2191,"CAM_50040","MathuAkru-2015-07-28_15-30-31-CAM50040_2.jpg",815.1709904,947.999771,628,150,10,"2015:07:28 15:30:31","takin","movement","",NA,NA,"MAK_31","MAK_31 628",2048,1536,"MAK_31",4.85239037356641,-0.103212211769122,32,-5.91405973437069,1840.53072771083,4.436067560772,102003,102003,4.34895793336667e-05,20
613,649,2201,2201,"CAM_50040","MathuAkru-2015-07-28_15-17-06-CAM50040_2.jpg",258.7797159,916.2663627,618,151,10,"2015:07:28 15:17:06","takin","movement","",NA,NA,"MAK_31","MAK_31 618",2048,1536,"MAK_31",4.68746830259396,-0.378204532808151,9,-21.6711197299071,778.293308206712,1.47047374579113,101287,101287,1.45178921854841e-05,18
623,659,2211,2211,"CAM_50040","MathuAkru-2015-07-28_15-15-28-CAM50040.jpg",1246.744761,1043.199814,608,152,10,"2015:07:28 15:15:28","takin","movement","",NA,NA,"MAK_31","MAK_31 608",2048,1536,"MAK_31",4.17225164373102,0.110089970195379,19,6.30815529219521,412.119945922533,2.47880237401553,101211,101211,2.44914324926691e-05,20
633,669,2221,2221,"CAM_50040","MathuAkru-2015-07-28_15-15-15-CAM50040.jpg",1869.958796,1261.669329,598,153,10,"2015:07:28 15:15:15","takin","movement","",NA,NA,"MAK_31","MAK_31 598",2048,1536,"MAK_31",3.00125104331997,0.418108952237752,29,23.9576429632232,668.885250389447,1.00178575270938,101227,101227,9.89642835122429e-06,20
643,679,2231,2231,"CAM_50040","MathuAkru-2015-07-28_15-14-58-CAM50040.jpg",1984.00762,1931.04621,588,154,10,"2015:07:28 15:14:58","takin","movement","",NA,NA,"MAK_31","MAK_31 588",2048,1536,"MAK_31",1.42854078835498,0.474476749974544,5,27.1875177735414,1998.32722449391,2.86946816008493,101266,101266,2.83359484929288e-05,20
653,689,2241,2241,"CAM_50040","MathuAkru-2015-07-28_15-14-42-CAM50040.jpg",2352.254008,1906.22971,578,155,10,"2015:07:28 15:14:42","takin","movement","",NA,NA,"MAK_31","MAK_31 578",2048,1536,"MAK_31",1.4930767925433,0.656479835916825,15,37.6162945980341,2273.16293634485,3.22213560490548,103725,103725,3.10642140747696e-05,20
663,699,2251,2251,"CAM_50040","MathuAkru-2015-07-28_14-51-02-CAM50040.jpg",1357.130526,859.2212756,568,156,10,"2015:07:28 14:51:02","takin","movement","",NA,NA,"MAK_31","MAK_31 568",2048,1536,"MAK_31",7.54606129676297,0.164647327792867,2,9.43429188253129,1495.89786597422,6.90353744339917,102848,102848,6.71236916945315e-05,20
673,709,2261,2261,"CAM_50040","MathuAkru-2015-07-28_14-49-37-CAM50040.jpg",980.9938719,925.9485039,558,157,10,"2015:07:28 14:49:37","takin","movement","",NA,NA,"MAK_31","MAK_31 558",2048,1536,"MAK_31",5.36434692181251,-0.0212554645033723,12,-1.21793811604323,1208.94544607725,4.63542449475867,102960,102960,4.50216054269491e-05,20
683,719,2271,2271,"CAM_50040","MathuAkru-2015-07-28_14-48-39-CAM50040.jpg",2120.269907,1185.395949,548,158,10,"2015:07:28 14:48:39","takin","movement","",NA,NA,"MAK_31","MAK_31 548",2048,1536,"MAK_31",3.57627057661316,0.541823389452113,22,31.0464802156061,1608.76775912637,3.15246243282117,102982,102982,3.06117810182476e-05,20
693,729,2281,2281,"CAM_50040","MathuAkru-2015-07-28_14-48-39-CAM50040.jpg",585.4803466,846.0198542,548,159,10,"2015:07:28 14:48:39","takin","movement","",NA,NA,"MAK_31","MAK_31 548",2048,1536,"MAK_31",6.26198729090182,-0.216735133774454,8,-12.4189231652762,814.304663719249,3.60164706953194,103265,103265,3.48777133543015e-05,20
703,739,2291,2291,"CAM_50040","MathuAkru-2015-07-28_14-48-14-CAM50040.jpg",1590.149884,1298.752315,538,160,10,"2015:07:28 14:48:14","takin","movement","",NA,NA,"MAK_31","MAK_31 538",2048,1536,"MAK_31",2.72991345795275,0.27981544246366,18,16.0334248531677,1216.67592620913,2.20878324872399,103255,103255,2.13915379276935e-05,20
713,749,2301,2301,"CAM_50040","MathuAkru-2015-07-28_14-47-59-CAM50040.jpg",1229.432292,1332.464236,528,161,10,"2015:07:28 14:47:59","takin","movement","",NA,NA,"MAK_31","MAK_31 528",2048,1536,"MAK_31",2.49267851894601,0.101533408920214,4,5.81786433112827,1139.26501228237,2.19602874274541,103262,103262,2.126657185359e-05,20
723,759,2311,2311,"CAM_50040","MathuAkru-2015-07-28_14-47-45-CAM50040_2.jpg",1168.750579,1167.27581,518,162,10,"2015:07:28 14:47:45","takin","movement","",NA,NA,"MAK_31","MAK_31 518",2048,1536,"MAK_31",3.20403766266715,0.0715419157619327,14,4.09935177315874,709.043536676444,1.20384428287353,103264,103264,1.16579280569562e-05,20
733,769,2321,2321,"CAM_50040","MathuAkru-2015-07-28_14-47-45-CAM50040_2.jpg",-83.22627315,1344.263426,518,163,10,"2015:07:28 14:47:45","takin","movement","",NA,NA,"MAK_31","MAK_31 518",2048,1536,"MAK_31",2.14392293579598,-0.547238493347208,10,-31.356765668795,1643.63452033101,3.05386142354582,103264,103264,2.95733404046504e-05,20
743,779,2331,2331,"CAM_50040","MathuAkru-2015-07-28_14-47-27-CAM50040.jpg",191.1045139,1187.502894,508,164,10,"2015:07:28 14:47:27","takin","movement","",NA,NA,"MAK_31","MAK_31 508",2048,1536,"MAK_31",2.72430198771558,-0.411652506792807,7,-23.5876886392278,1258.98127722318,2.03716842562505,103275,103275,1.9725668609296e-05,20
753,789,2341,2341,"CAM_50040","MathuAkru-2015-07-27_17-30-53-CAM50040.jpg",1016.838909,806.2151982,476,165,10,"2015:07:27 17:30:53","takin","movement","",NA,NA,"MAK_31","MAK_31 476",2048,1536,"MAK_31",8.45405800689063,-0.0035393168899555,17,-0.20280285779445,897.319122185251,6.30318849915068,26733,26733,0.000235783058360479,20
763,799,2351,2351,"CAM_50040","MathuAkru-2015-07-24_18-06-16-CAM50040.jpg",1206.308391,916.9874322,416,166,10,"2015:07:24 18:06:16","takin","movement","",NA,NA,"MAK_31","MAK_31 416",2048,1536,"MAK_31",5.83564611848119,0.0901045898518685,8,5.16299299851207,988.856461762429,3.86102741230603,229540,229540,1.68207171399583e-05,20
773,809,2361,2361,"CAM_50040","MathuAkru-2015-07-23_05-24-38-CAM50040.jpg",1196.561689,897.4940949,366,167,10,"2015:07:23 05:24:38","takin","movement","",NA,NA,"MAK_31","MAK_31 366",2048,1536,"MAK_31",6.21250850721303,0.0852873536220869,18,4.88696536254558,1079.71427475905,4.70032325112693,361615,361615,1.29981423644675e-05,20
783,819,2371,2371,"CAM_50040","MathuAkru-2015-07-23_05-24-38-CAM50040.jpg",1689.859033,896.5672863,366,168,10,"2015:07:23 05:24:38","takin young","movement","",NA,NA,"MAK_31","MAK_31 366",2048,1536,"MAK_31",7.22597226164127,0.329095960633138,8,18.8571985442788,1385.79109585824,8.47468551391847,361585,361585,2.34376025385966e-05,20
5746,6008,5746,5746,"CAM_50760","MathuAkru-2015-07-26_18-18-18-CAM50760.jpg",798.7621528,1305.073264,698,169,10,"2015:07:26 18:18:18","takin young","movement","",NA,NA,"MAK_26","MAK_26 698",2048,1536,"MAK_26",3.39798387572564,-0.11026989430775,44,-6.31846494383409,608.648418514053,1.17195067358358,11,11,0.10654097032578,10
5756,6018,5756,5756,"CAM_50760","MathuAkru-2015-07-26_18-17-20-CAM50760.jpg",844.2732639,1308.865856,678,170,10,"2015:07:26 18:17:20","takin","movement","",NA,NA,"MAK_26","MAK_26 678",2048,1536,"MAK_26",3.2863656120071,-0.0879889789411197,54,-5.04176849332616,816.694081627611,1.35393585970136,11,11,0.123085078154669,10
5766,6028,5766,5766,"CAM_50760","MathuAkru-2015-07-26_14-53-24-CAM50760.jpg",859.4436343,1278.525116,668,171,10,"2015:07:26 14:53:24","takin","movement","",NA,NA,"MAK_26","MAK_26 668",2048,1536,"MAK_26",3.34594839355539,-0.0805620071359238,64,-4.61620300888843,439.004380463184,0.899961865852582,9,9,0.0999957628725091,10
5776,6038,5776,5776,"CAM_50760","MathuAkru-2015-07-26_14-43-27-CAM50760_1.jpg",829.1028935,1324.036227,658,172,10,"2015:07:26 14:43:27","takin","movement","",NA,NA,"MAK_26","MAK_26 658",2048,1536,"MAK_26",3.27325905757155,-0.0954159507463156,74,-5.46733397776388,209.269597266241,0.414974130450079,9,9,0.0461082367166754,10
5786,6048,5786,5786,"CAM_50760","MathuAkru-2015-07-26_14-43-13-CAM50760.jpg",726.7028935,1346.791782,648,173,10,"2015:07:26 14:43:13","takin young","movement","",NA,NA,"MAK_26","MAK_26 648",2048,1536,"MAK_26",3.42842369183495,-0.145548010333474,84,-8.33990099210805,63.6711403800835,0.121738629229554,9,9,0.0135265143588393,10
5796,6058,5796,5796,"CAM_50760","MathuAkru-2015-07-26_14-42-56-CAM50760.jpg",654.6436343,1377.132523,638,174,10,"2015:07:26 14:42:56","takin","movement","",NA,NA,"MAK_26","MAK_26 638",2048,1536,"MAK_26",3.49752850677445,-0.18082612631024,94,-10.3613370375768,487.778111665246,0.988446938118342,9,9,0.109827437568705,10
5806,6068,5806,5806,"CAM_50760","MathuAkru-2015-07-24_18-05-39-CAM50760.jpg",1659.680556,1147.469907,600,175,10,"2015:07:24 18:05:39","takin","movement","",NA,NA,"MAK_26","MAK_26 600",2048,1536,"MAK_26",2.38167618304336,0.311210698357323,104,17.8323730158746,359.701433908224,0.444189833825823,9,9,0.0493544259806471,10
5816,6078,5816,5816,"CAM_50760","MathuAkru-2015-07-24_18-05-24-CAM50760.jpg",817.7251157,1225.428819,590,176,10,"2015:07:24 18:05:24","takin","movement","",NA,NA,"MAK_26","MAK_26 590",2048,1536,"MAK_26",3.62360270024633,-0.100986179600213,114,-5.78650809109218,715.915041392845,1.45274876628288,10,10,0.145274876628288,10
5826,6088,5826,5826,"CAM_50760","MathuAkru-2015-07-24_18-04-59-CAM50760.jpg",844.2732639,1248.184375,580,177,10,"2015:07:24 18:04:59","takin","movement","",NA,NA,"MAK_26","MAK_26 580",2048,1536,"MAK_26",3.47842052261923,-0.0879889789411197,124,-5.04176849332616,649.019071022016,1.22862754296908,9,9,0.136514171441009,10
5836,6098,5836,5836,"CAM_50760","MathuAkru-2015-07-24_05-53-30-CAM50760.jpg",798.7621528,1198.880671,570,178,10,"2015:07:24 05:53:30","takin","movement","",NA,NA,"MAK_26","MAK_26 570",2048,1536,"MAK_26",3.77513876404769,-0.11026989430775,2,-6.31846494383409,8.48049468567717,0.0206384829809928,10,10,0.00206384829809928,10
5846,6108,5846,5846,"CAM_50760","MathuAkru-2015-07-23_12-34-12-CAM50760.jpg",817.7251157,1240.59919,554,179,10,"2015:07:23 12:34:12","himalayan black bear","movement","",NA,NA,"MAK_26","MAK_26 554",2048,1536,"MAK_26",3.56927909719519,-0.100986179600213,12,-5.78650809109218,341.085808371201,0.897176018001034,9,9,0.0996862242223371,10
5856,6118,5856,5856,"CAM_50760","MathuAkru-2015-07-23_12-25-20-CAM50760.jpg",1003.562153,1179.917708,544,180,10,"2015:07:23 12:25:20","takin","movement","",NA,NA,"MAK_26","MAK_26 544",2048,1536,"MAK_26",3.33450496422204,-0.0100057750355198,10,-0.573330909535283,299.303347733822,0.706817499373875,8,8,0.0883521874217343,10
5866,6128,5866,5866,"CAM_50760","MathuAkru-2015-07-23_08-57-20-CAM50760.jpg",848.0658565,1153.36956,534,181,10,"2015:07:23 08:57:20","takin","movement","",NA,NA,"MAK_26","MAK_26 534",2048,1536,"MAK_26",3.81706854805111,-0.0861322359898207,20,-4.93537712221673,521.004993423383,1.29295406199968,9,9,0.143661562444409,10
5876,6138,5876,5876,"CAM_50760","MathuAkru-2015-07-23_07-47-55-CAM50760.jpg",1257.665856,1107.858449,504,182,10,"2015:07:23 07:47:55","takin","movement","",NA,NA,"MAK_26","MAK_26 504",2048,1536,"MAK_26",3.03132826176922,0.114396002114027,4,6.55489092113373,617.478211618659,1.49948905647128,9,9,0.166609895163475,10
5886,6148,5886,5886,"CAM_50760","MathuAkru-2015-07-23_07-24-53-CAM50760.jpg",1018.732523,1145.784375,494,183,10,"2015:07:23 07:24:53","takin","movement","",NA,NA,"MAK_26","MAK_26 494",2048,1536,"MAK_26",3.40801470411236,-0.00257880342615219,14,-0.147765436318521,550.474370964704,1.47007223865498,9,9,0.163341359850553,10
5896,6158,5896,5896,"CAM_50760","MathuAkru-2015-07-23_07-24-17-CAM50760.jpg",988.3917824,1164.747338,484,184,10,"2015:07:23 07:24:17","takin","movement","",NA,NA,"MAK_26","MAK_26 484",2048,1536,"MAK_26",3.4163197798901,-0.0174327469386298,24,-0.99889639958349,471.940832657186,1.40161036296334,9,9,0.155734484773704,10
5906,6168,5906,5906,"CAM_50760","MathuAkru-2015-07-23_07-22-11-CAM50760.jpg",772.2140046,1168.539931,474,185,5,"2015:07:23 07:22:11","takin","movement","",NA,NA,"MAK_26","MAK_26 474",2048,1536,"MAK_26",3.97974346108994,-0.123267094966843,34,-7.06320454160012,674.68805334843,1.65666127216382,4,4,0.414165318040955,5
