"","X","species","speed","category","size","Body_mass_g"
"469",469,"takin",0.281419062880642,"LS","large",294515.33
"470",470,"takin",0.157631017789825,"LS","large",294515.33
"471",471,"takin",0,"LS","large",294515.33
"472",472,"takin",0.262797219607569,"LS","large",294515.33
"473",473,"takin",0.478155081791122,"LS","large",294515.33
"474",474,"takin",0.14890985801074,"LS","large",294515.33
"475",475,"takin",0.0254877705745102,"LS","large",294515.33
"476",476,"takin",0.0339267700813212,"LS","large",294515.33
"477",477,"takin",0,"LS","large",294515.33
"478",478,"takin",0.257147931475229,"LS","large",294515.33
"479",479,"takin",0.51510331005111,"LS","large",294515.33
"480",480,"takin",0.0733939832400763,"LS","large",294515.33
"481",481,"takin",0.00979521785529053,"LS","large",294515.33
"482",482,"takin",0.03007407604929,"LS","large",294515.33
"483",483,"takin",0.00637415307157873,"LS","large",294515.33
"484",484,"takin",0.0255199343376216,"LS","large",294515.33
"485",485,"takin",0.305025284654639,"LS","large",294515.33
"486",486,"takin",0.24263363104346,"LS","large",294515.33
"487",487,"takin",0.163262237491346,"LS","large",294515.33
"488",488,"takin",0.013932825873673,"LS","large",294515.33
"489",489,"takin",0.0268131415743992,"LS","large",294515.33
"490",490,"takin",0.132055389841922,"LS","large",294515.33
"491",491,"takin",0.035388273619266,"LS","large",294515.33
"492",492,"takin",0.0406407225307524,"LS","large",294515.33
"493",493,"takin",0.118054691059129,"LS","large",294515.33
"494",494,"takin",0.023404690512731,"LS","large",294515.33
"495",495,"takin",0.128072083354885,"LS","large",294515.33
"496",496,"takin",0.00654477327692829,"LS","large",294515.33
"497",497,"takin",0.123019995351864,"LS","large",294515.33
"498",498,"takin",0,"LS","large",294515.33
"499",499,"takin",0.0984649970633846,"LS","large",294515.33
"500",500,"takin",1.46043711442093e-05,"LS","large",294515.33
"501",501,"takin",0.0889889589639587,"LS","large",294515.33
"502",502,"takin",1.56932402634408e-05,"LS","large",294515.33
"503",503,"takin",0.0936291347552438,"LS","large",294515.33
"504",504,"takin",0.0948548383750456,"LS","large",294515.33
"505",505,"takin",0.201245443773141,"LS","large",294515.33
"506",506,"takin",0,"LS","large",294515.33
"507",507,"takin",0.0854340730858638,"LS","large",294515.33
"508",508,"takin",0.000131836134819332,"LS","large",294515.33
"509",509,"takin",0.00027521645181644,"LS","large",294515.33
"510",510,"takin",5.79980848052177e-06,"LS","large",294515.33
"511",511,"takin",3.94614165570964e-06,"LS","large",294515.33
"512",512,"takin",6.31366924381214e-06,"LS","large",294515.33
"513",513,"takin",4.02306406551986e-06,"LS","large",294515.33
"514",514,"takin",3.71458603487814e-06,"LS","large",294515.33
"515",515,"takin",4.68832373057851e-06,"LS","large",294515.33
"516",516,"takin",3.49984654896123e-06,"LS","large",294515.33
"517",517,"takin",3.45969602191072e-06,"LS","large",294515.33
"518",518,"takin",3.67130157118533e-06,"LS","large",294515.33
"519",519,"takin",2.07614302076067e-06,"LS","large",294515.33
"520",520,"takin",3.97304253968556e-06,"LS","large",294515.33
"521",521,"takin",1.02125611174194e-05,"LS","large",294515.33
"522",522,"takin",6.12008802696627e-06,"LS","large",294515.33
"523",523,"takin",1.89324909172493e-06,"LS","large",294515.33
"524",524,"takin",6.15515740246476e-06,"LS","large",294515.33
"525",525,"takin",2.83336629982546e-06,"LS","large",294515.33
"526",526,"takin",3.14700673537726e-06,"LS","large",294515.33
"527",527,"takin",1.06867008106794e-06,"LS","large",294515.33
"528",528,"takin",3.7716194556184e-06,"LS","large",294515.33
"529",529,"takin",3.47241288105842e-06,"LS","large",294515.33
"530",530,"takin",4.78380317201715e-06,"LS","large",294515.33
"531",531,"takin",3.48486771300471e-06,"LS","large",294515.33
"532",532,"takin",2.29896701935207e-06,"LS","large",294515.33
"533",533,"takin",1.43848994640183e-06,"LS","large",294515.33
"534",534,"takin",2.59312885329005e-06,"LS","large",294515.33
"535",535,"takin",3.86663980080865e-06,"LS","large",294515.33
"536",536,"takin",2.64358894156441e-06,"LS","large",294515.33
"537",537,"takin",0.157062482185351,"LS","large",294515.33
"538",538,"takin",3.10625316134533e-06,"LS","large",294515.33
"539",539,"takin",2.67896334710888e-06,"LS","large",294515.33
"540",540,"takin",1.22762958408678e-06,"LS","large",294515.33
"541",541,"takin",2.31207931191215e-06,"LS","large",294515.33
"542",542,"takin",3.0054469341141e-06,"LS","large",294515.33
"543",543,"takin",2.5965481405417e-06,"LS","large",294515.33
"544",544,"takin",3.25018814543097e-06,"LS","large",294515.33
"545",545,"takin",2.38778116523257e-06,"LS","large",294515.33
"546",546,"takin",2.0476327815842e-06,"LS","large",294515.33
"547",547,"takin",2.12922981092049e-06,"LS","large",294515.33
"548",548,"takin",3.22217507195548e-06,"LS","large",294515.33
"549",549,"takin",4.45517964559056e-06,"LS","large",294515.33
"550",550,"takin",3.49384942620619e-06,"LS","large",294515.33
"551",551,"takin",1.59838209313696e-06,"LS","large",294515.33
"552",552,"takin young",3.55939817800505e-06,"LS","large",1e+05
"553",553,"takin",7.28238513442468e-06,"LS","large",294515.33
"554",554,"takin",4.66113654022523e-06,"LS","large",294515.33
"555",555,"takin",3.72385443344923e-06,"LS","large",294515.33
"556",556,"takin",3.28035391661688e-06,"LS","large",294515.33
"557",557,"takin young",3.81521304376059e-06,"LS","large",1e+05
"558",558,"takin",4.0150753042135e-06,"LS","large",294515.33
"559",559,"takin",3.63547530639483e-06,"LS","large",294515.33
"560",560,"takin",3.6612147213264e-06,"LS","large",294515.33
"561",561,"takin",1.89711501297951e-06,"LS","large",294515.33
"562",562,"takin",2.1453841359287e-06,"LS","large",294515.33
"563",563,"takin",1.36457861790644e-06,"LS","large",294515.33
"564",564,"takin",3.08037890442517e-06,"LS","large",294515.33
"565",565,"takin",8.98429002425001e-07,"LS","large",294515.33
"566",566,"takin",1.55605956770874e-06,"LS","large",294515.33
"567",567,"takin",5.3051951282449e-06,"LS","large",294515.33
"568",568,"takin",2.39372193793742e-06,"LS","large",294515.33
"569",569,"takin",9.37950246594776e-07,"LS","large",294515.33
"570",570,"takin",2.38182682891159e-06,"LS","large",294515.33
"571",571,"takin young",4.33198014101618e-06,"LS","large",1e+05
"572",572,"takin young",2.76529319753693e-06,"LS","large",1e+05
"573",573,"takin",2.71321144722758e-06,"LS","large",294515.33
"574",574,"takin young",3.9410178275616e-06,"LS","large",1e+05
"575",575,"takin",3.31094635395494e-06,"LS","large",294515.33
"576",576,"takin",4.44982639329518e-06,"LS","large",294515.33
"577",577,"takin",8.63182134607734e-06,"LS","large",294515.33
"578",578,"takin",3.32597750718444e-06,"LS","large",294515.33
"579",579,"takin",4.00964043151359e-06,"LS","large",294515.33
"580",580,"takin",3.45890281207283e-06,"LS","large",294515.33
"581",581,"takin",5.14844586775819e-06,"LS","large",294515.33
"582",582,"takin",3.82052622005942e-06,"LS","large",294515.33
"583",583,"takin",3.22215979484074e-06,"LS","large",294515.33
"584",584,"takin",2.93577423865602e-06,"LS","large",294515.33
"585",585,"takin",3.82956400882827e-06,"LS","large",294515.33
"586",586,"takin",3.96902828554626e-06,"LS","large",294515.33
"587",587,"takin",8.6004972331769e-07,"LS","large",294515.33
"588",588,"takin",5.35441426534661e-06,"LS","large",294515.33
"589",589,"takin",4.04569264076649e-06,"LS","large",294515.33
"590",590,"takin",2.81130328399649e-06,"LS","large",294515.33
"591",591,"takin",3.90373850145503e-06,"LS","large",294515.33
"592",592,"takin",3.63240646130372e-06,"LS","large",294515.33
"593",593,"takin",3.10312873657284e-06,"LS","large",294515.33
"594",594,"takin",2.59816487241994e-06,"LS","large",294515.33
"595",595,"takin",4.25712619148783e-06,"LS","large",294515.33
"596",596,"takin",8.41465248685088e-07,"LS","large",294515.33
"597",597,"takin",3.57093522685155e-06,"LS","large",294515.33
"598",598,"takin",2.68431615134374e-06,"LS","large",294515.33
"599",599,"takin",2.64694053284494e-06,"LS","large",294515.33
"600",600,"takin",3.44460668161738e-06,"LS","large",294515.33
"601",601,"takin",1.5142410753535e-06,"LS","large",294515.33
"602",602,"takin",2.20710057651865e-06,"LS","large",294515.33
"603",603,"takin",2.3697955920406e-06,"LS","large",294515.33
"604",604,"takin young",2.23376801323783e-06,"LS","large",1e+05
"605",605,"takin",5.07584810354287e-06,"LS","large",294515.33
"606",606,"takin",1.72160332903086e-06,"LS","large",294515.33
"607",607,"takin",5.69476580608732e-06,"LS","large",294515.33
"608",608,"takin",3.47625899568834e-06,"LS","large",294515.33
"609",609,"takin young",5.0113831871668e-06,"LS","large",1e+05
"610",610,"takin",2.45854062838483e-06,"LS","large",294515.33
"611",611,"takin",2.36079347981434e-06,"LS","large",294515.33
"612",612,"takin",1.96034783285524e-06,"LS","large",294515.33
"613",613,"takin",5.23570165809335e-06,"LS","large",294515.33
"614",614,"takin",3.62102777035334e-06,"LS","large",294515.33
"615",615,"takin young",3.9199866755358e-06,"LS","large",1e+05
"616",616,"takin",4.1084033052513e-06,"LS","large",294515.33
"617",617,"takin",4.54112968372001e-06,"LS","large",294515.33
"618",618,"takin",7.07812197487639e-06,"LS","large",294515.33
"619",619,"takin",3.45846749614989e-06,"LS","large",294515.33
"620",620,"takin",4.60066490094797e-06,"LS","large",294515.33
"621",621,"takin",5.73211682036234e-06,"LS","large",294515.33
"622",622,"takin",7.29584052368611e-06,"LS","large",294515.33
"623",623,"takin young",1.22144870187138e-05,"LS","large",1e+05
"624",624,"takin",1.84276086086826e-05,"LS","large",294515.33
"625",625,"takin",1.58952546668584e-05,"LS","large",294515.33
"626",626,"takin",1.36326674809417e-05,"LS","large",294515.33
"627",627,"takin",0.000121369823966364,"LS","large",294515.33
"628",628,"takin",9.65683679455519e-06,"LS","large",294515.33
"629",629,"takin",0.115059878575736,"LS","large",294515.33
"630",630,"takin",0,"LS","large",294515.33
"631",631,"takin young",0,"LS","large",1e+05
"632",632,"takin young",0.181464605861003,"LS","large",1e+05
"633",633,"takin",0.0046838732162367,"LS","large",294515.33
"634",634,"takin",0.0343144535827446,"LS","large",294515.33
"635",635,"takin young",0.071529533113028,"LS","large",1e+05
"636",636,"takin",0.120488032222672,"LS","large",294515.33
"637",637,"takin young",0.0753261230005783,"LS","large",1e+05
"638",638,"takin",0.333187390220074,"LS","large",294515.33
"639",639,"takin",0.172271075621261,"LS","large",294515.33
"640",640,"takin",0.12199586766041,"LS","large",294515.33
"641",641,"takin",0,"LS","large",294515.33
"642",642,"takin",0,"LS","large",294515.33
"643",643,"takin",0,"LS","large",294515.33
"644",644,"takin",0.135689139159433,"LS","large",294515.33
"645",645,"takin",0.0640885213137735,"LS","large",294515.33
"646",646,"takin",0.179344304432407,"LS","large",294515.33
"647",647,"takin",0.121452663028987,"LS","large",294515.33
"648",648,"takin",0.0156494266805716,"LS","large",294515.33
"649",649,"takin",0.210420127112292,"LS","large",294515.33
"650",650,"takin",0.159531416710731,"LS","large",294515.33
"651",651,"takin",0.664872331538481,"LS","large",294515.33
"652",652,"takin",0.103092220107392,"LS","large",294515.33
"653",653,"takin",0.11905734021634,"LS","large",294515.33
"654",654,"takin",0.153519435514843,"LS","large",294515.33
"655",655,"takin",0.170937925233958,"LS","large",294515.33
"656",656,"takin",0.036374157890872,"LS","large",294515.33
"657",657,"takin young",0.0438380195927032,"LS","large",1e+05
"658",658,"takin",0.0929526589124818,"LS","large",294515.33
"659",659,"takin",0.124357096976419,"LS","large",294515.33
"660",660,"takin",0.131826996972434,"LS","large",294515.33
"661",661,"takin",0.155991724117759,"LS","large",294515.33
"662",662,"takin",0.129521195857308,"LS","large",294515.33
"663",663,"takin",0.165032078786687,"LS","large",294515.33
"664",664,"takin",0.214670579800684,"LS","large",294515.33
"665",665,"takin",0.126221508535862,"LS","large",294515.33
"666",666,"takin",0.0878885412534144,"LS","large",294515.33
"667",667,"takin",0.229653833061675,"LS","large",294515.33
"668",668,"takin",0.13766515298998,"LS","large",294515.33
"669",669,"takin",0.0994067339264591,"LS","large",294515.33
"670",670,"takin",0.103133627487554,"LS","large",294515.33
"671",671,"takin young",0,"LS","large",1e+05
"672",672,"takin",0.0753039562781535,"LS","large",294515.33
"673",673,"takin",0.114325644603279,"LS","large",294515.33
"674",674,"takin",0.101520897503974,"LS","large",294515.33
"675",675,"takin young",0.079466627360623,"LS","large",1e+05
"676",676,"takin",0.0758027302032121,"LS","large",294515.33
"677",677,"takin",0.114460778266764,"LS","large",294515.33
"678",678,"takin young",0.0604338588874009,"LS","large",1e+05
"679",679,"takin",0.0839815728404168,"LS","large",294515.33
"680",680,"takin",0.131470072160296,"LS","large",294515.33
"681",681,"takin",0.0960445348272729,"LS","large",294515.33
"682",682,"takin",0.0857497867919079,"LS","large",294515.33
"683",683,"takin",0.0911338385798289,"LS","large",294515.33
"684",684,"takin",0.0294819060759995,"LS","large",294515.33
"685",685,"takin",0.0608265752861661,"LS","large",294515.33
"686",686,"takin",0.0791786173065409,"LS","large",294515.33
"687",687,"takin",0.0292038386509024,"LS","large",294515.33
"688",688,"takin",0.10296097481114,"LS","large",294515.33
"689",689,"takin",0.0883559489403883,"LS","large",294515.33
"690",690,"takin",0.0331293549726632,"LS","large",294515.33
"691",691,"takin",0.0842684065389805,"LS","large",294515.33
"692",692,"takin young",0.117040873620196,"LS","large",1e+05
"693",693,"takin",0.0900955688051146,"LS","large",294515.33
"694",694,"takin young",0.00895362119210576,"LS","large",1e+05
"695",695,"takin",0.196914060501287,"LS","large",294515.33
"696",696,"takin",0.0632628363708394,"LS","large",294515.33
"697",697,"takin",0.0938075188074043,"LS","large",294515.33
"698",698,"takin",0.0358697036950655,"LS","large",294515.33
"699",699,"takin",0.0583674191840073,"LS","large",294515.33
"700",700,"takin",0.168337950184331,"LS","large",294515.33
"701",701,"takin",0.143022959060333,"LS","large",294515.33
"702",702,"takin young",0.141705454002259,"LS","large",1e+05
"703",703,"takin",0.241848054944487,"LS","large",294515.33
"704",704,"takin",0.171128063675201,"LS","large",294515.33
"705",705,"takin",0.106507442178206,"LS","large",294515.33
"706",706,"takin",0.155812756738708,"LS","large",294515.33
"707",707,"takin",0.136668985983034,"LS","large",294515.33
"708",708,"takin",0.14658775466926,"LS","large",294515.33
"709",709,"takin",0.0546133925884614,"LS","large",294515.33
"710",710,"takin",0.10553407799889,"LS","large",294515.33
"711",711,"takin",0,"LS","large",294515.33
"712",712,"takin young",0.143512480318538,"LS","large",1e+05
"713",713,"takin young",0.128944324473323,"LS","large",1e+05
"714",714,"takin",0.159844957840814,"LS","large",294515.33
"715",715,"takin",0.241844620268708,"LS","large",294515.33
"716",716,"takin young",0.0672467014750192,"LS","large",1e+05
"717",717,"takin young",0.121738792052809,"LS","large",1e+05
"718",718,"takin",0.117128799051976,"LS","large",294515.33
"719",719,"takin",0.156888039114552,"LS","large",294515.33
"720",720,"takin",0.0869238295282064,"LS","large",294515.33
"721",721,"takin",0.12947127463616,"LS","large",294515.33
"722",722,"takin",0.131474668808797,"LS","large",294515.33
"723",723,"takin",0.0615134371552383,"LS","large",294515.33
"724",724,"takin",0.0543562172108634,"LS","large",294515.33
"725",725,"takin",0.115813022508831,"LS","large",294515.33
"726",726,"takin",0.0893446123337331,"LS","large",294515.33
"727",727,"agouti",0.225,"SF","small",2309.12
"728",728,"agouti",0.385714285714286,"SF","small",2309.12
"729",729,"coati",0.45,"SF","small",3775.5
"730",730,"ocelot",0.642857142857143,"LF","large",11880
"731",731,"agouti",0.675,"SF","small",2309.12
"732",732,"squirrel",0.0969230769230772,"SF","small",545.4
"733",733,"agouti",0.675,"SF","small",2309.12
"734",734,"ocelot",0.495,"LF","large",11880
"735",735,"paca",0.224999999999999,"LS","large",8172.55
"736",736,"agouti",0.330000000000001,"SF","small",2309.12
"737",737,"agouti",0.297,"SF","small",2309.12
"738",738,"rat",0.515454545454546,"SF","small",282.17
"739",739,"agouti",0.15923076923077,"SF","small",2309.12
"740",740,"tamandua",0.321428571428571,"LS","large",4800
"741",741,"agouti",0.629999999999999,"SF","small",2309.12
"742",742,"tamandua",0.160434782608695,"LS","large",4800
"743",743,"coati",0.188181818181819,"SF","small",3775.5
"744",744,"agouti",0.227368421052632,"SF","small",2309.12
"745",745,"agouti",0.24,"SF","small",2309.12
"746",746,"paca",0.335999999999999,"LS","large",8172.55
"747",747,"agouti",0.912857142857143,"SF","small",2309.12
"748",748,"agouti",0.285000000000001,"SF","small",2309.12
"749",749,"rat",0.773999999999999,"SF","small",282.17
"750",750,"agouti",0.269999999999999,"SF","small",2309.12
"751",751,"rat",1.2,"SF","small",282.17
"752",752,"agouti",0.719999999999999,"SF","small",2309.12
"753",753,"agouti",0.1935,"SF","small",2309.12
"754",754,"agouti",0.325384615384616,"SF","small",2309.12
"755",755,"agouti",1.43181818181818,"SF","small",2309.12
"756",756,"agouti",0.36,"SF","small",2309.12
"757",757,"paca",0.507272727272728,"LS","large",8172.55
"758",758,"peccary",0.294545454545455,"LS","large",21133.69
"759",759,"agouti",0.245454545454546,"SF","small",2309.12
"760",760,"rat",0.43,"SF","small",282.17
"761",761,"agouti",0.5625,"SF","small",2309.12
"762",762,"agouti",1.24714285714286,"SF","small",2309.12
"763",763,"agouti",0.459473684210527,"SF","small",2309.12
"764",764,"agouti",0.153,"SF","small",2309.12
"765",765,"tamandua",0.204545454545455,"LS","large",4800
"766",766,"agouti",0.594000000000001,"SF","small",2309.12
"767",767,"agouti",0.431999999999999,"SF","small",2309.12
"768",768,"agouti",0.18,"SF","small",2309.12
"769",769,"agouti",0.49846153846154,"SF","small",2309.12
"770",770,"coati",0.4,"SF","small",3775.5
"771",771,"peccary",0.364285714285715,"LS","large",21133.69
"772",772,"rat",0.899999999999999,"SF","small",282.17
"773",773,"agouti",0.152608695652174,"SF","small",2309.12
"774",774,"agouti",0.311538461538462,"SF","small",2309.12
"775",775,"ocelot",0.525,"LF","large",11880
"776",776,"agouti",0.147272727272728,"SF","small",2309.12
"777",777,"rat",0.308571428571428,"SF","small",282.17
"778",778,"agouti",0.254117647058823,"SF","small",2309.12
"779",779,"agouti",1.17,"SF","small",2309.12
"780",780,"coati",0.59625,"SF","small",3775.5
"781",781,"ocelot",0.365999999999999,"LF","large",11880
"782",782,"agouti",0.393157894736842,"SF","small",2309.12
"783",783,"ocelot",0.767999999999998,"LF","large",11880
"784",784,"agouti",1.01076923076923,"SF","small",2309.12
"785",785,"ocelot",0.8,"LF","large",11880
"786",786,"agouti",0.720000000000001,"SF","small",2309.12
"787",787,"coati",2.25,"SF","small",3775.5
"788",788,"paca",0.359999999999999,"LS","large",8172.55
"789",789,"agouti",0.198,"SF","small",2309.12
"790",790,"agouti",0.183913043478261,"SF","small",2309.12
"791",791,"agouti",0.27409090909091,"SF","small",2309.12
"792",792,"agouti",0.553846153846156,"SF","small",2309.12
"793",793,"agouti",0.417857142857142,"SF","small",2309.12
"794",794,"ocelot",0.27,"LF","large",11880
"795",795,"agouti",0.75375,"SF","small",2309.12
"796",796,"squirrel",0.900000000000002,"SF","small",545.4
"797",797,"brocket",1.125,"LF","large",20546.86
"798",798,"peccary",0.217894736842105,"LS","large",21133.69
"799",799,"agouti",0.27,"SF","small",2309.12
"800",800,"paca",0.574615384615386,"LS","large",8172.55
"801",801,"agouti",0.145714285714286,"SF","small",2309.12
"802",802,"agouti",0.252,"SF","small",2309.12
"803",803,"agouti",0.28,"SF","small",2309.12
"804",804,"tamandua",1.188,"LS","large",4800
"805",805,"agouti",0.445263157894737,"SF","small",2309.12
"806",806,"rat",0.359999999999999,"SF","small",282.17
"807",807,"mouse",1.0125,"SF","small",19.3
"808",808,"brocket",2.16,"LF","large",20546.86
"809",809,"agouti",0.3,"SF","small",2309.12
"810",810,"paca",0.292500000000001,"LS","large",8172.55
"811",811,"agouti",0.384545454545455,"SF","small",2309.12
"812",812,"agouti",0.14,"SF","small",2309.12
"813",813,"squirrel",0.192857142857143,"SF","small",545.4
"814",814,"agouti",0.207692307692308,"SF","small",2309.12
"815",815,"agouti",0.971999999999999,"SF","small",2309.12
"816",816,"agouti",0.175,"SF","small",2309.12
"817",817,"agouti",0.845999999999999,"SF","small",2309.12
"818",818,"armadillo",0.505384615384617,"SF","small",3949.01
"819",819,"agouti",1.38,"SF","small",2309.12
"820",820,"agouti",0.387692307692309,"SF","small",2309.12
"821",821,"agouti",0.34875,"SF","small",2309.12
"822",822,"agouti",0.45,"SF","small",2309.12
"823",823,"brocket",0.225,"LF","large",20546.86
"824",824,"coati",0.208421052631579,"SF","small",3775.5
"825",825,"agouti",0.238846153846154,"SF","small",2309.12
"826",826,"brocket",0.289285714285713,"LF","large",20546.86
"827",827,"agouti",0.665999999999999,"SF","small",2309.12
"828",828,"ocelot",0.433636363636364,"LF","large",11880
"829",829,"agouti",0.276923076923078,"SF","small",2309.12
"830",830,"agouti",0.192857142857143,"SF","small",2309.12
"831",831,"paca",0.18,"LS","large",8172.55
"832",832,"agouti",0.153,"SF","small",2309.12
"833",833,"agouti",0.654545454545456,"SF","small",2309.12
"834",834,"agouti",0.192857142857143,"SF","small",2309.12
"835",835,"rat",0.345000000000001,"SF","small",282.17
"836",836,"squirrel",0.36,"SF","small",545.4
"837",837,"rat",0.404999999999999,"SF","small",282.17
"838",838,"agouti",0.1188,"SF","small",2309.12
"839",839,"agouti",0.580909090909092,"SF","small",2309.12
"840",840,"mouse",0.114545454545455,"SF","small",19.3
"841",841,"agouti",0.175909090909091,"SF","small",2309.12
"842",842,"agouti",0.16875,"SF","small",2309.12
"843",843,"agouti",0.36,"SF","small",2309.12
"844",844,"agouti",0.225,"SF","small",2309.12
"845",845,"coati",0.45,"SF","small",3775.5
"846",846,"tamandua",0.3,"LS","large",4800
"847",847,"agouti",0.629999999999999,"SF","small",2309.12
"848",848,"agouti",0.35,"SF","small",2309.12
"849",849,"tamandua",0.39375,"LS","large",4800
"850",850,"peccary",0.525,"LS","large",21133.69
"851",851,"agouti",0.45,"SF","small",2309.12
"852",852,"coati",0.6,"SF","small",3775.5
"853",853,"agouti",0.45,"SF","small",2309.12
"854",854,"coati",0.809999999999999,"SF","small",3775.5
"855",855,"agouti",0.642857142857143,"SF","small",2309.12
"856",856,"ocelot",0.5625,"LF","large",11880
"857",857,"agouti",0.707142857142857,"SF","small",2309.12
"858",858,"coati",0.707142857142857,"SF","small",3775.5
"859",859,"coati",1.67142857142857,"SF","small",3775.5
"860",860,"agouti",0.7,"SF","small",2309.12
"861",861,"agouti",0.7875,"SF","small",2309.12
"862",862,"agouti",1.35,"SF","small",2309.12
"863",863,"agouti",1.4625,"SF","small",2309.12
"864",864,"rat",0.28125,"SF","small",282.17
"865",865,"rat",0.45,"SF","small",282.17
"866",866,"peccary",0.380769230769232,"LS","large",21133.69
"867",867,"squirrel",0.405,"SF","small",545.4
"868",868,"agouti",0.604285714285713,"SF","small",2309.12
"869",869,"rat",0.378,"SF","small",282.17
"870",870,"squirrel",0.276428571428571,"SF","small",545.4
"871",871,"paca",0.155769230769231,"LS","large",8172.55
"872",872,"agouti",0.0832500000000001,"SF","small",2309.12
"873",873,"agouti",0.289285714285714,"SF","small",2309.12
"874",874,"rat",0.378,"SF","small",282.17
"875",875,"rat",0.1575,"SF","small",282.17
"876",876,"squirrel",0.45,"SF","small",545.4
"877",877,"rat",0.148846153846154,"SF","small",282.17
"878",878,"agouti",0.33,"SF","small",2309.12
"879",879,"coati",0.110454545454546,"SF","small",3775.5
"880",880,"agouti",0.34875,"SF","small",2309.12
"881",881,"peccary",0.6075,"LS","large",21133.69
"882",882,"paca",0.173076923076924,"LS","large",8172.55
"883",883,"mouse",0.186,"SF","small",19.3
"884",884,"agouti",0.21,"SF","small",2309.12
"885",885,"agouti",0.315,"SF","small",2309.12
"886",886,"agouti",0.294545454545455,"SF","small",2309.12
"887",887,"brocket",0.539999999999999,"LF","large",20546.86
"888",888,"coati",0.536538461538463,"SF","small",3775.5
"889",889,"agouti",0.324,"SF","small",2309.12
"890",890,"paca",0.201,"LS","large",8172.55
"891",891,"agouti",1.5075,"SF","small",2309.12
"892",892,"peccary",0.321428571428572,"LS","large",21133.69
"893",893,"agouti",0.128863636363637,"SF","small",2309.12
"894",894,"agouti",0.423,"SF","small",2309.12
"895",895,"coati",0.198,"SF","small",3775.5
"896",896,"agouti",0.285000000000001,"SF","small",2309.12
"897",897,"coati",0.525,"SF","small",3775.5
"898",898,"peccary",0.3375,"LS","large",21133.69
"899",899,"rat",0.186428571428571,"SF","small",282.17
"900",900,"agouti",0.141428571428572,"SF","small",2309.12
"901",901,"agouti",0.54,"SF","small",2309.12
"902",902,"squirrel",0.3075,"SF","small",545.4
"903",903,"agouti",0.398571428571428,"SF","small",2309.12
"904",904,"agouti",0.190714285714286,"SF","small",2309.12
"905",905,"agouti",0.160714285714285,"SF","small",2309.12
"906",906,"brocket",0.362999999999999,"LF","large",20546.86
"907",907,"agouti",3.33,"SF","small",2309.12
"908",908,"rat",1.134,"SF","small",282.17
"909",909,"agouti",0.245454545454546,"SF","small",2309.12
"910",910,"agouti",1.152,"SF","small",2309.12
"911",911,"peccary",0.975,"LS","large",21133.69
"912",912,"agouti",0.482142857142856,"SF","small",2309.12
"913",913,"paca",0.605769230769233,"LS","large",8172.55
"914",914,"agouti",0.160714285714286,"SF","small",2309.12
"915",915,"mouse",0.121153846153847,"SF","small",19.3
"916",916,"agouti",0.1125,"SF","small",2309.12
"917",917,"ocelot",0.228681818181819,"LF","large",11880
"918",918,"peccary",0.114545454545455,"LS","large",21133.69
"919",919,"agouti",0.32625,"SF","small",2309.12
"920",920,"agouti",0.283846153846155,"SF","small",2309.12
"921",921,"agouti",0.332608695652173,"SF","small",2309.12
"922",922,"agouti",0.2925,"SF","small",2309.12
"923",923,"coati",0.11925,"SF","small",3775.5
"924",924,"agouti",0.366428571428571,"SF","small",2309.12
"925",925,"armadillo",0.202499999999999,"SF","small",3949.01
"926",926,"agouti",0.585,"SF","small",2309.12
"927",927,"agouti",0.192857142857143,"SF","small",2309.12
"928",928,"paca",0.151363636363637,"LS","large",8172.55
"929",929,"agouti",0.6,"SF","small",2309.12
"930",930,"coati",0.100714285714286,"SF","small",3775.5
"931",931,"agouti",0.127058823529412,"SF","small",2309.12
"932",932,"paca",0.160714285714285,"LS","large",8172.55
"933",933,"coati",0.642857142857143,"SF","small",3775.5
"934",934,"agouti",0.4125,"SF","small",2309.12
"935",935,"agouti",0.1125,"SF","small",2309.12
"936",936,"paca",0.989999999999999,"LS","large",8172.55
"937",937,"paca",0.206250000000001,"LS","large",8172.55
"938",938,"agouti",0.513,"SF","small",2309.12
"939",939,"agouti",0.237272727272728,"SF","small",2309.12
"940",940,"agouti",0.742500000000001,"SF","small",2309.12
"941",941,"ocelot",0.19125,"LF","large",11880
"942",942,"peccary",0.24,"LS","large",21133.69
"943",943,"armadillo",0.254999999999999,"SF","small",3949.01
"944",944,"ocelot",0.380769230769232,"LF","large",11880
"945",945,"agouti",0.235714285714286,"SF","small",2309.12
"946",946,"agouti",0.344999999999999,"SF","small",2309.12
"947",947,"agouti",0.867857142857143,"SF","small",2309.12
"948",948,"armadillo",0.644999999999999,"SF","small",3949.01
"949",949,"agouti",0.17625,"SF","small",2309.12
"950",950,"coati",0.200769230769231,"SF","small",3775.5
"951",951,"agouti",0.392142857142857,"SF","small",2309.12
"952",952,"agouti",0.247500000000001,"SF","small",2309.12
"953",953,"paca",0.0899999999999998,"LS","large",8172.55
"954",954,"agouti",0.15375,"SF","small",2309.12
"955",955,"agouti",0.3375,"SF","small",2309.12
"956",956,"paca",0.292500000000001,"LS","large",8172.55
"957",957,"peccary",2.88,"LS","large",21133.69
"958",958,"paca",0.0952941176470588,"LS","large",8172.55
"959",959,"paca",0.13875,"LS","large",8172.55
"960",960,"squirrel",0.206250000000001,"SF","small",545.4
"961",961,"agouti",0.148235294117647,"SF","small",2309.12
